Municipio;Dose;Contagem de Id Vacinacao
ADAMANTINA;1° Dose;1105
ADOLFO;1° Dose;111
AGUAI;1° Dose;403
AGUAS DA PRATA;1° Dose;129
AGUAS DE LINDOIA;1° Dose;97
AGUAS DE SANTA BARBARA;1° Dose;114
AGUDOS;1° Dose;1043
ALAMBARI;1° Dose;58
ALFREDO MARCONDES;1° Dose;67
ALTAIR;1° Dose;103
ALTINOPOLIS;1° Dose;239
ALTO ALEGRE;1° Dose;98
ALUMINIO;1° Dose;195
ALVARES FLORENCE;1° Dose;79
ALVARES MACHADO;1° Dose;292
ALVARO DE CARVALHO;1° Dose;37
ALVINLANDIA;1° Dose;58
AMERICANA;1° Dose;927
AMERICO BRASILIENSE;1° Dose;612
AMERICO DE CAMPOS;1° Dose;107
AMPARO;1° Dose;1422
ANALANDIA;1° Dose;82
ANDRADINA;1° Dose;914
ANGATUBA;1° Dose;251
ANHEMBI;1° Dose;81
ANHUMAS;1° Dose;86
APARECIDA;1° Dose;351
APARECIDA D'OESTE;1° Dose;123
APIAI;1° Dose;100
ARACARIGUAMA;1° Dose;160
ARACATUBA;1° Dose;2455
ARACOIABA DA SERRA;1° Dose;217
ARAMINA;1° Dose;85
ARANDU;1° Dose;95
ARAPEI;1° Dose;51
ARARAQUARA;1° Dose;4264
ARARAS;1° Dose;2904
ARCO-IRIS;1° Dose;88
AREALVA;1° Dose;138
AREIAS;1° Dose;61
AREIOPOLIS;1° Dose;156
ARIRANHA;1° Dose;230
ARTUR NOGUEIRA;1° Dose;456
ARUJA;1° Dose;374
ASPASIA;1° Dose;20
ASSIS;1° Dose;1364
ATIBAIA;1° Dose;1643
AURIFLAMA;1° Dose;355
AVAI;1° Dose;89
AVANHANDAVA;1° Dose;131
AVARE;1° Dose;2341
BADY BASSITT;1° Dose;164
BALBINOS;1° Dose;73
BALSAMO;1° Dose;209
BANANAL;1° Dose;181
BARAO DE ANTONINA;1° Dose;113
BARBOSA;1° Dose;129
BARIRI;1° Dose;718
BARRA BONITA;1° Dose;863
BARRA DO CHAPEU;1° Dose;57
BARRA DO TURVO;1° Dose;45
BARRETOS;1° Dose;2888
BARRINHA;1° Dose;312
BARUERI;1° Dose;5323
BASTOS;1° Dose;109
BATATAIS;1° Dose;43
BAURU;1° Dose;3897
BEBEDOURO;1° Dose;1623
BENTO DE ABREU;1° Dose;52
BERNARDINO DE CAMPOS;1° Dose;90
BERTIOGA;1° Dose;841
BILAC;1° Dose;38
BIRIGUI;1° Dose;849
BIRITIBA-MIRIM;1° Dose;261
BOA ESPERANCA DO SUL;1° Dose;192
BOCAINA;1° Dose;176
BOFETE;1° Dose;135
BOITUVA;1° Dose;577
BOM JESUS DOS PERDOES;1° Dose;227
BOM SUCESSO DE ITARARE;1° Dose;44
BORA;1° Dose;39
BORACEIA;1° Dose;95
BORBOREMA;1° Dose;307
BOREBI;1° Dose;40
BOTUCATU;1° Dose;5674
BRAGANCA PAULISTA;1° Dose;2487
BRAUNA;1° Dose;113
BRODOWSKI;1° Dose;292
BROTAS;1° Dose;362
BURI;1° Dose;23
BURITAMA;1° Dose;243
BURITIZAL;1° Dose;111
CABRALIA PAULISTA;1° Dose;80
CABREUVA;1° Dose;22
CACAPAVA;1° Dose;977
CACHOEIRA PAULISTA;1° Dose;192
CACONDE;1° Dose;84
CAFELANDIA;1° Dose;28
CAIEIRAS;1° Dose;1466
CAIUA;1° Dose;107
CAJAMAR;1° Dose;473
CAJATI;1° Dose;182
CAJOBI;1° Dose;241
CAJURU;1° Dose;2
CAMPINA DO MONTE ALEGRE;1° Dose;75
CAMPINAS;1° Dose;27486
CAMPO LIMPO PAULISTA;1° Dose;997
CAMPOS DO JORDAO;1° Dose;820
CAMPOS NOVOS PAULISTA;1° Dose;84
CANANEIA;1° Dose;195
CANAS;1° Dose;31
CANDIDO MOTA;1° Dose;347
CANDIDO RODRIGUES;1° Dose;61
CANITAR;1° Dose;46
CAPAO BONITO;1° Dose;602
CAPELA DO ALTO;1° Dose;45
CAPIVARI;1° Dose;81
CARAGUATATUBA;1° Dose;1971
CARAPICUIBA;1° Dose;945
CARDOSO;1° Dose;234
CASA BRANCA;1° Dose;124
CASSIA DOS COQUEIROS;1° Dose;54
CASTILHO;1° Dose;277
CATANDUVA;1° Dose;2867
CATIGUA;1° Dose;79
CEDRAL;1° Dose;184
CERQUEIRA CESAR;1° Dose;307
CERQUILHO;1° Dose;306
CESARIO LANGE;1° Dose;222
CHARQUEADA;1° Dose;121
CHAVANTES;1° Dose;61
CLEMENTINA;1° Dose;65
COLINA;1° Dose;162
COLOMBIA;1° Dose;117
CONCHAL;1° Dose;372
CONCHAS;1° Dose;270
CORDEIROPOLIS;1° Dose;340
COROADOS;1° Dose;60
CORONEL MACEDO;1° Dose;107
CORUMBATAI;1° Dose;64
COSMOPOLIS;1° Dose;223
COSMORAMA;1° Dose;138
COTIA;1° Dose;1847
CRAVINHOS;1° Dose;9
CRISTAIS PAULISTA;1° Dose;142
CRUZALIA;1° Dose;45
CRUZEIRO;1° Dose;1006
CUBATAO;1° Dose;790
CUNHA;1° Dose;179
DESCALVADO;1° Dose;752
DIADEMA;1° Dose;1748
DIRCE REIS;1° Dose;44
DIVINOLANDIA;1° Dose;431
DOBRADA;1° Dose;90
DOIS CORREGOS;1° Dose;262
DOLCINOPOLIS;1° Dose;48
DOURADO;1° Dose;111
DRACENA;1° Dose;1190
DUARTINA;1° Dose;117
DUMONT;1° Dose;120
ECHAPORA;1° Dose;1
ELDORADO;1° Dose;455
ELIAS FAUSTO;1° Dose;175
ELISIARIO;1° Dose;50
EMBAUBA;1° Dose;49
EMBU DAS ARTES;1° Dose;1256
EMBU-GUACU;1° Dose;541
EMILIANOPOLIS;1° Dose;64
ENGENHEIRO COELHO;1° Dose;195
ESPIRITO SANTO DO PINHAL;1° Dose;859
ESPIRITO SANTO DO TURVO;1° Dose;42
ESTIVA GERBI;1° Dose;68
ESTRELA DO NORTE;1° Dose;58
ESTRELA D'OESTE;1° Dose;237
EUCLIDES DA CUNHA PAULISTA;1° Dose;80
FARTURA;1° Dose;320
FERNANDO PRESTES;1° Dose;108
FERNANDOPOLIS;1° Dose;310
FERNAO;1° Dose;53
FERRAZ DE VASCONCELOS;1° Dose;1213
FLORA RICA;1° Dose;45
FLOREAL;1° Dose;88
FLORIDA PAULISTA;1° Dose;98
FLORINIA;1° Dose;55
FRANCA;1° Dose;3730
FRANCISCO MORATO;1° Dose;1007
FRANCO DA ROCHA;1° Dose;1785
GABRIEL MONTEIRO;1° Dose;28
GALIA;1° Dose;194
GARCA;1° Dose;698
GASTAO VIDIGAL;1° Dose;76
GAVIAO PEIXOTO;1° Dose;94
GENERAL SALGADO;1° Dose;373
GLICERIO;1° Dose;74
GUAICARA;1° Dose;126
GUAIMBE;1° Dose;146
GUAIRA;1° Dose;590
GUAPIACU;1° Dose;184
GUAPIARA;1° Dose;236
GUARA;1° Dose;458
GUARACAI;1° Dose;123
GUARACI;1° Dose;190
GUARANI D'OESTE;1° Dose;37
GUARANTA;1° Dose;147
GUARARAPES;1° Dose;488
GUARAREMA;1° Dose;471
GUARATINGUETA;1° Dose;705
GUAREI;1° Dose;204
GUARIBA;1° Dose;183
GUARUJA;1° Dose;2655
GUARULHOS;1° Dose;8502
GUATAPARA;1° Dose;87
GUZOLANDIA;1° Dose;63
HERCULANDIA;1° Dose;162
HOLAMBRA;1° Dose;65
HORTOLANDIA;1° Dose;331
IACANGA;1° Dose;232
IACRI;1° Dose;24
IARAS;1° Dose;113
IBATE;1° Dose;363
IBIRA;1° Dose;208
IBIRAREMA;1° Dose;87
IBITINGA;1° Dose;1263
IBIUNA;1° Dose;268
ICEM;1° Dose;158
IEPE;1° Dose;173
IGARACU DO TIETE;1° Dose;284
IGARAPAVA;1° Dose;274
IGARATA;1° Dose;161
IGUAPE;1° Dose;352
ILHA COMPRIDA;1° Dose;148
ILHA SOLTEIRA;1° Dose;497
ILHABELA;1° Dose;649
INDAIATUBA;1° Dose;3459
INDIANA;1° Dose;115
INDIAPORA;1° Dose;88
INUBIA PAULISTA;1° Dose;87
IPAUSSU;1° Dose;120
IPERO;1° Dose;276
IPEUNA;1° Dose;66
IPIGUA;1° Dose;83
IPORANGA;1° Dose;67
IPUA;1° Dose;119
IRACEMAPOLIS;1° Dose;399
IRAPUA;1° Dose;113
IRAPURU;1° Dose;117
ITABERA;1° Dose;157
ITAI;1° Dose;311
ITAJOBI;1° Dose;181
ITAJU;1° Dose;60
ITANHAEM;1° Dose;538
ITAOCA;1° Dose;62
ITAPECERICA DA SERRA;1° Dose;1188
ITAPETININGA;1° Dose;2433
ITAPEVA;1° Dose;1244
ITAPEVI;1° Dose;1543
ITAPIRA;1° Dose;647
ITAPIRAPUA PAULISTA;1° Dose;63
ITAPOLIS;1° Dose;550
ITAPORANGA;1° Dose;250
ITAPUI;1° Dose;191
ITAPURA;1° Dose;85
ITAQUAQUECETUBA;1° Dose;139
ITARARE;1° Dose;541
ITARIRI;1° Dose;156
ITATIBA;1° Dose;1524
ITATINGA;1° Dose;203
ITIRAPINA;1° Dose;229
ITIRAPUA;1° Dose;121
ITOBI;1° Dose;186
ITU;1° Dose;934
ITUPEVA;1° Dose;621
ITUVERAVA;1° Dose;289
JABORANDI;1° Dose;155
JABOTICABAL;1° Dose;608
JACAREI;1° Dose;436
JACI;1° Dose;298
JACUPIRANGA;1° Dose;99
JAGUARIUNA;1° Dose;281
JALES;1° Dose;636
JAMBEIRO;1° Dose;96
JANDIRA;1° Dose;287
JARDINOPOLIS;1° Dose;279
JARINU;1° Dose;125
JAU;1° Dose;2306
JERIQUARA;1° Dose;55
JOANOPOLIS;1° Dose;292
JOAO RAMALHO;1° Dose;56
JOSE BONIFACIO;1° Dose;712
JULIO MESQUITA;1° Dose;64
JUMIRIM;1° Dose;45
JUNDIAI;1° Dose;1809
JUNQUEIROPOLIS;1° Dose;471
JUQUIA;1° Dose;212
JUQUITIBA;1° Dose;388
LAGOINHA;1° Dose;111
LARANJAL PAULISTA;1° Dose;385
LAVINIA;1° Dose;104
LAVRINHAS;1° Dose;65
LEME;1° Dose;1888
LENCOIS PAULISTA;1° Dose;731
LIMEIRA;1° Dose;7
LINDOIA;1° Dose;133
LINS;1° Dose;1700
LORENA;1° Dose;1024
LOURDES;1° Dose;55
LOUVEIRA;1° Dose;470
LUCELIA;1° Dose;251
LUCIANOPOLIS;1° Dose;52
LUIS ANTONIO;1° Dose;248
LUIZIANIA;1° Dose;69
LUPERCIO;1° Dose;60
LUTECIA;1° Dose;55
MACATUBA;1° Dose;326
MACAUBAL;1° Dose;198
MACEDONIA;1° Dose;62
MAGDA;1° Dose;86
MAIRINQUE;1° Dose;455
MANDURI;1° Dose;130
MARABA PAULISTA;1° Dose;44
MARACAI;1° Dose;240
MARAPOAMA;1° Dose;98
MARIAPOLIS;1° Dose;59
MARILIA;1° Dose;5627
MARINOPOLIS;1° Dose;55
MARTINOPOLIS;1° Dose;275
MATAO;1° Dose;1075
MAUA;1° Dose;392
MENDONCA;1° Dose;138
MERIDIANO;1° Dose;79
MESOPOLIS;1° Dose;38
MIGUELOPOLIS;1° Dose;601
MINEIROS DO TIETE;1° Dose;155
MIRA ESTRELA;1° Dose;21
MIRACATU;1° Dose;48
MIRANDOPOLIS;1° Dose;766
MIRANTE DO PARANAPANEMA;1° Dose;338
MIRASSOL;1° Dose;1062
MIRASSOLANDIA;1° Dose;89
MOCOCA;1° Dose;1194
MOGI DAS CRUZES;1° Dose;1823
MOGI GUACU;1° Dose;1871
MOGI MIRIM;1° Dose;1721
MOMBUCA;1° Dose;65
MONCOES;1° Dose;85
MONGAGUA;1° Dose;302
MONTE ALEGRE DO SUL;1° Dose;90
MONTE ALTO;1° Dose;262
MONTE APRAZIVEL;1° Dose;446
MONTE AZUL PAULISTA;1° Dose;212
MONTE CASTELO;1° Dose;52
MONTE MOR;1° Dose;394
MONTEIRO LOBATO;1° Dose;4
MORRO AGUDO;1° Dose;538
MORUNGABA;1° Dose;222
MOTUCA;1° Dose;66
MURUTINGA DO SUL;1° Dose;90
NANTES;1° Dose;61
NARANDIBA;1° Dose;108
NATIVIDADE DA SERRA;1° Dose;63
NAZARE PAULISTA;1° Dose;199
NEVES PAULISTA;1° Dose;252
NHANDEARA;1° Dose;284
NIPOA;1° Dose;60
NOVA ALIANCA;1° Dose;128
NOVA CAMPINA;1° Dose;113
NOVA CANAA PAULISTA;1° Dose;20
NOVA EUROPA;1° Dose;137
NOVA GRANADA;1° Dose;306
NOVA GUATAPORANGA;1° Dose;43
NOVA INDEPENDENCIA;1° Dose;69
NOVA LUZITANIA;1° Dose;9
NOVA ODESSA;1° Dose;233
NOVAIS;1° Dose;69
NOVO HORIZONTE;1° Dose;647
NUPORANGA;1° Dose;174
OCAUCU;1° Dose;86
OLEO;1° Dose;41
OLIMPIA;1° Dose;658
ONDA VERDE;1° Dose;101
ORIENTE;1° Dose;80
ORINDIUVA;1° Dose;118
ORLANDIA;1° Dose;313
OSASCO;1° Dose;1322
OSCAR BRESSANE;1° Dose;53
OSVALDO CRUZ;1° Dose;610
OURINHOS;1° Dose;1913
OURO VERDE;1° Dose;109
OUROESTE;1° Dose;201
PACAEMBU;1° Dose;242
PALESTINA;1° Dose;186
PALMARES PAULISTA;1° Dose;174
PALMEIRA D'OESTE;1° Dose;196
PALMITAL;1° Dose;457
PANORAMA;1° Dose;239
PARAGUACU PAULISTA;1° Dose;250
PARAIBUNA;1° Dose;308
PARAISO;1° Dose;130
PARANAPANEMA;1° Dose;356
PARANAPUA;1° Dose;67
PARAPUA;1° Dose;186
PARDINHO;1° Dose;74
PARIQUERA-ACU;1° Dose;589
PARISI;1° Dose;51
PATROCINIO PAULISTA;1° Dose;78
PAULICEIA;1° Dose;104
PAULINIA;1° Dose;567
PAULISTANIA;1° Dose;44
PAULO DE FARIA;1° Dose;178
PEDERNEIRAS;1° Dose;351
PEDRA BELA;1° Dose;99
PEDRANOPOLIS;1° Dose;44
PEDREGULHO;1° Dose;152
PEDREIRA;1° Dose;898
PEDRINHAS PAULISTA;1° Dose;60
PEDRO DE TOLEDO;1° Dose;119
PENAPOLIS;1° Dose;471
PEREIRA BARRETO;1° Dose;450
PEREIRAS;1° Dose;104
PERUIBE;1° Dose;221
PIACATU;1° Dose;90
PIEDADE;1° Dose;275
PILAR DO SUL;1° Dose;423
PINDAMONHANGABA;1° Dose;2241
PINDORAMA;1° Dose;184
PINHALZINHO;1° Dose;173
PIQUEROBI;1° Dose;127
PIRACAIA;1° Dose;229
PIRACICABA;1° Dose;573
PIRAJU;1° Dose;700
PIRAJUI;1° Dose;269
PIRANGI;1° Dose;225
PIRAPORA DO BOM JESUS;1° Dose;209
PIRAPOZINHO;1° Dose;437
PIRASSUNUNGA;1° Dose;928
PIRATININGA;1° Dose;242
PITANGUEIRAS;1° Dose;299
PLANALTO;1° Dose;96
PLATINA;1° Dose;47
POA;1° Dose;1013
POLONI;1° Dose;98
POMPEIA;1° Dose;367
PONGAI;1° Dose;67
PONTAL;1° Dose;464
PONTALINDA;1° Dose;43
PONTES GESTAL;1° Dose;41
POPULINA;1° Dose;93
PORANGABA;1° Dose;148
PORTO FELIZ;1° Dose;554
PORTO FERREIRA;1° Dose;680
POTIM;1° Dose;167
POTIRENDABA;1° Dose;351
PRACINHA;1° Dose;43
PRADOPOLIS;1° Dose;160
PRAIA GRANDE;1° Dose;184
PRATANIA;1° Dose;83
PRESIDENTE ALVES;1° Dose;41
PRESIDENTE BERNARDES;1° Dose;439
PRESIDENTE EPITACIO;1° Dose;625
PRESIDENTE PRUDENTE;1° Dose;3556
PRESIDENTE VENCESLAU;1° Dose;1095
PROMISSAO;1° Dose;741
QUADRA;1° Dose;46
QUATA;1° Dose;282
QUEIROZ;1° Dose;29
QUELUZ;1° Dose;116
QUINTANA;1° Dose;116
RAFARD;1° Dose;107
RANCHARIA;1° Dose;528
REDENCAO DA SERRA;1° Dose;65
REGENTE FEIJO;1° Dose;281
REGINOPOLIS;1° Dose;113
REGISTRO;1° Dose;557
RESTINGA;1° Dose;66
RIBEIRA;1° Dose;53
RIBEIRAO BONITO;1° Dose;166
RIBEIRAO BRANCO;1° Dose;212
RIBEIRAO CORRENTE;1° Dose;59
RIBEIRAO DO SUL;1° Dose;81
RIBEIRAO DOS INDIOS;1° Dose;49
RIBEIRAO GRANDE;1° Dose;86
RIBEIRAO PIRES;1° Dose;2154
RIBEIRAO PRETO;1° Dose;12248
RIFAINA;1° Dose;83
RINCAO;1° Dose;205
RINOPOLIS;1° Dose;30
RIO CLARO;1° Dose;596
RIO DAS PEDRAS;1° Dose;297
RIO GRANDE DA SERRA;1° Dose;344
RIOLANDIA;1° Dose;148
RIVERSUL;1° Dose;53
ROSANA;1° Dose;334
ROSEIRA;1° Dose;80
RUBIACEA;1° Dose;61
RUBINEIA;1° Dose;39
SABINO;1° Dose;93
SAGRES;1° Dose;38
SALES;1° Dose;117
SALES OLIVEIRA;1° Dose;205
SALESOPOLIS;1° Dose;73
SALMOURAO;1° Dose;73
SALTINHO;1° Dose;87
SALTO;1° Dose;622
SALTO DE PIRAPORA;1° Dose;524
SALTO GRANDE;1° Dose;89
SANDOVALINA;1° Dose;19
SANTA ADELIA;1° Dose;366
SANTA ALBERTINA;1° Dose;115
SANTA BARBARA D'OESTE;1° Dose;1478
SANTA BRANCA;1° Dose;269
SANTA CLARA D'OESTE;1° Dose;45
SANTA CRUZ DA CONCEICAO;1° Dose;113
SANTA CRUZ DA ESPERANCA;1° Dose;59
SANTA CRUZ DAS PALMEIRAS;1° Dose;497
SANTA CRUZ DO RIO PARDO;1° Dose;833
SANTA ERNESTINA;1° Dose;65
SANTA FE DO SUL;1° Dose;833
SANTA ISABEL;1° Dose;603
SANTA LUCIA;1° Dose;58
SANTA MARIA DA SERRA;1° Dose;1
SANTA RITA DO PASSA QUATRO;1° Dose;331
SANTA RITA D'OESTE;1° Dose;42
SANTA ROSA DE VITERBO;1° Dose;233
SANTA SALETE;1° Dose;68
SANTANA DA PONTE PENSA;1° Dose;30
SANTANA DE PARNAIBA;1° Dose;1493
SANTO ANASTACIO;1° Dose;403
SANTO ANDRE;1° Dose;8729
SANTO ANTONIO DA ALEGRIA;1° Dose;119
SANTO ANTONIO DE POSSE;1° Dose;205
SANTO ANTONIO DO ARACANGUA;1° Dose;97
SANTO ANTONIO DO JARDIM;1° Dose;104
SANTO ANTONIO DO PINHAL;1° Dose;134
SANTO EXPEDITO;1° Dose;81
SANTOPOLIS DO AGUAPEI;1° Dose;72
SANTOS;1° Dose;7831
SAO BENTO DO SAPUCAI;1° Dose;222
SAO BERNARDO DO CAMPO;1° Dose;14895
SAO CAETANO DO SUL;1° Dose;6811
SAO CARLOS;1° Dose;3461
SAO FRANCISCO;1° Dose;49
SAO JOAO DA BOA VISTA;1° Dose;2437
SAO JOAO DAS DUAS PONTES;1° Dose;44
SAO JOAO DE IRACEMA;1° Dose;81
SAO JOAO DO PAU D'ALHO;1° Dose;54
SAO JOAQUIM DA BARRA;1° Dose;503
SAO JOSE DA BELA VISTA;1° Dose;86
SAO JOSE DO BARREIRO;1° Dose;90
SAO JOSE DO RIO PARDO;1° Dose;334
SAO JOSE DO RIO PRETO;1° Dose;9890
SAO LOURENCO DA SERRA;1° Dose;111
SAO LUIS DO PARAITINGA;1° Dose;166
SAO MANUEL;1° Dose;385
SAO MIGUEL ARCANJO;1° Dose;298
SAO PAULO;1° Dose;134688
SAO PEDRO;1° Dose;193
SAO PEDRO DO TURVO;1° Dose;86
SAO ROQUE;1° Dose;538
SAO SEBASTIAO;1° Dose;242
SAO SEBASTIAO DA GRAMA;1° Dose;261
SAO SIMAO;1° Dose;176
SAO VICENTE;1° Dose;707
SARUTAIA;1° Dose;75
SEBASTIANOPOLIS DO SUL;1° Dose;92
