Município;Dose;Total Doses Aplicadas
BORÁ;2° DOSE;157
NOVA CASTILHO;2° DOSE;198
UNIÃO PAULISTA;2° DOSE;253
TRABIJU;2° DOSE;260
URU;2° DOSE;243
PAULISTÂNIA;2° DOSE;288
PRACINHA;2° DOSE;256
VITÓRIA BRASIL;2° DOSE;301
DIRCE REIS;2° DOSE;347
BALBINOS;2° DOSE;312
FERNÃO;2° DOSE;327
SÃO JOÃO DAS DUAS PONTES;2° DOSE;338
SANTA SALETE;2° DOSE;370
ASPÁSIA;2° DOSE;343
SÃO JOÃO DE IRACEMA;2° DOSE;337
BENTO DE ABREU;2° DOSE;353
BOREBI;2° DOSE;311
ARAPEÍ;2° DOSE;384
JUMIRIM;2° DOSE;360
GUARANI D'OESTE;2° DOSE;349
SANTA CRUZ DA ESPERANÇA;2° DOSE;394
BOM SUCESSO DE ITARARÉ;2° DOSE;327
SANTANA DA PONTE PENSA;2° DOSE;385
TURIÚBA;2° DOSE;398
MARINÓPOLIS;2° DOSE;401
EMBAÚBA;2° DOSE;375
RUBIÁCEA;2° DOSE;425
MESÓPOLIS;2° DOSE;402
SAGRES;2° DOSE;411
DOLCINÓPOLIS;2° DOSE;401
SANTA CLARA D'OESTE;2° DOSE;369
LUCIANÓPOLIS;2° DOSE;428
NOVA GUATAPORANGA;2° DOSE;413
CRUZÁLIA;2° DOSE;382
BREJO ALEGRE;2° DOSE;467
TORRE DE PEDRA;2° DOSE;407
ZACARIAS;2° DOSE;395
SANTA MERCEDES;2° DOSE;462
LOURDES;2° DOSE;431
ALVINLÂNDIA;2° DOSE;450
MONÇÕES;2° DOSE;434
TAQUARAL;2° DOSE;403
FLORA RICA;2° DOSE;459
QUEIROZ;2° DOSE;378
SÃO JOÃO DO PAU D'ALHO;2° DOSE;488
ARCO-ÍRIS;2° DOSE;544
AREIAS;2° DOSE;486
NOVA CANAÃ PAULISTA;2° DOSE;397
CÁSSIA DOS COQUEIROS;2° DOSE;443
PONTES GESTAL;2° DOSE;433
ELISIÁRIO;2° DOSE;485
ÓLEO;2° DOSE;507
NOVA INDEPENDÊNCIA;2° DOSE;436
CANAS;2° DOSE;468
NOVA LUZITÂNIA;2° DOSE;549
RIBEIRA;2° DOSE;547
MOMBUCA;2° DOSE;459
ESTRELA DO NORTE;2° DOSE;368
NANTES;2° DOSE;351
ITAJU;2° DOSE;504
GABRIEL MONTEIRO;2° DOSE;465
PLATINA;2° DOSE;485
LUTÉCIA;2° DOSE;474
TURMALINA;2° DOSE;475
PARISI;2° DOSE;448
ITAPIRAPUÃ PAULISTA;2° DOSE;486
SANTA RITA D'OESTE;2° DOSE;504
JERIQUARA;2° DOSE;430
RIBEIRÃO CORRENTE;2° DOSE;548
SÃO FRANCISCO;2° DOSE;546
ALTAIR;2° DOSE;525
PONTALINDA;2° DOSE;497
TIMBURI;2° DOSE;486
PEDRANÓPOLIS;2° DOSE;519
MARIÁPOLIS;2° DOSE;555
QUADRA;2° DOSE;466
ÁLVARO DE CARVALHO;2° DOSE;520
SANTÓPOLIS DO AGUAPEÍ;2° DOSE;572
RIBEIRÃO DOS ÍNDIOS;2° DOSE;518
NOVAIS;2° DOSE;603
MOTUCA;2° DOSE;519
NIPOÃ;2° DOSE;550
TEJUPÁ;2° DOSE;534
SANTO EXPEDITO;2° DOSE;562
SUZANÁPOLIS;2° DOSE;528
JÚLIO MESQUITA;2° DOSE;552
MARAPOAMA;2° DOSE;532
PRATÂNIA;2° DOSE;499
MAGDA;2° DOSE;602
CORUMBATAÍ;2° DOSE;553
GASTÃO VIDIGAL;2° DOSE;579
LUPÉRCIO;2° DOSE;607
OSCAR BRESSANE;2° DOSE;583
ESPÍRITO SANTO DO TURVO;2° DOSE;465
SÃO JOSÉ DO BARREIRO;2° DOSE;609
CANITAR;2° DOSE;462
GLICÉRIO;2° DOSE;622
EMILIANÓPOLIS;2° DOSE;533
RUBINÉIA;2° DOSE;517
MONTEIRO LOBATO;2° DOSE;637
INÚBIA PAULISTA;2° DOSE;612
ONDA VERDE;2° DOSE;604
FLORÍNEA;2° DOSE;520
SARUTAIÁ;2° DOSE;579
SANDOVALINA;2° DOSE;493
BARÃO DE ANTONINA;2° DOSE;596
MIRA ESTRELA;2° DOSE;564
CÂNDIDO RODRIGUES;2° DOSE;605
REDENÇÃO DA SERRA;2° DOSE;577
JOÃO RAMALHO;2° DOSE;493
MARABÁ PAULISTA;2° DOSE;542
CABRÁLIA PAULISTA;2° DOSE;618
GAVIÃO PEIXOTO;2° DOSE;597
PARANAPUÃ;2° DOSE;599
ITAOCA;2° DOSE;695
LUIZIÂNIA;2° DOSE;680
UBIRAJARA;2° DOSE;633
TAQUARIVAÍ;2° DOSE;483
SEBASTIANÓPOLIS DO SUL;2° DOSE;563
GUZOLÂNDIA;2° DOSE;601
PEDRINHAS PAULISTA;2° DOSE;498
PONGAÍ;2° DOSE;652
RIFAINA;2° DOSE;580
ANHUMAS;2° DOSE;608
FLOREAL;2° DOSE;651
BORACÉIA;2° DOSE;712
PRESIDENTE ALVES;2° DOSE;779
BARRA DO CHAPÉU;2° DOSE;574
CAIABU;2° DOSE;641
ANALÂNDIA;2° DOSE;644
UBARANA;2° DOSE;607
IARAS;2° DOSE;624
ITAPURA;2° DOSE;668
PLANALTO;2° DOSE;586
PIQUEROBI;2° DOSE;717
MERIDIANO;2° DOSE;640
SANTA MARIA DA SERRA;2° DOSE;805
NARANDIBA;2° DOSE;569
LAVRINHAS;2° DOSE;601
SALMOURÃO;2° DOSE;740
MONTE CASTELO;2° DOSE;728
ÁLVARES FLORENCE;2° DOSE;766
OCAUÇU;2° DOSE;630
ALTO ALEGRE;2° DOSE;835
CAMPOS NOVOS PAULISTA;2° DOSE;655
JAMBEIRO;2° DOSE;779
BURITIZAL;2° DOSE;710
IPORANGA;2° DOSE;801
MIRASSOLÂNDIA;2° DOSE;767
ADOLFO;2° DOSE;715
MACEDÔNIA;2° DOSE;659
MURUTINGA DO SUL;2° DOSE;830
ARAMINA;2° DOSE;771
SANTA ERNESTINA;2° DOSE;617
IPEÚNA;2° DOSE;615
IPIGUÁ;2° DOSE;716
CORONEL MACEDO;2° DOSE;690
BRAÚNA;2° DOSE;880
GUAIMBÊ;2° DOSE;828
INDIAPORÃ;2° DOSE;842
CAIUÁ;2° DOSE;849
PIACATU;2° DOSE;822
ALAMBARI;2° DOSE;753
GUARANTÃ;2° DOSE;875
ORINDIÚVA;2° DOSE;624
ÁGUAS DE SANTA BÁRBARA;2° DOSE;875
RIBEIRÃO DO SUL;2° DOSE;785
DOBRADA;2° DOSE;842
NOVA CAMPINA;2° DOSE;777
COROADOS;2° DOSE;728
TACIBA;2° DOSE;787
VISTA ALEGRE DO ALTO;2° DOSE;908
PAULICÉIA;2° DOSE;778
PARDINHO;2° DOSE;819
COLÔMBIA;2° DOSE;889
SILVEIRAS;2° DOSE;873
ARANDU;2° DOSE;841
ANHEMBI;2° DOSE;799
RIVERSUL;2° DOSE;867
SANTA LÚCIA;2° DOSE;812
ALFREDO MARCONDES;2° DOSE;960
CLEMENTINA;2° DOSE;874
MENDONÇA;2° DOSE;894
TARABAI;2° DOSE;839
ITIRAPUÃ;2° DOSE;938
LAVÍNIA;2° DOSE;830
CAMPINA DO MONTE ALEGRE;2° DOSE;807
POPULINA;2° DOSE;819
AVAÍ;2° DOSE;1140
ÁGUAS DE SÃO PEDRO;2° DOSE;930
RESTINGA;2° DOSE;743
BARBOSA;2° DOSE;874
INDIANA;2° DOSE;837
PEDRA BELA;2° DOSE;914
TAIAÇU;2° DOSE;946
SÃO JOSÉ DA BELA VISTA;2° DOSE;951
APARECIDA D'OESTE;2° DOSE;871
SANTA CRUZ DA CONCEIÇÃO;2° DOSE;976
LAGOINHA;2° DOSE;867
PARAÍSO;2° DOSE;947
SABINO;2° DOSE;1004
TAIÚVA;2° DOSE;1062
IRAPUÃ;2° DOSE;1023
PALMARES PAULISTA;2° DOSE;877
TUIUTI;2° DOSE;1052
NOVA ALIANÇA;2° DOSE;1044
TRÊS FRONTEIRAS;2° DOSE;1078
JABORANDI;2° DOSE;984
SANTO ANTÔNIO DO PINHAL;2° DOSE;907
AMÉRICO DE CAMPOS;2° DOSE;1015
REGINÓPOLIS;2° DOSE;970
GUATAPARÁ;2° DOSE;994
RIBEIRÃO GRANDE;2° DOSE;897
NATIVIDADE DA SERRA;2° DOSE;1067
FERNANDO PRESTES;2° DOSE;1175
SANTO ANTÔNIO DO ARACANGUÁ;2° DOSE;1053
IACRI;2° DOSE;947
PEREIRAS;2° DOSE;1027
ORIENTE;2° DOSE;1017
QUINTANA;2° DOSE;960
POLONI;2° DOSE;1067
DUMONT;2° DOSE;1009
SANTO ANTÔNIO DO JARDIM;2° DOSE;985
RIOLÂNDIA;2° DOSE;1206
JACI;2° DOSE;1070
ICÉM;2° DOSE;1072
LINDÓIA;2° DOSE;1094
AREIÓPOLIS;2° DOSE;979
ECHAPORÃ;2° DOSE;1099
SANTA ALBERTINA;2° DOSE;1098
CATIGUÁ;2° DOSE;961
SALES;2° DOSE;980
CRISTAIS PAULISTA;2° DOSE;1073
NUPORANGA;2° DOSE;1106
EUCLIDES DA CUNHA PAULISTA;2° DOSE;1026
IRAPURU;2° DOSE;1141
SUD MENNUCCI;2° DOSE;1180
IBIRAREMA;2° DOSE;1014
SÃO PEDRO DO TURVO;2° DOSE;1111
OURO VERDE;2° DOSE;1550
RAFARD;2° DOSE;1108
GÁLIA;2° DOSE;1308
HERCULÂNDIA;2° DOSE;1248
SALTINHO;2° DOSE;1118
SALTO GRANDE;2° DOSE;1192
ARIRANHA;2° DOSE;1301
TAPIRAÍ;2° DOSE;1084
ITOBI;2° DOSE;1218
SANTO ANTÔNIO DA ALEGRIA;2° DOSE;1170
QUELUZ;2° DOSE;1313
BARRA DO TURVO;2° DOSE;1518
PAULO DE FARIA;2° DOSE;1376
ROSEIRA;2° DOSE;1249
SARAPUÍ;2° DOSE;1066
MACAUBAL;2° DOSE;1244
MONTE ALEGRE DO SUL;2° DOSE;1270
GUAIÇARA;2° DOSE;1356
