Municipio;Dose;Contagem de Id Vacinacao
ADAMANTINA;1° Dose;429
ADOLFO;1° Dose;90
AGUAI;1° Dose;179
AGUAS DA PRATA;1° Dose;100
AGUAS DE LINDOIA;1° Dose;80
AGUAS DE SANTA BARBARA;1° Dose;104
AGUDOS;1° Dose;449
ALAMBARI;1° Dose;23
ALFREDO MARCONDES;1° Dose;6
ALTAIR;1° Dose;103
ALTINOPOLIS;1° Dose;94
ALTO ALEGRE;1° Dose;53
ALUMINIO;1° Dose;142
ALVARES FLORENCE;1° Dose;60
ALVARES MACHADO;1° Dose;184
ALVINLANDIA;1° Dose;32
AMERICANA;1° Dose;281
AMERICO BRASILIENSE;1° Dose;178
AMERICO DE CAMPOS;1° Dose;77
AMPARO;1° Dose;1084
ANALANDIA;1° Dose;67
ANDRADINA;1° Dose;269
ANGATUBA;1° Dose;80
ANHEMBI;1° Dose;56
ANHUMAS;1° Dose;80
APARECIDA;1° Dose;185
APARECIDA D'OESTE;1° Dose;96
APIAI;1° Dose;80
ARACARIGUAMA;1° Dose;97
ARACATUBA;1° Dose;1928
ARAMINA;1° Dose;58
ARANDU;1° Dose;81
ARAPEI;1° Dose;24
ARARAQUARA;1° Dose;2892
ARARAS;1° Dose;2354
ARCO-IRIS;1° Dose;47
AREALVA;1° Dose;84
AREIAS;1° Dose;49
AREIOPOLIS;1° Dose;93
ARIRANHA;1° Dose;147
ARTUR NOGUEIRA;1° Dose;346
ARUJA;1° Dose;97
ASPASIA;1° Dose;5
ASSIS;1° Dose;836
ATIBAIA;1° Dose;1627
AURIFLAMA;1° Dose;198
AVAI;1° Dose;88
AVANHANDAVA;1° Dose;60
AVARE;1° Dose;1503
BADY BASSITT;1° Dose;38
BALBINOS;1° Dose;62
BALSAMO;1° Dose;207
BANANAL;1° Dose;131
BARAO DE ANTONINA;1° Dose;54
BARBOSA;1° Dose;109
BARIRI;1° Dose;332
BARRA BONITA;1° Dose;264
BARRA DO CHAPEU;1° Dose;33
BARRA DO TURVO;1° Dose;45
BARRETOS;1° Dose;1575
BARRINHA;1° Dose;171
BARUERI;1° Dose;1786
BASTOS;1° Dose;106
BATATAIS;1° Dose;12
BAURU;1° Dose;2111
BEBEDOURO;1° Dose;551
BENTO DE ABREU;1° Dose;41
BERTIOGA;1° Dose;573
BILAC;1° Dose;6
BIRIGUI;1° Dose;510
BIRITIBA-MIRIM;1° Dose;215
BOA ESPERANCA DO SUL;1° Dose;119
BOCAINA;1° Dose;176
BOFETE;1° Dose;60
BOITUVA;1° Dose;341
BOM JESUS DOS PERDOES;1° Dose;199
BOM SUCESSO DE ITARARE;1° Dose;25
BORACEIA;1° Dose;64
BORBOREMA;1° Dose;180
BOREBI;1° Dose;37
BOTUCATU;1° Dose;3850
BRAGANCA PAULISTA;1° Dose;1834
BRAUNA;1° Dose;41
BROTAS;1° Dose;239
BURI;1° Dose;8
BURITIZAL;1° Dose;92
CABREUVA;1° Dose;22
CACAPAVA;1° Dose;821
CACHOEIRA PAULISTA;1° Dose;120
CACONDE;1° Dose;21
CAIEIRAS;1° Dose;917
CAIUA;1° Dose;94
CAJAMAR;1° Dose;64
CAJATI;1° Dose;64
CAJOBI;1° Dose;209
CAJURU;1° Dose;2
CAMPINA DO MONTE ALEGRE;1° Dose;49
CAMPINAS;1° Dose;17832
CAMPO LIMPO PAULISTA;1° Dose;683
CAMPOS DO JORDAO;1° Dose;583
CAMPOS NOVOS PAULISTA;1° Dose;84
CANANEIA;1° Dose;111
CANAS;1° Dose;3
CANDIDO MOTA;1° Dose;139
CANDIDO RODRIGUES;1° Dose;30
CANITAR;1° Dose;44
CAPAO BONITO;1° Dose;471
CAPELA DO ALTO;1° Dose;37
CAPIVARI;1° Dose;5
CARAGUATATUBA;1° Dose;941
CARAPICUIBA;1° Dose;453
CARDOSO;1° Dose;128
CASA BRANCA;1° Dose;31
CASTILHO;1° Dose;84
CATANDUVA;1° Dose;2228
CATIGUA;1° Dose;67
CEDRAL;1° Dose;86
CERQUEIRA CESAR;1° Dose;226
