Municipio;Dose;Contagem de Id Vacinacao
ADAMANTINA;1° Dose;102
ADOLFO;1° Dose;56
AGUAI;1° Dose;86
AGUAS DA PRATA;1° Dose;68
AGUAS DE LINDOIA;1° Dose;75
AGUAS DE SANTA BARBARA;1° Dose;61
AGUDOS;1° Dose;230
ALAMBARI;1° Dose;23
ALFREDO MARCONDES;1° Dose;6
ALTAIR;1° Dose;53
ALTINOPOLIS;1° Dose;33
ALTO ALEGRE;1° Dose;47
ALUMINIO;1° Dose;109
ALVARES FLORENCE;1° Dose;38
ALVARES MACHADO;1° Dose;119
ALVINLANDIA;1° Dose;31
AMERICANA;1° Dose;223
AMERICO BRASILIENSE;1° Dose;98
AMERICO DE CAMPOS;1° Dose;66
AMPARO;1° Dose;705
ANALANDIA;1° Dose;40
ANDRADINA;1° Dose;9
ANGATUBA;1° Dose;62
ANHEMBI;1° Dose;40
ANHUMAS;1° Dose;45
APARECIDA;1° Dose;98
APARECIDA D'OESTE;1° Dose;44
APIAI;1° Dose;72
ARACARIGUAMA;1° Dose;75
ARACATUBA;1° Dose;1260
ARAMINA;1° Dose;16
ARANDU;1° Dose;45
ARAPEI;1° Dose;20
ARARAQUARA;1° Dose;2453
ARARAS;1° Dose;1514
ARCO-IRIS;1° Dose;27
AREALVA;1° Dose;64
AREIAS;1° Dose;45
AREIOPOLIS;1° Dose;15
ARIRANHA;1° Dose;114
ARTUR NOGUEIRA;1° Dose;92
ARUJA;1° Dose;29
ASPASIA;1° Dose;5
ASSIS;1° Dose;457
ATIBAIA;1° Dose;1331
AURIFLAMA;1° Dose;121
AVAI;1° Dose;42
AVANHANDAVA;1° Dose;59
AVARE;1° Dose;893
BALBINOS;1° Dose;41
BALSAMO;1° Dose;96
BANANAL;1° Dose;107
BARAO DE ANTONINA;1° Dose;31
BARBOSA;1° Dose;72
BARRA DO CHAPEU;1° Dose;16
BARRA DO TURVO;1° Dose;27
BARRETOS;1° Dose;1118
BARRINHA;1° Dose;111
BARUERI;1° Dose;1125
BASTOS;1° Dose;47
BATATAIS;1° Dose;12
BAURU;1° Dose;1111
BENTO DE ABREU;1° Dose;20
BERTIOGA;1° Dose;342
BILAC;1° Dose;3
BIRIGUI;1° Dose;228
BIRITIBA-MIRIM;1° Dose;141
BOA ESPERANCA DO SUL;1° Dose;26
BOCAINA;1° Dose;87
BOFETE;1° Dose;60
BOITUVA;1° Dose;147
BOM JESUS DOS PERDOES;1° Dose;148
BOM SUCESSO DE ITARARE;1° Dose;24
BORACEIA;1° Dose;45
BORBOREMA;1° Dose;149
BOREBI;1° Dose;37
BOTUCATU;1° Dose;2896
BRAGANCA PAULISTA;1° Dose;790
BRAUNA;1° Dose;36
BROTAS;1° Dose;134
BURI;1° Dose;8
BURITIZAL;1° Dose;45
CABREUVA;1° Dose;22
CACAPAVA;1° Dose;564
CACHOEIRA PAULISTA;1° Dose;56
CACONDE;1° Dose;2
CAIEIRAS;1° Dose;539
CAIUA;1° Dose;46
CAJAMAR;1° Dose;61
CAJATI;1° Dose;20
CAJOBI;1° Dose;131
CAMPINA DO MONTE ALEGRE;1° Dose;39
CAMPINAS;1° Dose;13594
CAMPO LIMPO PAULISTA;1° Dose;563
CAMPOS DO JORDAO;1° Dose;323
CAMPOS NOVOS PAULISTA;1° Dose;41
CANANEIA;1° Dose;50
CANAS;1° Dose;3
CANDIDO MOTA;1° Dose;139
CANDIDO RODRIGUES;1° Dose;30
CANITAR;1° Dose;32
CAPAO BONITO;1° Dose;314
CAPELA DO ALTO;1° Dose;36
CAPIVARI;1° Dose;1
CARAGUATATUBA;1° Dose;270
CARAPICUIBA;1° Dose;206
CARDOSO;1° Dose;81
CASA BRANCA;1° Dose;30
CASTILHO;1° Dose;61
CATANDUVA;1° Dose;1726
CATIGUA;1° Dose;35
CEDRAL;1° Dose;78
CERQUEIRA CESAR;1° Dose;145
CERQUILHO;1° Dose;48
CESARIO LANGE;1° Dose;95
CHARQUEADA;1° Dose;40
CHAVANTES;1° Dose;2
CLEMENTINA;1° Dose;44
COLINA;1° Dose;33
CONCHAL;1° Dose;80
CONCHAS;1° Dose;109
CORDEIROPOLIS;1° Dose;181
COROADOS;1° Dose;19
CORUMBATAI;1° Dose;27
COSMORAMA;1° Dose;73
COTIA;1° Dose;342
CRAVINHOS;1° Dose;9
CRISTAIS PAULISTA;1° Dose;87
CRUZEIRO;1° Dose;424
CUBATAO;1° Dose;236
CUNHA;1° Dose;102
DESCALVADO;1° Dose;356
DIADEMA;1° Dose;924
DIRCE REIS;1° Dose;26
DIVINOLANDIA;1° Dose;230
DOBRADA;1° Dose;50
DOIS CORREGOS;1° Dose;116
DOLCINOPOLIS;1° Dose;26
DOURADO;1° Dose;76
DRACENA;1° Dose;523
DUARTINA;1° Dose;29
DUMONT;1° Dose;38
ELDORADO;1° Dose;5
ELIAS FAUSTO;1° Dose;99
ELISIARIO;1° Dose;28
EMBAUBA;1° Dose;24
EMBU DAS ARTES;1° Dose;421
EMBU-GUACU;1° Dose;174
EMILIANOPOLIS;1° Dose;3
ENGENHEIRO COELHO;1° Dose;107
ESPIRITO SANTO DO PINHAL;1° Dose;482
ESTIVA GERBI;1° Dose;2
ESTRELA DO NORTE;1° Dose;1
ESTRELA D'OESTE;1° Dose;116
EUCLIDES DA CUNHA PAULISTA;1° Dose;28
FARTURA;1° Dose;125
FERNANDO PRESTES;1° Dose;79
FERNANDOPOLIS;1° Dose;185
FERNAO;1° Dose;30
FERRAZ DE VASCONCELOS;1° Dose;1006
FLORA RICA;1° Dose;7
FLOREAL;1° Dose;43
FLORIDA PAULISTA;1° Dose;10
FLORINIA;1° Dose;20
FRANCA;1° Dose;442
FRANCISCO MORATO;1° Dose;465
FRANCO DA ROCHA;1° Dose;478
GABRIEL MONTEIRO;1° Dose;28
GALIA;1° Dose;90
GARCA;1° Dose;380
GASTAO VIDIGAL;1° Dose;36
GAVIAO PEIXOTO;1° Dose;47
GENERAL SALGADO;1° Dose;197
GLICERIO;1° Dose;37
GUAICARA;1° Dose;65
GUAIMBE;1° Dose;78
GUAIRA;1° Dose;116
GUAPIACU;1° Dose;82
GUAPIARA;1° Dose;88
GUARA;1° Dose;253
GUARACAI;1° Dose;35
GUARACI;1° Dose;91
GUARANI D'OESTE;1° Dose;18
GUARANTA;1° Dose;59
GUARARAPES;1° Dose;82
GUARAREMA;1° Dose;239
GUARATINGUETA;1° Dose;83
GUAREI;1° Dose;71
GUARIBA;1° Dose;3
GUARUJA;1° Dose;599
GUARULHOS;1° Dose;2844
GUATAPARA;1° Dose;46
GUZOLANDIA;1° Dose;29
HERCULANDIA;1° Dose;44
HOLAMBRA;1° Dose;8
HORTOLANDIA;1° Dose;1
IACANGA;1° Dose;125
IARAS;1° Dose;51
IBATE;1° Dose;202
IBIRA;1° Dose;120
IBITINGA;1° Dose;612
IBIUNA;1° Dose;8
ICEM;1° Dose;18
IEPE;1° Dose;84
IGARACU DO TIETE;1° Dose;118
IGARAPAVA;1° Dose;119
IGARATA;1° Dose;111
IGUAPE;1° Dose;98
ILHA COMPRIDA;1° Dose;52
ILHA SOLTEIRA;1° Dose;170
ILHABELA;1° Dose;270
INDAIATUBA;1° Dose;16
INDIANA;1° Dose;54
INDIAPORA;1° Dose;36
INUBIA PAULISTA;1° Dose;45
IPAUSSU;1° Dose;11
IPERO;1° Dose;168
IPEUNA;1° Dose;14
IPIGUA;1° Dose;37
IPORANGA;1° Dose;39
IPUA;1° Dose;69
IRACEMAPOLIS;1° Dose;163
IRAPURU;1° Dose;61
ITABERA;1° Dose;32
ITAI;1° Dose;180
ITAJOBI;1° Dose;94
ITAJU;1° Dose;32
ITAOCA;1° Dose;32
ITAPECERICA DA SERRA;1° Dose;554
ITAPETININGA;1° Dose;1422
ITAPEVA;1° Dose;162
ITAPEVI;1° Dose;351
ITAPIRA;1° Dose;271
ITAPIRAPUA PAULISTA;1° Dose;20
ITAPOLIS;1° Dose;209
ITAPUI;1° Dose;102
ITAPURA;1° Dose;43
ITARARE;1° Dose;74
ITARIRI;1° Dose;65
ITATIBA;1° Dose;865
ITATINGA;1° Dose;134
ITIRAPINA;1° Dose;77
ITIRAPUA;1° Dose;58
ITOBI;1° Dose;94
ITU;1° Dose;454
ITUPEVA;1° Dose;206
JABORANDI;1° Dose;86
JABOTICABAL;1° Dose;166
JACAREI;1° Dose;18
JACI;1° Dose;99
JACUPIRANGA;1° Dose;57
JAGUARIUNA;1° Dose;3
JALES;1° Dose;151
JAMBEIRO;1° Dose;49
JANDIRA;1° Dose;191
JARDINOPOLIS;1° Dose;104
JARINU;1° Dose;14
JAU;1° Dose;69
JOANOPOLIS;1° Dose;60
JOSE BONIFACIO;1° Dose;262
JULIO MESQUITA;1° Dose;34
JUMIRIM;1° Dose;24
JUNDIAI;1° Dose;448
JUNQUEIROPOLIS;1° Dose;119
JUQUIA;1° Dose;49
JUQUITIBA;1° Dose;55
LAGOINHA;1° Dose;48
LARANJAL PAULISTA;1° Dose;171
LAVINIA;1° Dose;48
LAVRINHAS;1° Dose;31
LEME;1° Dose;1000
LENCOIS PAULISTA;1° Dose;428
LIMEIRA;1° Dose;2
LINDOIA;1° Dose;62
LINS;1° Dose;528
LORENA;1° Dose;386
LOURDES;1° Dose;32
LOUVEIRA;1° Dose;30
LUCELIA;1° Dose;101
LUCIANOPOLIS;1° Dose;30
LUIS ANTONIO;1° Dose;109
LUIZIANIA;1° Dose;36
LUPERCIO;1° Dose;23
MACATUBA;1° Dose;160
MACAUBAL;1° Dose;109
MACEDONIA;1° Dose;1
MAGDA;1° Dose;47
MAIRINQUE;1° Dose;232
MANDURI;1° Dose;71
MARABA PAULISTA;1° Dose;12
MARACAI;1° Dose;87
