Município;Dose;Total Doses Aplicadas
BORÁ;2° DOSE;142
NOVA CASTILHO;2° DOSE;187
UNIÃO PAULISTA;2° DOSE;227
TRABIJU;2° DOSE;233
URU;2° DOSE;210
PRACINHA;2° DOSE;233
PAULISTÂNIA;2° DOSE;267
BALBINOS;2° DOSE;284
FERNÃO;2° DOSE;283
DIRCE REIS;2° DOSE;277
VITÓRIA BRASIL;2° DOSE;268
SÃO JOÃO DAS DUAS PONTES;2° DOSE;336
BOREBI;2° DOSE;267
SÃO JOÃO DE IRACEMA;2° DOSE;289
BOM SUCESSO DE ITARARÉ;2° DOSE;296
SANTA SALETE;2° DOSE;320
SANTA CRUZ DA ESPERANÇA;2° DOSE;298
ASPÁSIA;2° DOSE;314
BENTO DE ABREU;2° DOSE;350
GUARANI D'OESTE;2° DOSE;330
SAGRES;2° DOSE;353
JUMIRIM;2° DOSE;310
NANTES;2° DOSE;327
ARAPEÍ;2° DOSE;354
MARINÓPOLIS;2° DOSE;365
EMBAÚBA;2° DOSE;338
RUBIÁCEA;2° DOSE;388
MESÓPOLIS;2° DOSE;362
SANTANA DA PONTE PENSA;2° DOSE;359
QUEIROZ;2° DOSE;321
TURIÚBA;2° DOSE;364
LUCIANÓPOLIS;2° DOSE;393
CRUZÁLIA;2° DOSE;370
SANTA CLARA D'OESTE;2° DOSE;360
NOVA CANAÃ PAULISTA;2° DOSE;346
DOLCINÓPOLIS;2° DOSE;355
BREJO ALEGRE;2° DOSE;395
TORRE DE PEDRA;2° DOSE;378
LOURDES;2° DOSE;426
ALVINLÂNDIA;2° DOSE;355
NOVA GUATAPORANGA;2° DOSE;377
ÓLEO;2° DOSE;341
JERIQUARA;2° DOSE;359
FLORA RICA;2° DOSE;453
PONTES GESTAL;2° DOSE;318
CÁSSIA DOS COQUEIROS;2° DOSE;390
ZACARIAS;2° DOSE;354
SANTA MERCEDES;2° DOSE;404
TAQUARAL;2° DOSE;368
NOVA INDEPENDÊNCIA;2° DOSE;367
ESTRELA DO NORTE;2° DOSE;325
SÃO JOÃO DO PAU D'ALHO;2° DOSE;428
NOVAIS;2° DOSE;436
ARCO-ÍRIS;2° DOSE;489
MOMBUCA;2° DOSE;456
