Município;Dose;Total Doses Aplicadas
ADAMANTINA;1° DOSE;8240
ADAMANTINA;2° DOSE;4778
ADOLFO;1° DOSE;890
ADOLFO;2° DOSE;538
AGUAÍ;1° DOSE;4860
AGUAÍ;2° DOSE;2950
ÁGUAS DA PRATA;1° DOSE;1895
ÁGUAS DA PRATA;2° DOSE;949
ÁGUAS DE LINDÓIA;1° DOSE;3547
ÁGUAS DE LINDÓIA;2° DOSE;2062
ÁGUAS DE SANTA BÁRBARA;1° DOSE;1036
ÁGUAS DE SANTA BÁRBARA;2° DOSE;664
ÁGUAS DE SÃO PEDRO;1° DOSE;1162
ÁGUAS DE SÃO PEDRO;2° DOSE;663
AGUDOS;1° DOSE;6920
AGUDOS;2° DOSE;3953
ALAMBARI;1° DOSE;900
ALAMBARI;2° DOSE;419
ALFREDO MARCONDES;1° DOSE;1162
ALFREDO MARCONDES;2° DOSE;650
ALTAIR;1° DOSE;587
ALTAIR;2° DOSE;391
ALTINÓPOLIS;1° DOSE;3201
ALTINÓPOLIS;2° DOSE;2044
ALTO ALEGRE;1° DOSE;1002
ALTO ALEGRE;2° DOSE;616
ALUMÍNIO;1° DOSE;2134
ALUMÍNIO;2° DOSE;1169
ÁLVARES FLORENCE;1° DOSE;954
ÁLVARES FLORENCE;2° DOSE;503
ÁLVARES MACHADO;1° DOSE;4258
ÁLVARES MACHADO;2° DOSE;2477
ÁLVARO DE CARVALHO;1° DOSE;599
ÁLVARO DE CARVALHO;2° DOSE;373
ALVINLÂNDIA;1° DOSE;575
ALVINLÂNDIA;2° DOSE;305
AMERICANA;1° DOSE;40358
AMERICANA;2° DOSE;22589
AMÉRICO BRASILIENSE;1° DOSE;5252
AMÉRICO BRASILIENSE;2° DOSE;3205
AMÉRICO DE CAMPOS;1° DOSE;1273
AMÉRICO DE CAMPOS;2° DOSE;689
AMPARO;1° DOSE;13079
AMPARO;2° DOSE;8012
ANALÂNDIA;1° DOSE;811
ANALÂNDIA;2° DOSE;496
ANDRADINA;1° DOSE;11315
ANDRADINA;2° DOSE;6884
ANGATUBA;1° DOSE;3899
ANGATUBA;2° DOSE;1926
ANHEMBI;1° DOSE;1000
ANHEMBI;2° DOSE;458
ANHUMAS;1° DOSE;776
ANHUMAS;2° DOSE;470
APARECIDA;1° DOSE;5794
APARECIDA;2° DOSE;3272
APARECIDA D'OESTE;1° DOSE;1137
APARECIDA D'OESTE;2° DOSE;711
APIAÍ;1° DOSE;3776
APIAÍ;2° DOSE;2192
ARAÇARIGUAMA;1° DOSE;1988
ARAÇARIGUAMA;2° DOSE;1355
ARAÇATUBA;1° DOSE;38559
ARAÇATUBA;2° DOSE;23762
ARAÇOIABA DA SERRA;1° DOSE;4536
ARAÇOIABA DA SERRA;2° DOSE;2629
ARAMINA;1° DOSE;981
ARAMINA;2° DOSE;556
ARANDU;1° DOSE;1092
ARANDU;2° DOSE;586
ARAPEÍ;1° DOSE;478
ARAPEÍ;2° DOSE;299
ARARAQUARA;1° DOSE;46511
ARARAQUARA;2° DOSE;27576
ARARAS;1° DOSE;23665
ARARAS;2° DOSE;13692
ARCO-ÍRIS;1° DOSE;554
ARCO-ÍRIS;2° DOSE;420
