Ds Municipio Maiusc;Dose;Contagem de Id Vacinacao
ADAMANTINA;1° Dose;3305
ADAMANTINA;2° Dose;1329
ADOLFO;1° Dose;262
ADOLFO;2° Dose;132
AGUAÍ;1° Dose;1473
AGUAÍ;2° Dose;413
ÁGUAS DA PRATA;1° Dose;539
ÁGUAS DA PRATA;2° Dose;197
ÁGUAS DE LINDÓIA;1° Dose;684
ÁGUAS DE LINDÓIA;2° Dose;239
ÁGUAS DE SANTA BÁRBARA;1° Dose;404
ÁGUAS DE SANTA BÁRBARA;2° Dose;115
ÁGUAS DE SÃO PEDRO;1° Dose;427
ÁGUAS DE SÃO PEDRO;2° Dose;109
AGUDOS;1° Dose;2896
AGUDOS;2° Dose;1064
ALAMBARI;1° Dose;250
ALAMBARI;2° Dose;67
ALFREDO MARCONDES;1° Dose;354
ALFREDO MARCONDES;2° Dose;137
ALTAIR;1° Dose;269
ALTAIR;2° Dose;101
ALTINÓPOLIS;1° Dose;933
ALTINÓPOLIS;2° Dose;368
ALTO ALEGRE;1° Dose;325
ALTO ALEGRE;2° Dose;67
ALUMÍNIO;1° Dose;599
ALUMÍNIO;2° Dose;187
ÁLVARES FLORENCE;1° Dose;332
ÁLVARES FLORENCE;2° Dose;95
ÁLVARES MACHADO;1° Dose;1381
ÁLVARES MACHADO;2° Dose;310
ÁLVARO DE CARVALHO;1° Dose;178
ÁLVARO DE CARVALHO;2° Dose;55
ALVINLÂNDIA;1° Dose;161
ALVINLÂNDIA;2° Dose;82
AMERICANA;1° Dose;12119
AMERICANA;2° Dose;3708
AMÉRICO BRASILIENSE;1° Dose;2098
AMÉRICO BRASILIENSE;2° Dose;748
AMÉRICO DE CAMPOS;1° Dose;380
AMÉRICO DE CAMPOS;2° Dose;125
AMPARO;1° Dose;4276
AMPARO;2° Dose;1404
ANALÂNDIA;1° Dose;267
ANALÂNDIA;2° Dose;96
ANDRADINA;1° Dose;3654
ANDRADINA;2° Dose;460
ANGATUBA;1° Dose;998
ANGATUBA;2° Dose;194
ANHEMBI;1° Dose;242
ANHEMBI;2° Dose;46
ANHUMAS;1° Dose;287
ANHUMAS;2° Dose;99
APARECIDA;1° Dose;1651
APARECIDA;2° Dose;548
APARECIDA D'OESTE;1° Dose;347
APARECIDA D'OESTE;2° Dose;172
APIAÍ;1° Dose;980
APIAÍ;2° Dose;328
ARAÇARIGUAMA;1° Dose;644
ARAÇARIGUAMA;2° Dose;193
ARAÇATUBA;1° Dose;14626
ARAÇATUBA;2° Dose;5973
ARAÇOIABA DA SERRA;1° Dose;1260
ARAÇOIABA DA SERRA;2° Dose;315
ARAMINA;1° Dose;235
ARAMINA;2° Dose;90
ARANDU;1° Dose;349
ARANDU;2° Dose;67
ARAPEÍ;1° Dose;134
ARAPEÍ;2° Dose;52
ARARAQUARA;1° Dose;17282
ARARAQUARA;2° Dose;6120
ARARAS;1° Dose;8396
ARARAS;2° Dose;3202
ARCO-ÍRIS;1° Dose;299
ARCO-ÍRIS;2° Dose;203
AREALVA;1° Dose;568
AREALVA;2° Dose;104
AREIAS;1° Dose;166
AREIAS;2° Dose;51
AREIÓPOLIS;1° Dose;301
AREIÓPOLIS;2° Dose;97
ARIRANHA;1° Dose;614
ARIRANHA;2° Dose;293
ARTUR NOGUEIRA;1° Dose;2327
ARTUR NOGUEIRA;2° Dose;829
ARUJÁ;1° Dose;2777
ARUJÁ;2° Dose;1049
ASPÁSIA;1° Dose;126
ASPÁSIA;2° Dose;51
ASSIS;1° Dose;7745
ASSIS;2° Dose;3502
ATIBAIA;1° Dose;9759
ATIBAIA;2° Dose;3827
AURIFLAMA;1° Dose;933
AURIFLAMA;2° Dose;264
AVAÍ;1° Dose;642
AVAÍ;2° Dose;465
AVANHANDAVA;1° Dose;468
AVANHANDAVA;2° Dose;180
AVARÉ;1° Dose;6165
AVARÉ;2° Dose;2448
BADY BASSITT;1° Dose;1051
BADY BASSITT;2° Dose;403
BALBINOS;1° Dose;167
BALBINOS;2° Dose;53
BÁLSAMO;1° Dose;649
BÁLSAMO;2° Dose;233
BANANAL;1° Dose;724
BANANAL;2° Dose;264
BARÃO DE ANTONINA;1° Dose;244
BARÃO DE ANTONINA;2° Dose;123
BARBOSA;1° Dose;353
BARBOSA;2° Dose;181
BARIRI;1° Dose;2409
BARIRI;2° Dose;744
BARRA BONITA;1° Dose;2496
BARRA BONITA;2° Dose;897
BARRA DO CHAPÉU;1° Dose;206
BARRA DO CHAPÉU;2° Dose;44
BARRA DO TURVO;1° Dose;610
BARRA DO TURVO;2° Dose;320
BARRETOS;1° Dose;10138
BARRETOS;2° Dose;4871
BARRINHA;1° Dose;1149
BARRINHA;2° Dose;408
BARUERI;1° Dose;13579
BARUERI;2° Dose;5715
BASTOS;1° Dose;1092
BASTOS;2° Dose;412
BATATAIS;1° Dose;3069
BATATAIS;2° Dose;1054
BAURU;1° Dose;32416
BAURU;2° Dose;13869
BEBEDOURO;1° Dose;4597
BEBEDOURO;2° Dose;873
BENTO DE ABREU;1° Dose;157
BENTO DE ABREU;2° Dose;37
BERNARDINO DE CAMPOS;1° Dose;848
BERNARDINO DE CAMPOS;2° Dose;262
BERTIOGA;1° Dose;2501
BERTIOGA;2° Dose;984
BILAC;1° Dose;629
BILAC;2° Dose;197
BIRIGUI;1° Dose;5058
BIRIGUI;2° Dose;1220
BIRITIBA MIRIM;1° Dose;1103
BIRITIBA MIRIM;2° Dose;376
BOA ESPERANÇA DO SUL;1° Dose;621
BOA ESPERANÇA DO SUL;2° Dose;208
BOCAINA;1° Dose;620
BOCAINA;2° Dose;189
BOFETE;1° Dose;489
BOFETE;2° Dose;125
BOITUVA;1° Dose;1923
BOITUVA;2° Dose;679
BOM JESUS DOS PERDÕES;1° Dose;962
BOM JESUS DOS PERDÕES;2° Dose;200
BOM SUCESSO DE ITARARÉ;1° Dose;136
BOM SUCESSO DE ITARARÉ;2° Dose;59
BORÁ;1° Dose;75
BORÁ;2° Dose;37
BORACÉIA;1° Dose;274
BORACÉIA;2° Dose;66
BORBOREMA;1° Dose;1034
BORBOREMA;2° Dose;257
BOREBI;1° Dose;118
BOREBI;2° Dose;39
BOTUCATU;1° Dose;14031
BOTUCATU;2° Dose;5174
BRAGANÇA PAULISTA;1° Dose;9933
BRAGANÇA PAULISTA;2° Dose;2954
BRAÚNA;1° Dose;381
BRAÚNA;2° Dose;183
BREJO ALEGRE;1° Dose;158
BREJO ALEGRE;2° Dose;46
BRODOWSKI;1° Dose;1249
BRODOWSKI;2° Dose;369
BROTAS;1° Dose;1163
BROTAS;2° Dose;407
BURI;1° Dose;596
BURI;2° Dose;151
BURITAMA;1° Dose;896
BURITAMA;2° Dose;335
BURITIZAL;1° Dose;340
BURITIZAL;2° Dose;123
CABRÁLIA PAULISTA;1° Dose;261
CABRÁLIA PAULISTA;2° Dose;78
CABREÚVA;1° Dose;1521
CABREÚVA;2° Dose;324
CAÇAPAVA;1° Dose;3700
CAÇAPAVA;2° Dose;1473
CACHOEIRA PAULISTA;1° Dose;1909
CACHOEIRA PAULISTA;2° Dose;604
CACONDE;1° Dose;815
CACONDE;2° Dose;215
CAFELÂNDIA;1° Dose;773
CAFELÂNDIA;2° Dose;117
CAIABU;1° Dose;232
CAIABU;2° Dose;64
CAIEIRAS;1° Dose;3850
CAIEIRAS;2° Dose;1523
CAIUÁ;1° Dose;338
CAIUÁ;2° Dose;107
CAJAMAR;1° Dose;2313
CAJAMAR;2° Dose;548
CAJATI;1° Dose;1040
CAJATI;2° Dose;242
CAJOBI;1° Dose;687
CAJOBI;2° Dose;242
CAJURU;1° Dose;1612
CAJURU;2° Dose;388
CAMPINA DO MONTE ALEGRE;1° Dose;286
CAMPINA DO MONTE ALEGRE;2° Dose;60
CAMPINAS;1° Dose;80524
CAMPINAS;2° Dose;34413
CAMPO LIMPO PAULISTA;1° Dose;2325
CAMPO LIMPO PAULISTA;2° Dose;1090
CAMPOS DO JORDÃO;1° Dose;2261
CAMPOS DO JORDÃO;2° Dose;1073
CAMPOS NOVOS PAULISTA;1° Dose;241
CAMPOS NOVOS PAULISTA;2° Dose;82
CANANÉIA;1° Dose;600
CANANÉIA;2° Dose;232
CANAS;1° Dose;160
CANAS;2° Dose;51
CÂNDIDO MOTA;1° Dose;1691
CÂNDIDO MOTA;2° Dose;480
CÂNDIDO RODRIGUES;1° Dose;207
CÂNDIDO RODRIGUES;2° Dose;74
CANITAR;1° Dose;166
CANITAR;2° Dose;62
CAPÃO BONITO;1° Dose;2049
CAPÃO BONITO;2° Dose;644
CAPELA DO ALTO;1° Dose;534
CAPELA DO ALTO;2° Dose;218
CAPIVARI;1° Dose;2616
CAPIVARI;2° Dose;855
CARAGUATATUBA;1° Dose;6348
CARAGUATATUBA;2° Dose;1415
CARAPICUÍBA;1° Dose;11767
CARAPICUÍBA;2° Dose;2177
CARDOSO;1° Dose;668
CARDOSO;2° Dose;166
CASA BRANCA;1° Dose;2076
CASA BRANCA;2° Dose;841
CÁSSIA DOS COQUEIROS;1° Dose;209
CÁSSIA DOS COQUEIROS;2° Dose;44
CASTILHO;1° Dose;1111
CASTILHO;2° Dose;448
CATANDUVA;1° Dose;11505
CATANDUVA;2° Dose;5019
CATIGUÁ;1° Dose;518
CATIGUÁ;2° Dose;43
CEDRAL;1° Dose;809
CEDRAL;2° Dose;410
CERQUEIRA CÉSAR;1° Dose;1135
CERQUEIRA CÉSAR;2° Dose;383
CERQUILHO;1° Dose;1498
CERQUILHO;2° Dose;379
CESÁRIO LANGE;1° Dose;695
CESÁRIO LANGE;2° Dose;267
CHARQUEADA;1° Dose;679
CHARQUEADA;2° Dose;223
CHAVANTES;1° Dose;360
CHAVANTES;2° Dose;173
CLEMENTINA;1° Dose;329
CLEMENTINA;2° Dose;118
COLINA;1° Dose;777
COLINA;2° Dose;242
COLÔMBIA;1° Dose;363
COLÔMBIA;2° Dose;129
CONCHAL;1° Dose;1149
CONCHAL;2° Dose;352
CONCHAS;1° Dose;1039
CONCHAS;2° Dose;208
CORDEIRÓPOLIS;1° Dose;1095
CORDEIRÓPOLIS;2° Dose;150
COROADOS;1° Dose;267
COROADOS;2° Dose;80
CORONEL MACEDO;1° Dose;268
CORONEL MACEDO;2° Dose;131
CORUMBATAÍ;1° Dose;216
CORUMBATAÍ;2° Dose;76
COSMÓPOLIS;1° Dose;2218
COSMÓPOLIS;2° Dose;621
COSMORAMA;1° Dose;517
COSMORAMA;2° Dose;154
COTIA;1° Dose;7538
COTIA;2° Dose;2579
CRAVINHOS;1° Dose;1283
CRAVINHOS;2° Dose;539
CRISTAIS PAULISTA;1° Dose;387
CRISTAIS PAULISTA;2° Dose;129
CRUZÁLIA;1° Dose;152
CRUZÁLIA;2° Dose;43
CRUZEIRO;1° Dose;4007
CRUZEIRO;2° Dose;1387
CUBATÃO;1° Dose;5377
CUBATÃO;2° Dose;1309
CUNHA;1° Dose;1189
CUNHA;2° Dose;276
DESCALVADO;1° Dose;2577
DESCALVADO;2° Dose;855
DIADEMA;1° Dose;15008
DIADEMA;2° Dose;3889
DIRCE REIS;1° Dose;122
DIRCE REIS;2° Dose;35
DIVINOLÂNDIA;1° Dose;1026
DIVINOLÂNDIA;2° Dose;434
DOBRADA;1° Dose;310
DOBRADA;2° Dose;68
DOIS CÓRREGOS;1° Dose;1368
DOIS CÓRREGOS;2° Dose;551
DOLCINÓPOLIS;1° Dose;180
DOLCINÓPOLIS;2° Dose;36
DOURADO;1° Dose;527
DOURADO;2° Dose;175
DRACENA;1° Dose;4505
DRACENA;2° Dose;1817
DUARTINA;1° Dose;1034
DUARTINA;2° Dose;337
DUMONT;1° Dose;417
DUMONT;2° Dose;134
ECHAPORÃ;1° Dose;386
ECHAPORÃ;2° Dose;156
ELDORADO;1° Dose;1735
ELDORADO;2° Dose;1086
ELIAS FAUSTO;1° Dose;564
ELIAS FAUSTO;2° Dose;220
ELISIÁRIO;1° Dose;220
ELISIÁRIO;2° Dose;65
EMBAÚBA;1° Dose;148
EMBAÚBA;2° Dose;49
EMBU DAS ARTES;1° Dose;8222
EMBU DAS ARTES;2° Dose;2033
EMBU-GUAÇU;1° Dose;3251
EMBU-GUAÇU;2° Dose;734
EMILIANÓPOLIS;1° Dose;220
EMILIANÓPOLIS;2° Dose;75
ENGENHEIRO COELHO;1° Dose;667
ENGENHEIRO COELHO;2° Dose;285
ESPÍRITO SANTO DO PINHAL;1° Dose;3198
ESPÍRITO SANTO DO PINHAL;2° Dose;1243
ESPÍRITO SANTO DO TURVO;1° Dose;161
ESPÍRITO SANTO DO TURVO;2° Dose;62
ESTIVA GERBI;1° Dose;331
ESTIVA GERBI;2° Dose;57
ESTRELA DO NORTE;1° Dose;151
ESTRELA DO NORTE;2° Dose;52
ESTRELA D'OESTE;1° Dose;695
ESTRELA D'OESTE;2° Dose;255
EUCLIDES DA CUNHA PAULISTA;1° Dose;448
