Município;Dose;Total Doses Aplicadas
ADAMANTINA;1° DOSE;7404
ADAMANTINA;2° DOSE;4337
ADOLFO;1° DOSE;734
ADOLFO;2° DOSE;469
AGUAÍ;1° DOSE;4250
AGUAÍ;2° DOSE;2308
ÁGUAS DA PRATA;1° DOSE;1609
ÁGUAS DA PRATA;2° DOSE;781
ÁGUAS DE LINDÓIA;1° DOSE;3005
ÁGUAS DE LINDÓIA;2° DOSE;1715
ÁGUAS DE SANTA BÁRBARA;1° DOSE;962
ÁGUAS DE SANTA BÁRBARA;2° DOSE;538
ÁGUAS DE SÃO PEDRO;1° DOSE;1096
ÁGUAS DE SÃO PEDRO;2° DOSE;594
AGUDOS;1° DOSE;6164
AGUDOS;2° DOSE;3284
ALAMBARI;1° DOSE;770
ALAMBARI;2° DOSE;298
ALFREDO MARCONDES;1° DOSE;1071
ALFREDO MARCONDES;2° DOSE;611
ALTAIR;1° DOSE;499
ALTAIR;2° DOSE;341
ALTINÓPOLIS;1° DOSE;2512
ALTINÓPOLIS;2° DOSE;1700
ALTO ALEGRE;1° DOSE;894
ALTO ALEGRE;2° DOSE;514
ALUMÍNIO;1° DOSE;1786
ALUMÍNIO;2° DOSE;746
ÁLVARES FLORENCE;1° DOSE;783
ÁLVARES FLORENCE;2° DOSE;434
ÁLVARES MACHADO;1° DOSE;3685
ÁLVARES MACHADO;2° DOSE;1641
ÁLVARO DE CARVALHO;1° DOSE;487
ÁLVARO DE CARVALHO;2° DOSE;299
ALVINLÂNDIA;1° DOSE;509
ALVINLÂNDIA;2° DOSE;253
AMERICANA;1° DOSE;32945
AMERICANA;2° DOSE;18296
AMÉRICO BRASILIENSE;1° DOSE;4547
AMÉRICO BRASILIENSE;2° DOSE;2410
AMÉRICO DE CAMPOS;1° DOSE;1030
AMÉRICO DE CAMPOS;2° DOSE;452
AMPARO;1° DOSE;11307
AMPARO;2° DOSE;5882
ANALÂNDIA;1° DOSE;677
ANALÂNDIA;2° DOSE;451
ANDRADINA;1° DOSE;10605
ANDRADINA;2° DOSE;4393
ANGATUBA;1° DOSE;3276
ANGATUBA;2° DOSE;1164
ANHEMBI;1° DOSE;832
ANHEMBI;2° DOSE;304
ANHUMAS;1° DOSE;690
ANHUMAS;2° DOSE;347
APARECIDA;1° DOSE;4913
APARECIDA;2° DOSE;2871
APARECIDA D'OESTE;1° DOSE;992
APARECIDA D'OESTE;2° DOSE;643
APIAÍ;1° DOSE;3297
APIAÍ;2° DOSE;1798
ARAÇARIGUAMA;1° DOSE;1982
ARAÇARIGUAMA;2° DOSE;889
ARAÇATUBA;1° DOSE;32344
ARAÇATUBA;2° DOSE;18594
ARAÇOIABA DA SERRA;1° DOSE;3882
ARAÇOIABA DA SERRA;2° DOSE;1919
ARAMINA;1° DOSE;798
ARAMINA;2° DOSE;512
ARANDU;1° DOSE;883
ARANDU;2° DOSE;355
ARAPEÍ;1° DOSE;381
ARAPEÍ;2° DOSE;257
ARARAQUARA;1° DOSE;39445
ARARAQUARA;2° DOSE;20030
ARARAS;1° DOSE;19727
ARARAS;2° DOSE;10897
ARCO-ÍRIS;1° DOSE;517
ARCO-ÍRIS;2° DOSE;357
AREALVA;1° DOSE;1542
AREALVA;2° DOSE;650
AREIAS;1° DOSE;599
AREIAS;2° DOSE;305
AREIÓPOLIS;1° DOSE;1080
AREIÓPOLIS;2° DOSE;457
ARIRANHA;1° DOSE;1452
ARIRANHA;2° DOSE;793
ARTUR NOGUEIRA;1° DOSE;6072
ARTUR NOGUEIRA;2° DOSE;2648
ARUJÁ;1° DOSE;8817
ARUJÁ;2° DOSE;4494
ASPÁSIA;1° DOSE;368
ASPÁSIA;2° DOSE;217
ASSIS;1° DOSE;17620
ASSIS;2° DOSE;10083
ATIBAIA;1° DOSE;21254
ATIBAIA;2° DOSE;11847
AURIFLAMA;1° DOSE;2255
AURIFLAMA;2° DOSE;1058
AVAÍ;1° DOSE;1101
AVAÍ;2° DOSE;652
AVANHANDAVA;1° DOSE;1379
AVANHANDAVA;2° DOSE;608
AVARÉ;1° DOSE;13070
AVARÉ;2° DOSE;6010
BADY BASSITT;1° DOSE;2667
BADY BASSITT;2° DOSE;1511
BALBINOS;1° DOSE;332
BALBINOS;2° DOSE;107
BÁLSAMO;1° DOSE;1712
BÁLSAMO;2° DOSE;1012
BANANAL;1° DOSE;1824
BANANAL;2° DOSE;1093
BARÃO DE ANTONINA;1° DOSE;600
BARÃO DE ANTONINA;2° DOSE;296
BARBOSA;1° DOSE;949
BARBOSA;2° DOSE;581
BARIRI;1° DOSE;5449
BARIRI;2° DOSE;2549
BARRA BONITA;1° DOSE;6015
BARRA BONITA;2° DOSE;2844
BARRA DO CHAPÉU;1° DOSE;629
BARRA DO CHAPÉU;2° DOSE;236
BARRA DO TURVO;1° DOSE;1784
BARRA DO TURVO;2° DOSE;1016
BARRETOS;1° DOSE;21070
BARRETOS;2° DOSE;12080
BARRINHA;1° DOSE;2715
BARRINHA;2° DOSE;1603
BARUERI;1° DOSE;32131
BARUERI;2° DOSE;17510
BASTOS;1° DOSE;3111
BASTOS;2° DOSE;1691
BATATAIS;1° DOSE;8801
BATATAIS;2° DOSE;4834
BAURU;1° DOSE;64070
BAURU;2° DOSE;37404
BEBEDOURO;1° DOSE;12456
BEBEDOURO;2° DOSE;6741
BENTO DE ABREU;1° DOSE;375
BENTO DE ABREU;2° DOSE;179
BERNARDINO DE CAMPOS;1° DOSE;2173
BERNARDINO DE CAMPOS;2° DOSE;1204
BERTIOGA;1° DOSE;6747
BERTIOGA;2° DOSE;3628
BILAC;1° DOSE;1519
BILAC;2° DOSE;878
BIRIGUI;1° DOSE;15206
BIRIGUI;2° DOSE;7053
BIRITIBA MIRIM;1° DOSE;3411
BIRITIBA MIRIM;2° DOSE;2133
BOA ESPERANÇA DO SUL;1° DOSE;1784
BOA ESPERANÇA DO SUL;2° DOSE;744
BOCAINA;1° DOSE;1636
BOCAINA;2° DOSE;739
BOFETE;1° DOSE;1478
BOFETE;2° DOSE;719
BOITUVA;1° DOSE;6634
