Município;Dose;Total Doses Aplicadas
BORÁ;UNICA;10
NOVA CASTILHO;UNICA;20
URU;UNICA;26
UNIÃO PAULISTA;UNICA;36
SANTANA DA PONTE PENSA;UNICA;32
FERNÃO;UNICA;30
TRABIJU;UNICA;35
FLORA RICA;UNICA;19
VITÓRIA BRASIL;UNICA;37
SANTA SALETE;UNICA;30
DIRCE REIS;UNICA;18
SÃO JOÃO DE IRACEMA;UNICA;35
MESÓPOLIS;UNICA;36
ASPÁSIA;UNICA;15
PAULISTÂNIA;UNICA;38
TURIÚBA;UNICA;39
ARCO-ÍRIS;UNICA;30
SANTA CRUZ DA ESPERANÇA;UNICA;40
GUARANI D'OESTE;UNICA;30
MARINÓPOLIS;UNICA;40
NOVA CANAÃ PAULISTA;UNICA;25
TURMALINA;UNICA;23
MONÇÕES;UNICA;50
SAGRES;UNICA;46
SÃO JOÃO DO PAU D'ALHO;UNICA;30
CRUZÁLIA;UNICA;32
DOLCINÓPOLIS;UNICA;54
EMBAÚBA;UNICA;60
LOURDES;UNICA;47
NOVA GUATAPORANGA;UNICA;35
ARAPEÍ;UNICA;59
RIBEIRÃO DOS ÍNDIOS;UNICA;44
BREJO ALEGRE;UNICA;72
BOREBI;UNICA;50
LUCIANÓPOLIS;UNICA;44
SANTA CLARA D'OESTE;UNICA;32
ZACARIAS;UNICA;69
BENTO DE ABREU;UNICA;72
ÓLEO;UNICA;57
PONTES GESTAL;UNICA;61
SÃO JOÃO DAS DUAS PONTES;UNICA;60
CÁSSIA DOS COQUEIROS;UNICA;52
OSCAR BRESSANE;UNICA;45
PARISI;UNICA;45
TORRE DE PEDRA;UNICA;50
TAQUARAL;UNICA;59
GABRIEL MONTEIRO;UNICA;62
NANTES;UNICA;59
RUBIÁCEA;UNICA;49
LUTÉCIA;UNICA;55
PEDRANÓPOLIS;UNICA;56
TIMBURI;UNICA;39
NOVA LUZITÂNIA;UNICA;126
SANTA RITA D'OESTE;UNICA;58
ALVINLÂNDIA;UNICA;68
ESTRELA DO NORTE;UNICA;48
SANTA MERCEDES;UNICA;53
MOMBUCA;UNICA;71
JUMIRIM;UNICA;99
SANTO EXPEDITO;UNICA;60
RIBEIRA;UNICA;58
SÃO FRANCISCO;UNICA;43
ELISIÁRIO;UNICA;100
CÂNDIDO RODRIGUES;UNICA;56
QUEIROZ;UNICA;85
PIQUEROBI;UNICA;54
JERIQUARA;UNICA;71
MARAPOAMA;UNICA;71
MIRA ESTRELA;UNICA;51
PLATINA;UNICA;77
FLOREAL;UNICA;50
PEDRINHAS PAULISTA;UNICA;55
EMILIANÓPOLIS;UNICA;70
ITAJU;UNICA;97
SUZANÁPOLIS;UNICA;65
MAGDA;UNICA;65
