Municipio;Dose;Contagem de Id Vacinacao
ADAMANTINA;1° Dose;1530
ADAMANTINA;2° Dose;65
ADOLFO;1° Dose;147
ADOLFO;2° Dose;48
AGUAI;1° Dose;624
AGUAI;2° Dose;9
AGUAS DA PRATA;1° Dose;256
AGUAS DE LINDOIA;1° Dose;397
AGUAS DE LINDOIA;2° Dose;1
AGUAS DE SANTA BARBARA;1° Dose;195
AGUAS DE SAO PEDRO;1° Dose;187
AGUDOS;1° Dose;1885
AGUDOS;2° Dose;20
ALAMBARI;1° Dose;110
ALAMBARI;2° Dose;16
ALFREDO MARCONDES;1° Dose;181
ALTAIR;1° Dose;155
ALTAIR;2° Dose;52
ALTINOPOLIS;1° Dose;458
ALTINOPOLIS;2° Dose;2
ALTO ALEGRE;1° Dose;129
ALUMINIO;1° Dose;312
ALUMINIO;2° Dose;30
ALVARES FLORENCE;1° Dose;122
ALVARES MACHADO;1° Dose;613
ALVARO DE CARVALHO;1° Dose;90
ALVINLANDIA;1° Dose;117
AMERICANA;1° Dose;5064
AMERICANA;2° Dose;2
AMERICO BRASILIENSE;1° Dose;1163
AMERICO DE CAMPOS;1° Dose;202
AMERICO DE CAMPOS;2° Dose;14
AMPARO;1° Dose;2299
AMPARO;2° Dose;1
ANALANDIA;1° Dose;140
ANDRADINA;1° Dose;1642
ANGATUBA;1° Dose;500
ANHEMBI;1° Dose;138
ANHEMBI;2° Dose;9
ANHUMAS;1° Dose;162
ANHUMAS;2° Dose;1
APARECIDA;1° Dose;642
APARECIDA D'OESTE;1° Dose;240
APARECIDA D'OESTE;2° Dose;1
APIAI;1° Dose;410
ARACARIGUAMA;1° Dose;320
ARACATUBA;1° Dose;8579
ARACATUBA;2° Dose;860
ARACOIABA DA SERRA;1° Dose;722
ARACOIABA DA SERRA;2° Dose;3
ARAMINA;1° Dose;140
ARANDU;1° Dose;133
ARAPEI;1° Dose;73
ARARAQUARA;1° Dose;11167
ARARAQUARA;2° Dose;13
ARARAS;1° Dose;5210
ARCO-IRIS;1° Dose;220
AREALVA;1° Dose;243
AREIAS;1° Dose;118
AREIOPOLIS;1° Dose;164
ARIRANHA;1° Dose;373
ARIRANHA;2° Dose;15
ARTUR NOGUEIRA;1° Dose;1047
ARTUR NOGUEIRA;2° Dose;4
ARUJA;1° Dose;612
ARUJA;2° Dose;1
ASPASIA;1° Dose;73
ASSIS;1° Dose;3979
ASSIS;2° Dose;3
ATIBAIA;1° Dose;5702
ATIBAIA;2° Dose;141
AURIFLAMA;1° Dose;449
AVAI;1° Dose;362
AVAI;2° Dose;29
AVANHANDAVA;1° Dose;317
AVARE;1° Dose;3707
AVARE;2° Dose;182
BADY BASSITT;1° Dose;672
BALBINOS;1° Dose;95
BALSAMO;1° Dose;337
BANANAL;1° Dose;341
BARAO DE ANTONINA;1° Dose;165
BARAO DE ANTONINA;2° Dose;26
BARBOSA;1° Dose;261
BARBOSA;2° Dose;32
BARIRI;1° Dose;1269
BARIRI;2° Dose;17
BARRA BONITA;1° Dose;1413
BARRA DO CHAPEU;1° Dose;88
BARRA DO CHAPEU;2° Dose;12
BARRA DO TURVO;1° Dose;328
BARRETOS;1° Dose;6832
BARRETOS;2° Dose;486
BARRINHA;1° Dose;540
BARUERI;1° Dose;8832
BARUERI;2° Dose;463
BASTOS;1° Dose;516
BATATAIS;1° Dose;1191
BATATAIS;2° Dose;5
BAURU;1° Dose;15581
BAURU;2° Dose;30
BEBEDOURO;1° Dose;2786
BENTO DE ABREU;1° Dose;71
BENTO DE ABREU;2° Dose;15
BERNARDINO DE CAMPOS;1° Dose;372
BERNARDINO DE CAMPOS;2° Dose;34
BERTIOGA;1° Dose;1230
BILAC;1° Dose;235
BILAC;2° Dose;32
BIRIGUI;1° Dose;1979
BIRIGUI;2° Dose;58
BIRITIBA-MIRIM;1° Dose;452
BIRITIBA-MIRIM;2° Dose;31
BOA ESPERANCA DO SUL;1° Dose;297
BOCAINA;1° Dose;314
BOFETE;1° Dose;207
BOITUVA;1° Dose;1009
BOITUVA;2° Dose;5
BOM JESUS DOS PERDOES;1° Dose;332
BOM SUCESSO DE ITARARE;1° Dose;84
BOM SUCESSO DE ITARARE;2° Dose;19
BORA;1° Dose;60
BORACEIA;1° Dose;145
BORACEIA;2° Dose;1
BORBOREMA;1° Dose;431
BORBOREMA;2° Dose;51
BOREBI;1° Dose;62
BOREBI;2° Dose;5
BOTUCATU;1° Dose;9008
BOTUCATU;2° Dose;664
BRAGANCA PAULISTA;1° Dose;5424
BRAGANCA PAULISTA;2° Dose;676
BRAUNA;1° Dose;222
BRAUNA;2° Dose;26
BREJO ALEGRE;1° Dose;111
BRODOWSKI;1° Dose;796
BRODOWSKI;2° Dose;1
BROTAS;1° Dose;584
BURI;1° Dose;254
BURI;2° Dose;20
BURITAMA;1° Dose;584
BURITIZAL;1° Dose;171
CABRALIA PAULISTA;1° Dose;119
CABRALIA PAULISTA;2° Dose;30
CABREUVA;1° Dose;22
CACAPAVA;1° Dose;1835
CACAPAVA;2° Dose;113
CACHOEIRA PAULISTA;1° Dose;893
CACONDE;1° Dose;368
CAFELANDIA;1° Dose;107
CAIABU;1° Dose;91
CAIEIRAS;1° Dose;2257
CAIEIRAS;2° Dose;20
CAIUA;1° Dose;137
CAJAMAR;1° Dose;897
CAJAMAR;2° Dose;2
CAJATI;1° Dose;380
CAJOBI;1° Dose;360
CAJOBI;2° Dose;13
CAJURU;1° Dose;610
CAJURU;2° Dose;39
CAMPINA DO MONTE ALEGRE;1° Dose;132
CAMPINA DO MONTE ALEGRE;2° Dose;28
CAMPINAS;1° Dose;47900
CAMPINAS;2° Dose;2133
CAMPO LIMPO PAULISTA;1° Dose;1683
CAMPO LIMPO PAULISTA;2° Dose;43
CAMPOS DO JORDAO;1° Dose;1502
CAMPOS NOVOS PAULISTA;1° Dose;123
CANANEIA;1° Dose;359
CANAS;1° Dose;57
CANDIDO MOTA;1° Dose;660
CANDIDO MOTA;2° Dose;2
CANDIDO RODRIGUES;1° Dose;103
CANDIDO RODRIGUES;2° Dose;5
CANITAR;1° Dose;108
CANITAR;2° Dose;4
CAPAO BONITO;1° Dose;1034
CAPAO BONITO;2° Dose;135
CAPELA DO ALTO;1° Dose;265
CAPELA DO ALTO;2° Dose;1
CAPIVARI;1° Dose;336
CARAGUATATUBA;1° Dose;2903
CARAPICUIBA;1° Dose;3501
CARAPICUIBA;2° Dose;6
CARDOSO;1° Dose;273
CASA BRANCA;1° Dose;924
CASA BRANCA;2° Dose;1
CASSIA DOS COQUEIROS;1° Dose;75
CASSIA DOS COQUEIROS;2° Dose;10
CASTILHO;1° Dose;738
CASTILHO;2° Dose;4
CATANDUVA;1° Dose;7520
CATANDUVA;2° Dose;749
CATIGUA;1° Dose;189
CATIGUA;2° Dose;15
CEDRAL;1° Dose;548
CEDRAL;2° Dose;26
CERQUEIRA CESAR;1° Dose;537
CERQUILHO;1° Dose;837
CERQUILHO;2° Dose;1
CESARIO LANGE;1° Dose;402
CESARIO LANGE;2° Dose;4
CHARQUEADA;1° Dose;262
CHAVANTES;1° Dose;169
CLEMENTINA;1° Dose;165
COLINA;1° Dose;265
COLOMBIA;1° Dose;192
CONCHAL;1° Dose;410
CONCHAS;1° Dose;391
CONCHAS;2° Dose;2
CORDEIROPOLIS;1° Dose;495
COROADOS;1° Dose;125
COROADOS;2° Dose;14
CORONEL MACEDO;1° Dose;169
CORONEL MACEDO;2° Dose;45
CORUMBATAI;1° Dose;88
COSMOPOLIS;1° Dose;1091
COSMORAMA;1° Dose;246
COSMORAMA;2° Dose;5
COTIA;1° Dose;4481
COTIA;2° Dose;97
CRAVINHOS;1° Dose;141
CRISTAIS PAULISTA;1° Dose;286
CRUZALIA;1° Dose;69
CRUZEIRO;1° Dose;1513
CUBATAO;1° Dose;2517
CUBATAO;2° Dose;1
CUNHA;1° Dose;317
CUNHA;2° Dose;1
DESCALVADO;1° Dose;1257
DESCALVADO;2° Dose;28
DIADEMA;1° Dose;7256
DIADEMA;2° Dose;580
DIRCE REIS;1° Dose;63
DIRCE REIS;2° Dose;20
DIVINOLANDIA;1° Dose;628
DIVINOLANDIA;2° Dose;180
DOBRADA;1° Dose;166
DOIS CORREGOS;1° Dose;706
DOLCINOPOLIS;1° Dose;68
DOLCINOPOLIS;2° Dose;11
DOURADO;1° Dose;285
DOURADO;2° Dose;2
DRACENA;1° Dose;2409
DRACENA;2° Dose;1
DUARTINA;1° Dose;320
DUMONT;1° Dose;176
DUMONT;2° Dose;30
ECHAPORA;1° Dose;132
ELDORADO;1° Dose;1284
ELDORADO;2° Dose;2
ELIAS FAUSTO;1° Dose;313
ELIAS FAUSTO;2° Dose;3
ELISIARIO;1° Dose;110
ELISIARIO;2° Dose;10
EMBAUBA;1° Dose;86
EMBAUBA;2° Dose;5
EMBU DAS ARTES;1° Dose;2812
EMBU DAS ARTES;2° Dose;1
EMBU-GUACU;1° Dose;1057
EMBU-GUACU;2° Dose;149
EMILIANOPOLIS;1° Dose;121
ENGENHEIRO COELHO;1° Dose;419
ENGENHEIRO COELHO;2° Dose;3
ESPIRITO SANTO DO PINHAL;1° Dose;1812
ESPIRITO SANTO DO PINHAL;2° Dose;1
ESPIRITO SANTO DO TURVO;1° Dose;83
ESTIVA GERBI;1° Dose;137
ESTIVA GERBI;2° Dose;3
ESTRELA DO NORTE;1° Dose;96
ESTRELA D'OESTE;1° Dose;359
ESTRELA D'OESTE;2° Dose;43
EUCLIDES DA CUNHA PAULISTA;1° Dose;265
FARTURA;1° Dose;528
FARTURA;2° Dose;2
FERNANDO PRESTES;1° Dose;213
FERNANDO PRESTES;2° Dose;20
FERNANDOPOLIS;1° Dose;2912
FERNANDOPOLIS;2° Dose;235
FERNAO;1° Dose;84
FERRAZ DE VASCONCELOS;1° Dose;4022
FLORA RICA;1° Dose;93
FLOREAL;1° Dose;142
FLOREAL;2° Dose;28
FLORIDA PAULISTA;1° Dose;396
FLORINIA;1° Dose;143
FLORINIA;2° Dose;26
FRANCA;1° Dose;7717
FRANCA;2° Dose;364
FRANCISCO MORATO;1° Dose;1756
FRANCO DA ROCHA;1° Dose;3634
FRANCO DA ROCHA;2° Dose;32
GABRIEL MONTEIRO;1° Dose;58
GABRIEL MONTEIRO;2° Dose;1
GALIA;1° Dose;285
GARCA;1° Dose;1333
GARCA;2° Dose;15
GASTAO VIDIGAL;1° Dose;126
GASTAO VIDIGAL;2° Dose;3
GAVIAO PEIXOTO;1° Dose;145
GAVIAO PEIXOTO;2° Dose;17
GENERAL SALGADO;1° Dose;591
GENERAL SALGADO;2° Dose;50
GETULINA;1° Dose;248
GETULINA;2° Dose;3
GLICERIO;1° Dose;107
GUAICARA;1° Dose;201
GUAIMBE;1° Dose;218
GUAIMBE;2° Dose;26
GUAIRA;1° Dose;1135
GUAIRA;2° Dose;83
