Município;Dose;Total Doses Aplicadas
NOVA CASTILHO;UNICA;10
TRABIJU;UNICA;10
URU;UNICA;11
FERNÃO;UNICA;9
PAULISTÂNIA;UNICA;11
VITÓRIA BRASIL;UNICA;10
SÃO JOÃO DE IRACEMA;UNICA;10
SANTA SALETE;UNICA;28
SANTANA DA PONTE PENSA;UNICA;11
SANTA CRUZ DA ESPERANÇA;UNICA;10
DIRCE REIS;UNICA;6
BOREBI;UNICA;20
TURIÚBA;UNICA;11
ASPÁSIA;UNICA;10
MESÓPOLIS;UNICA;14
EMBAÚBA;UNICA;20
MARINÓPOLIS;UNICA;37
CRUZÁLIA;UNICA;14
GUARANI D'OESTE;UNICA;10
SAGRES;UNICA;11
ZACARIAS;UNICA;20
LUCIANÓPOLIS;UNICA;10
SANTA CLARA D'OESTE;UNICA;11
BENTO DE ABREU;UNICA;21
SÃO JOÃO DAS DUAS PONTES;UNICA;24
NOVA GUATAPORANGA;UNICA;2
ARCO-ÍRIS;UNICA;5
MONÇÕES;UNICA;20
NOVA CANAÃ PAULISTA;UNICA;10
NANTES;UNICA;5
JUMIRIM;UNICA;23
TURMALINA;UNICA;17
DOLCINÓPOLIS;UNICA;54
SÃO JOÃO DO PAU D'ALHO;UNICA;10
BOM SUCESSO DE ITARARÉ;UNICA;33
PARISI;UNICA;35
TORRE DE PEDRA;UNICA;20
PONTES GESTAL;UNICA;20
TAQUARAL;UNICA;21
LOURDES;UNICA;25
QUEIROZ;UNICA;30
ESTRELA DO NORTE;UNICA;12
RIBEIRÃO DOS ÍNDIOS;UNICA;10
BREJO ALEGRE;UNICA;21
LUTÉCIA;UNICA;22
RUBIÁCEA;UNICA;20
ALVINLÂNDIA;UNICA;24
CÁSSIA DOS COQUEIROS;UNICA;22
PRACINHA;UNICA;10
ÓLEO;UNICA;22
ITAJU;UNICA;13
SANTA MERCEDES;UNICA;19
JERIQUARA;UNICA;48
TIMBURI;UNICA;11
GABRIEL MONTEIRO;UNICA;46
MOMBUCA;UNICA;15
PLATINA;UNICA;30
PEDRANÓPOLIS;UNICA;20
ELISIÁRIO;UNICA;30
SANTO EXPEDITO;UNICA;19
SANTA RITA D'OESTE;UNICA;6
ITAPIRAPUÃ PAULISTA;UNICA;30
NOVA LUZITÂNIA;UNICA;33
OSCAR BRESSANE;UNICA;20
MARAPOAMA;UNICA;20
CÂNDIDO RODRIGUES;UNICA;21
ALTAIR;UNICA;30
SANDOVALINA;UNICA;20
EMILIANÓPOLIS;UNICA;22
QUADRA;UNICA;30
CANAS;UNICA;30
PEDRINHAS PAULISTA;UNICA;23
SÃO FRANCISCO;UNICA;26
MIRA ESTRELA;UNICA;24
CORUMBATAÍ;UNICA;11
SARUTAIÁ;UNICA;20
SUZANÁPOLIS;UNICA;20
AREIAS;UNICA;35
SEBASTIANÓPOLIS DO SUL;UNICA;23
MARIÁPOLIS;UNICA;35
MAGDA;UNICA;20
RUBINÉIA;UNICA;20
ESPÍRITO SANTO DO TURVO;UNICA;12
FLOREAL;UNICA;10
PONTALINDA;UNICA;5
NOVA INDEPENDÊNCIA;UNICA;32
JOÃO RAMALHO;UNICA;48
TEJUPÁ;UNICA;17
NOVAIS;UNICA;29
GASTÃO VIDIGAL;UNICA;16
FLORÍNEA;UNICA;12
BARÃO DE ANTONINA;UNICA;20
RIFAINA;UNICA;31
PRATÂNIA;UNICA;39
SANTÓPOLIS DO AGUAPEÍ;UNICA;37
PONGAÍ;UNICA;33
CABRÁLIA PAULISTA;UNICA;30
REDENÇÃO DA SERRA;UNICA;29
RIBEIRÃO CORRENTE;UNICA;45
MOTUCA;UNICA;16
ANHUMAS;UNICA;18
INÚBIA PAULISTA;UNICA;30
CANITAR;UNICA;34
TAQUARIVAÍ;UNICA;42
GAVIÃO PEIXOTO;UNICA;45
PIQUEROBI;UNICA;26
PARANAPUÃ;UNICA;32
NIPOÃ;UNICA;44
ONDA VERDE;UNICA;35
CAIABU;UNICA;31
MACEDÔNIA;UNICA;31
MERIDIANO;UNICA;34
PLANALTO;UNICA;41
NARANDIBA;UNICA;46
UBIRAJARA;UNICA;29
PRESIDENTE ALVES;UNICA;21
MONTEIRO LOBATO;UNICA;32
ITAPURA;UNICA;22
BORACÉIA;UNICA;30
ANALÂNDIA;UNICA;17
BALBINOS;UNICA;11
OCAUÇU;UNICA;33
UBARANA;UNICA;52
GUZOLÂNDIA;UNICA;39
CAMPOS NOVOS PAULISTA;UNICA;35
MONTE CASTELO;UNICA;32
SANTA ERNESTINA;UNICA;45
ÁLVARES FLORENCE;UNICA;33
ALTO ALEGRE;UNICA;30
ÁLVARO DE CARVALHO;UNICA;29
MARABÁ PAULISTA;UNICA;20
ÁGUAS DE SÃO PEDRO;UNICA;22
INDIAPORÃ;UNICA;31
SALMOURÃO;UNICA;29
MURUTINGA DO SUL;UNICA;29
GUAIMBÊ;UNICA;39
CORONEL MACEDO;UNICA;37
MIRASSOLÂNDIA;UNICA;40
ADOLFO;UNICA;34
RIBEIRÃO DO SUL;UNICA;30
POPULINA;UNICA;34
ALAMBARI;UNICA;47
ARAMINA;UNICA;40
IPEÚNA;UNICA;64
BRAÚNA;UNICA;40
INDIANA;UNICA;39
APARECIDA D'OESTE;UNICA;36
IPIGUÁ;UNICA;80
ALFREDO MARCONDES;UNICA;23
SANTA CRUZ DA CONCEIÇÃO;UNICA;35
CAMPINA DO MONTE ALEGRE;UNICA;40
COROADOS;UNICA;52
ORINDIÚVA;UNICA;60
PIACATU;UNICA;39
ITIRAPUÃ;UNICA;56
RESTINGA;UNICA;25
GUARANTÃ;UNICA;52
ANHEMBI;UNICA;45
RIVERSUL;UNICA;40
TACIBA;UNICA;55
LAGOINHA;UNICA;30
SABINO;UNICA;40
SILVEIRAS;UNICA;47
TAIAÇU;UNICA;50
PARDINHO;UNICA;41
PARAÍSO;UNICA;50
ÁGUAS DE SANTA BÁRBARA;UNICA;42
COLÔMBIA;UNICA;54
VISTA ALEGRE DO ALTO;UNICA;71
TARABAI;UNICA;66
AMÉRICO DE CAMPOS;UNICA;25
SANTO ANTÔNIO DO JARDIM;UNICA;43
ARANDU;UNICA;56
PEDRA BELA;UNICA;55
ORIENTE;UNICA;33
JABORANDI;UNICA;50
QUINTANA;UNICA;63
FERNANDO PRESTES;UNICA;40
TAIÚVA;UNICA;52
BARBOSA;UNICA;55
TUIUTI;UNICA;68
IARAS;UNICA;40
IACRI;UNICA;53
MENDONÇA;UNICA;36
PAULICÉIA;UNICA;69
SANTA LÚCIA;UNICA;69
DOBRADA;UNICA;79
CLEMENTINA;UNICA;62
ECHAPORÃ;UNICA;38
SÃO JOSÉ DA BELA VISTA;UNICA;61
TRÊS FRONTEIRAS;UNICA;42
POLONI;UNICA;66
IBIRAREMA;UNICA;40
SALES;UNICA;44
NOVA ALIANÇA;UNICA;51
IRAPUÃ;UNICA;60
NOVA CAMPINA;UNICA;72
RIBEIRÃO GRANDE;UNICA;59
ITOBI;UNICA;5
JACI;UNICA;53
SANTA ALBERTINA;UNICA;37
LINDÓIA;UNICA;65
SÃO PEDRO DO TURVO;UNICA;52
NATIVIDADE DA SERRA;UNICA;27
CATIGUÁ;UNICA;35
PEREIRAS;UNICA;60
SANTO ANTÔNIO DA ALEGRIA;UNICA;50
SANTO ANTÔNIO DO ARACANGUÁ;UNICA;72
EUCLIDES DA CUNHA PAULISTA;UNICA;54
CRISTAIS PAULISTA;UNICA;70
GÁLIA;UNICA;32
PALMARES PAULISTA;UNICA;111
TAPIRAÍ;UNICA;61
SALTINHO;UNICA;75
AREIÓPOLIS;UNICA;100
MACAUBAL;UNICA;71
SUD MENNUCCI;UNICA;72
SARAPUÍ;UNICA;11
RAFARD;UNICA;73
DUMONT;UNICA;81
IRAPURU;UNICA;41
TERRA ROXA;UNICA;49
OURO VERDE;UNICA;52
IEPÊ;UNICA;57
MONTE ALEGRE DO SUL;UNICA;64
GUARACI;UNICA;65
ARIRANHA;UNICA;78
COSMORAMA;UNICA;57
BILAC;UNICA;52
RIOLÂNDIA;UNICA;87
HERCULÂNDIA;UNICA;68
SALTO GRANDE;UNICA;60
IGARATÁ;UNICA;8
NOVA EUROPA;UNICA;92
LAVÍNIA;UNICA;40
ÁGUAS DA PRATA;UNICA;67
GUARAÇAÍ;UNICA;78
ESTIVA GERBI;UNICA;81
VARGEM;UNICA;93
MANDURI;UNICA;81
AREALVA;UNICA;42
RINCÃO;UNICA;90
QUELUZ;UNICA;5
DOURADO;UNICA;73
BÁLSAMO;UNICA;70
ESTRELA D'OESTE;UNICA;127
GUAIÇARA;UNICA;109
CAJOBI;UNICA;75
LUÍS ANTÔNIO;UNICA;115
URÂNIA;UNICA;55
AVANHANDAVA;UNICA;70
PORANGABA;UNICA;76
