Município;Dose;Total Doses Aplicadas
BORÁ;UNICA;10
NOVA CASTILHO;UNICA;20
URU;UNICA;26
TRABIJU;UNICA;35
UNIÃO PAULISTA;UNICA;36
FERNÃO;UNICA;30
PAULISTÂNIA;UNICA;38
FLORA RICA;UNICA;19
SÃO JOÃO DE IRACEMA;UNICA;35
DIRCE REIS;UNICA;18
SANTA SALETE;UNICA;30
VITÓRIA BRASIL;UNICA;37
SANTANA DA PONTE PENSA;UNICA;32
ASPÁSIA;UNICA;15
MESÓPOLIS;UNICA;36
SANTA CRUZ DA ESPERANÇA;UNICA;40
MARINÓPOLIS;UNICA;40
BOREBI;UNICA;50
TURIÚBA;UNICA;39
ARCO-ÍRIS;UNICA;30
GUARANI D'OESTE;UNICA;30
SAGRES;UNICA;46
TURMALINA;UNICA;23
LUCIANÓPOLIS;UNICA;44
EMBAÚBA;UNICA;60
NOVA CANAÃ PAULISTA;UNICA;25
MONÇÕES;UNICA;50
ARAPEÍ;UNICA;54
CRUZÁLIA;UNICA;32
SÃO JOÃO DO PAU D'ALHO;UNICA;30
DOLCINÓPOLIS;UNICA;54
NOVA GUATAPORANGA;UNICA;35
BENTO DE ABREU;UNICA;72
ÓLEO;UNICA;57
SANTA CLARA D'OESTE;UNICA;32
SÃO JOÃO DAS DUAS PONTES;UNICA;60
BREJO ALEGRE;UNICA;72
RIBEIRÃO DOS ÍNDIOS;UNICA;44
LOURDES;UNICA;47
TORRE DE PEDRA;UNICA;50
ZACARIAS;UNICA;69
PARISI;UNICA;45
TAQUARAL;UNICA;59
NANTES;UNICA;58
PONTES GESTAL;UNICA;61
LUTÉCIA;UNICA;55
ALVINLÂNDIA;UNICA;58
PEDRANÓPOLIS;UNICA;56
CÁSSIA DOS COQUEIROS;UNICA;52
SANTA MERCEDES;UNICA;53
RUBIÁCEA;UNICA;47
OSCAR BRESSANE;UNICA;45
ESTRELA DO NORTE;UNICA;48
GABRIEL MONTEIRO;UNICA;62
MOMBUCA;UNICA;71
BOM SUCESSO DE ITARARÉ;UNICA;77
TIMBURI;UNICA;39
RIBEIRA;UNICA;58
PLATINA;UNICA;77
JERIQUARA;UNICA;71
QUEIROZ;UNICA;85
NOVA LUZITÂNIA;UNICA;126
CÂNDIDO RODRIGUES;UNICA;56
SANTA RITA D'OESTE;UNICA;58
JUMIRIM;UNICA;99
ELISIÁRIO;UNICA;100
SANTO EXPEDITO;UNICA;60
SÃO FRANCISCO;UNICA;43
MARAPOAMA;UNICA;71
ALTAIR;UNICA;115
FLORÍNEA;UNICA;26
PEDRINHAS PAULISTA;UNICA;55
ITAOCA;UNICA;34
ITAPIRAPUÃ PAULISTA;UNICA;85
PRACINHA;UNICA;10
