Município;Dose;Total Doses Aplicadas
BORÁ;UNICA;10
NOVA CASTILHO;UNICA;20
TRABIJU;UNICA;35
URU;UNICA;26
UNIÃO PAULISTA;UNICA;24
FERNÃO;UNICA;30
PAULISTÂNIA;UNICA;38
VITÓRIA BRASIL;UNICA;37
DIRCE REIS;UNICA;18
FLORA RICA;UNICA;19
SÃO JOÃO DE IRACEMA;UNICA;35
SANTA SALETE;UNICA;30
SANTANA DA PONTE PENSA;UNICA;32
SANTA CRUZ DA ESPERANÇA;UNICA;40
MESÓPOLIS;UNICA;36
ASPÁSIA;UNICA;15
BOREBI;UNICA;50
MARINÓPOLIS;UNICA;40
TURIÚBA;UNICA;39
ARCO-ÍRIS;UNICA;30
GUARANI D'OESTE;UNICA;30
TURMALINA;UNICA;23
SAGRES;UNICA;46
NOVA CANAÃ PAULISTA;UNICA;25
ARAPEÍ;UNICA;24
BENTO DE ABREU;UNICA;57
LUCIANÓPOLIS;UNICA;44
EMBAÚBA;UNICA;60
DOLCINÓPOLIS;UNICA;54
CRUZÁLIA;UNICA;32
SÃO JOÃO DO PAU D'ALHO;UNICA;30
NOVA GUATAPORANGA;UNICA;35
MONÇÕES;UNICA;50
SANTA CLARA D'OESTE;UNICA;32
RIBEIRÃO DOS ÍNDIOS;UNICA;44
TAQUARAL;UNICA;59
SÃO JOÃO DAS DUAS PONTES;UNICA;60
TORRE DE PEDRA;UNICA;50
ESTRELA DO NORTE;UNICA;48
PONTES GESTAL;UNICA;61
ZACARIAS;UNICA;69
ÓLEO;UNICA;57
NANTES;UNICA;58
LUTÉCIA;UNICA;55
BREJO ALEGRE;UNICA;72
PARISI;UNICA;45
LOURDES;UNICA;47
RUBIÁCEA;UNICA;46
CÁSSIA DOS COQUEIROS;UNICA;52
BOM SUCESSO DE ITARARÉ;UNICA;77
QUEIROZ;UNICA;85
TIMBURI;UNICA;39
GABRIEL MONTEIRO;UNICA;62
SANTA MERCEDES;UNICA;53
MOMBUCA;UNICA;71
PEDRANÓPOLIS;UNICA;56
JUMIRIM;UNICA;99
OSCAR BRESSANE;UNICA;45
JERIQUARA;UNICA;71
ALVINLÂNDIA;UNICA;58
RIBEIRA;UNICA;58
SANTA RITA D'OESTE;UNICA;58
PLATINA;UNICA;77
PEDRINHAS PAULISTA;UNICA;55
MARAPOAMA;UNICA;71
SANTO EXPEDITO;UNICA;60
CÂNDIDO RODRIGUES;UNICA;56
NOVA LUZITÂNIA;UNICA;126
ALTAIR;UNICA;115
QUADRA;UNICA;96
ELISIÁRIO;UNICA;100
FLORÍNEA;UNICA;26
ITAPIRAPUÃ PAULISTA;UNICA;85
SÃO FRANCISCO;UNICA;43
SANDOVALINA;UNICA;79
