Ds Município;Dose;Contagem de Id Vacinacao
BORÁ;2° DOSE;59
NOVA CASTILHO;2° DOSE;70
TRABIJU;2° DOSE;91
SAGRES;2° DOSE;88
BOREBI;2° DOSE;74
PRACINHA;2° DOSE;114
URU;2° DOSE;93
PAULISTÂNIA;2° DOSE;95
UNIÃO PAULISTA;2° DOSE;113
BALBINOS;2° DOSE;87
FERNÃO;2° DOSE;85
VITÓRIA BRASIL;2° DOSE;93
BOM SUCESSO DE ITARARÉ;2° DOSE;74
DIRCE REIS;2° DOSE;116
BENTO DE ABREU;2° DOSE;97
SANTANA DA PONTE PENSA;2° DOSE;86
GUARANI D'OESTE;2° DOSE;113
SÃO JOÃO DE IRACEMA;2° DOSE;112
NANTES;2° DOSE;110
ASPÁSIA;2° DOSE;125
CRUZÁLIA;2° DOSE;117
ESTRELA DO NORTE;2° DOSE;108
SANTA CLARA D'OESTE;2° DOSE;114
LUCIANÓPOLIS;2° DOSE;75
SANTA CRUZ DA ESPERANÇA;2° DOSE;117
EMBAÚBA;2° DOSE;107
MARINÓPOLIS;2° DOSE;105
SANTA SALETE;2° DOSE;119
ZACARIAS;2° DOSE;118
ARAPEÍ;2° DOSE;128
JUMIRIM;2° DOSE;130
NOVA GUATAPORANGA;2° DOSE;103
PLATINA;2° DOSE;123
MESÓPOLIS;2° DOSE;132
ITAPIRAPUÃ PAULISTA;2° DOSE;90
RUBIÁCEA;2° DOSE;149
SANDOVALINA;2° DOSE;122
TAQUARIVAÍ;2° DOSE;117
TAQUARAL;2° DOSE;150
LOURDES;2° DOSE;113
ÓLEO;2° DOSE;157
SÃO JOÃO DAS DUAS PONTES;2° DOSE;146
PONTES GESTAL;2° DOSE;114
TURIÚBA;2° DOSE;162
NOVA CANAÃ PAULISTA;2° DOSE;131
RIBEIRÃO CORRENTE;2° DOSE;113
NOVA INDEPENDÊNCIA;2° DOSE;138
QUEIROZ;2° DOSE;161
DOLCINÓPOLIS;2° DOSE;143
ESPÍRITO SANTO DO TURVO;2° DOSE;136
JERIQUARA;2° DOSE;136
MARABÁ PAULISTA;2° DOSE;113
CANITAR;2° DOSE;134
CANAS;2° DOSE;132
NOVA LUZITÂNIA;2° DOSE;131
QUADRA;2° DOSE;107
SÃO JOÃO DO PAU D'ALHO;2° DOSE;104
PRATÂNIA;2° DOSE;132
GABRIEL MONTEIRO;2° DOSE;131
ÁLVARO DE CARVALHO;2° DOSE;139
CÁSSIA DOS COQUEIROS;2° DOSE;164
JOÃO RAMALHO;2° DOSE;150
MONÇÕES;2° DOSE;143
ALVINLÂNDIA;2° DOSE;133
PARISI;2° DOSE;170
RIFAINA;2° DOSE;95
TORRE DE PEDRA;2° DOSE;148
SUZANÁPOLIS;2° DOSE;128
TURMALINA;2° DOSE;137
MOMBUCA;2° DOSE;180
SANTA MERCEDES;2° DOSE;142
PONTALINDA;2° DOSE;154
BARRA DO CHAPÉU;2° DOSE;123
BREJO ALEGRE;2° DOSE;181
PEDRINHAS PAULISTA;2° DOSE;161
FLORA RICA;2° DOSE;162
ITAJU;2° DOSE;143
JÚLIO MESQUITA;2° DOSE;105
NOVAIS;2° DOSE;132
NIPOÃ;2° DOSE;134
LUTÉCIA;2° DOSE;148
MARIÁPOLIS;2° DOSE;167
ELISIÁRIO;2° DOSE;157
TIMBURI;2° DOSE;162
PEDRANÓPOLIS;2° DOSE;184
SÃO JOSÉ DO BARREIRO;2° DOSE;127
TEJUPÁ;2° DOSE;166
MOTUCA;2° DOSE;169
FLORÍNEA;2° DOSE;178
MIRA ESTRELA;2° DOSE;167
RIBEIRA;2° DOSE;157
MARAPOAMA;2° DOSE;177
PRESIDENTE ALVES;2° DOSE;105
SANTA RITA D'OESTE;2° DOSE;151
AREIAS;2° DOSE;180
SÃO FRANCISCO;2° DOSE;177
RUBINÉIA;2° DOSE;196
BARÃO DE ANTONINA;2° DOSE;186
CORUMBATAÍ;2° DOSE;136
GAVIÃO PEIXOTO;2° DOSE;174
SEBASTIANÓPOLIS DO SUL;2° DOSE;171
ALTAIR;2° DOSE;204
PLANALTO;2° DOSE;175
CAIABU;2° DOSE;170
SANTÓPOLIS DO AGUAPEÍ;2° DOSE;196
REDENÇÃO DA SERRA;2° DOSE;180
CÂNDIDO RODRIGUES;2° DOSE;151
ARCO-ÍRIS;2° DOSE;254
OSCAR BRESSANE;2° DOSE;194
CABRÁLIA PAULISTA;2° DOSE;171
LUPÉRCIO;2° DOSE;206
LAVRINHAS;2° DOSE;180
ONDA VERDE;2° DOSE;177
RIBEIRÃO DOS ÍNDIOS;2° DOSE;227
GASTÃO VIDIGAL;2° DOSE;168
MACEDÔNIA;2° DOSE;189
