Município;Dose;Total Doses Aplicadas
NOVA CASTILHO;UNICA;10
TRABIJU;UNICA;25
URU;UNICA;11
FERNÃO;UNICA;9
PAULISTÂNIA;UNICA;11
VITÓRIA BRASIL;UNICA;10
SÃO JOÃO DE IRACEMA;UNICA;10
SANTA SALETE;UNICA;30
SANTA CRUZ DA ESPERANÇA;UNICA;10
SANTANA DA PONTE PENSA;UNICA;11
DIRCE REIS;UNICA;6
BOREBI;UNICA;20
FLORA RICA;UNICA;19
ASPÁSIA;UNICA;10
TURIÚBA;UNICA;39
MESÓPOLIS;UNICA;30
MARINÓPOLIS;UNICA;40
CRUZÁLIA;UNICA;19
EMBAÚBA;UNICA;20
GUARANI D'OESTE;UNICA;10
SAGRES;UNICA;11
SANTA CLARA D'OESTE;UNICA;11
LUCIANÓPOLIS;UNICA;10
SÃO JOÃO DAS DUAS PONTES;UNICA;24
ZACARIAS;UNICA;20
BENTO DE ABREU;UNICA;21
ARCO-ÍRIS;UNICA;5
NOVA GUATAPORANGA;UNICA;10
MONÇÕES;UNICA;20
NOVA CANAÃ PAULISTA;UNICA;10
NANTES;UNICA;5
JUMIRIM;UNICA;23
TURMALINA;UNICA;17
DOLCINÓPOLIS;UNICA;54
PONTES GESTAL;UNICA;20
PARISI;UNICA;45
SÃO JOÃO DO PAU D'ALHO;UNICA;15
TORRE DE PEDRA;UNICA;20
TAQUARAL;UNICA;21
LOURDES;UNICA;25
RIBEIRÃO DOS ÍNDIOS;UNICA;10
BOM SUCESSO DE ITARARÉ;UNICA;72
ESTRELA DO NORTE;UNICA;12
QUEIROZ;UNICA;30
LUTÉCIA;UNICA;22
BREJO ALEGRE;UNICA;31
RUBIÁCEA;UNICA;20
ALVINLÂNDIA;UNICA;24
CÁSSIA DOS COQUEIROS;UNICA;22
PRACINHA;UNICA;10
ÓLEO;UNICA;22
ITAJU;UNICA;13
SANTA MERCEDES;UNICA;19
TIMBURI;UNICA;11
JERIQUARA;UNICA;66
MOMBUCA;UNICA;15
GABRIEL MONTEIRO;UNICA;62
PEDRANÓPOLIS;UNICA;20
PLATINA;UNICA;30
ELISIÁRIO;UNICA;30
ITAPIRAPUÃ PAULISTA;UNICA;30
SANTO EXPEDITO;UNICA;19
SANTA RITA D'OESTE;UNICA;6
OSCAR BRESSANE;UNICA;20
CÂNDIDO RODRIGUES;UNICA;21
NOVA LUZITÂNIA;UNICA;33
MARAPOAMA;UNICA;20
ALTAIR;UNICA;30
SANDOVALINA;UNICA;20
EMILIANÓPOLIS;UNICA;22
QUADRA;UNICA;30
PEDRINHAS PAULISTA;UNICA;23
SÃO FRANCISCO;UNICA;26
CANAS;UNICA;30
CORUMBATAÍ;UNICA;11
SARUTAIÁ;UNICA;20
MIRA ESTRELA;UNICA;30
SUZANÁPOLIS;UNICA;20
AREIAS;UNICA;35
SEBASTIANÓPOLIS DO SUL;UNICA;23
MAGDA;UNICA;20
MARIÁPOLIS;UNICA;35
RUBINÉIA;UNICA;20
PONTALINDA;UNICA;5
JOÃO RAMALHO;UNICA;48
ESPÍRITO SANTO DO TURVO;UNICA;19
TEJUPÁ;UNICA;17
FLOREAL;UNICA;10
GASTÃO VIDIGAL;UNICA;16
NOVA INDEPENDÊNCIA;UNICA;85
NOVAIS;UNICA;39
FLORÍNEA;UNICA;25
RIFAINA;UNICA;31
BARÃO DE ANTONINA;UNICA;30
PRATÂNIA;UNICA;39
PONGAÍ;UNICA;33
CABRÁLIA PAULISTA;UNICA;40
MOTUCA;UNICA;16
ANHUMAS;UNICA;18
RIBEIRÃO CORRENTE;UNICA;45
REDENÇÃO DA SERRA;UNICA;29
CANITAR;UNICA;38
INÚBIA PAULISTA;UNICA;30
TAQUARIVAÍ;UNICA;42
SANTÓPOLIS DO AGUAPEÍ;UNICA;61
PIQUEROBI;UNICA;32
GAVIÃO PEIXOTO;UNICA;45
ONDA VERDE;UNICA;35
CAIABU;UNICA;31
NIPOÃ;UNICA;44
GLICÉRIO;UNICA;5
MACEDÔNIA;UNICA;31
PARANAPUÃ;UNICA;32
MERIDIANO;UNICA;34
NARANDIBA;UNICA;46
BURITIZAL;UNICA;31
UBIRAJARA;UNICA;29
PRESIDENTE ALVES;UNICA;21
MONTEIRO LOBATO;UNICA;32
BORACÉIA;UNICA;30
ANALÂNDIA;UNICA;17
BALBINOS;UNICA;11
ITAPURA;UNICA;22
OCAUÇU;UNICA;33
GUZOLÂNDIA;UNICA;39
PLANALTO;UNICA;131
CAMPOS NOVOS PAULISTA;UNICA;35
MONTE CASTELO;UNICA;32
SANTA ERNESTINA;UNICA;45
UBARANA;UNICA;52
ALTO ALEGRE;UNICA;30
ÁLVARES FLORENCE;UNICA;33
ÁLVARO DE CARVALHO;UNICA;29
MARABÁ PAULISTA;UNICA;20
SALMOURÃO;UNICA;29
ÁGUAS DE SÃO PEDRO;UNICA;22
MURUTINGA DO SUL;UNICA;29
MIRASSOLÂNDIA;UNICA;40
CORONEL MACEDO;UNICA;37
GUAIMBÊ;UNICA;39
ADOLFO;UNICA;34
INDIAPORÃ;UNICA;31
RIBEIRÃO DO SUL;UNICA;30
ALAMBARI;UNICA;47
ARAMINA;UNICA;40
POPULINA;UNICA;82
IPEÚNA;UNICA;64
INDIANA;UNICA;49
ALFREDO MARCONDES;UNICA;23
IPIGUÁ;UNICA;80
SANTA CRUZ DA CONCEIÇÃO;UNICA;35
APARECIDA D'OESTE;UNICA;36
CAMPINA DO MONTE ALEGRE;UNICA;40
BRAÚNA;UNICA;140
ORINDIÚVA;UNICA;60
COROADOS;UNICA;52
PIACATU;UNICA;39
ITIRAPUÃ;UNICA;56
GUARANTÃ;UNICA;52
ANHEMBI;UNICA;45
RIVERSUL;UNICA;40
LAGOINHA;UNICA;30
RESTINGA;UNICA;49
TACIBA;UNICA;55
SABINO;UNICA;40
SILVEIRAS;UNICA;63
PARDINHO;UNICA;41
PARAÍSO;UNICA;50
COLÔMBIA;UNICA;54
SANTO ANTÔNIO DO PINHAL;UNICA;18
TAIAÇU;UNICA;109
ÁGUAS DE SANTA BÁRBARA;UNICA;42
SANTO ANTÔNIO DO JARDIM;UNICA;43
TARABAI;UNICA;66
ARANDU;UNICA;56
PEDRA BELA;UNICA;55
AMÉRICO DE CAMPOS;UNICA;25
ORIENTE;UNICA;33
JABORANDI;UNICA;50
VISTA ALEGRE DO ALTO;UNICA;71
FERNANDO PRESTES;UNICA;40
QUINTANA;UNICA;99
TAIÚVA;UNICA;52
MENDONÇA;UNICA;36
IACRI;UNICA;53
TUIUTI;UNICA;68
SANTA LÚCIA;UNICA;69
PAULICÉIA;UNICA;69
ECHAPORÃ;UNICA;38
BARBOSA;UNICA;55
TRÊS FRONTEIRAS;UNICA;42
SÃO JOSÉ DA BELA VISTA;UNICA;61
DOBRADA;UNICA;79
CLEMENTINA;UNICA;62
IARAS;UNICA;60
POLONI;UNICA;105
SALES;UNICA;44
IBIRAREMA;UNICA;40
IRAPUÃ;UNICA;60
NOVA CAMPINA;UNICA;119
SANTA ALBERTINA;UNICA;37
NOVA ALIANÇA;UNICA;56
RIBEIRÃO GRANDE;UNICA;59
LINDÓIA;UNICA;65
JACI;UNICA;53
ITOBI;UNICA;16
SÃO PEDRO DO TURVO;UNICA;60
NUPORANGA;UNICA;19
PEREIRAS;UNICA;60
SANTO ANTÔNIO DA ALEGRIA;UNICA;51
NATIVIDADE DA SERRA;UNICA;42
CATIGUÁ;UNICA;35
SANTO ANTÔNIO DO ARACANGUÁ;UNICA;72
EUCLIDES DA CUNHA PAULISTA;UNICA;54
PALMARES PAULISTA;UNICA;111
CRISTAIS PAULISTA;UNICA;70
GÁLIA;UNICA;32
TAPIRAÍ;UNICA;61
SALTINHO;UNICA;75
AREIÓPOLIS;UNICA;100
SUD MENNUCCI;UNICA;72
MACAUBAL;UNICA;71
SARAPUÍ;UNICA;11
RAFARD;UNICA;73
DUMONT;UNICA;81
IRAPURU;UNICA;41
IEPÊ;UNICA;57
OURO VERDE;UNICA;52
TERRA ROXA;UNICA;49
MONTE ALEGRE DO SUL;UNICA;64
GUARACI;UNICA;65
COSMORAMA;UNICA;57
SALTO GRANDE;UNICA;60
RIOLÂNDIA;UNICA;87
HERCULÂNDIA;UNICA;68
IGARATÁ;UNICA;8
BILAC;UNICA;52
ÁGUAS DA PRATA;UNICA;67
ARIRANHA;UNICA;259
NOVA EUROPA;UNICA;92
ESTIVA GERBI;UNICA;81
LAVÍNIA;UNICA;40
GUARAÇAÍ;UNICA;78
MANDURI;UNICA;81
VARGEM;UNICA;93
RINCÃO;UNICA;90
QUELUZ;UNICA;5
DOURADO;UNICA;73
AREALVA;UNICA;42
BOFETE;UNICA;13
BÁLSAMO;UNICA;70
GUAIÇARA;UNICA;109
ESTRELA D'OESTE;UNICA;169
CAJOBI;UNICA;80
LUÍS ANTÔNIO;UNICA;115
URÂNIA;UNICA;55
AVANHANDAVA;UNICA;70
PORANGABA;UNICA;76
UCHOA;UNICA;81
BANANAL;UNICA;87
SALES OLIVEIRA;UNICA;96
TAGUAÍ;UNICA;92
BOCAINA;UNICA;99
OUROESTE;UNICA;247
SÃO SEBASTIÃO DA GRAMA;UNICA;89
PALMEIRA D'OESTE;UNICA;78
CEDRAL;UNICA;158
NEVES PAULISTA;UNICA;72
SÃO LUIZ DO PARAITINGA;UNICA;80
SÃO BENTO DO SAPUCAÍ;UNICA;77
SETE BARRAS;UNICA;83
RIBEIRÃO BONITO;UNICA;95
PIRANGI;UNICA;78
IACANGA;UNICA;117
VALENTIM GENTIL;UNICA;74
MINEIROS DO TIETÊ;UNICA;78
CHAVANTES;UNICA;118
PARAPUÃ;UNICA;88
VERA CRUZ;UNICA;4
MORUNGABA;UNICA;110
ITAPUÍ;UNICA;146
GENERAL SALGADO;UNICA;94
IBIRÁ;UNICA;88
BOA ESPERANÇA DO SUL;UNICA;128
FLÓRIDA PAULISTA;UNICA;78
CANANÉIA;UNICA;30
ILHA COMPRIDA;UNICA;63
NHANDEARA;UNICA;74
QUATÁ;UNICA;111
TAPIRATIBA;UNICA;89
BERNARDINO DE CAMPOS;UNICA;168
TABAPUÃ;UNICA;89
IPAUSSU;UNICA;128
JOANÓPOLIS;UNICA;116
GUAREÍ;UNICA;126
IPUÃ;UNICA;269
CARDOSO;UNICA;90
TARUMÃ;UNICA;140
PIRAPORA DO BOM JESUS;UNICA;137
ITARIRI;UNICA;107
SANTA BRANCA;UNICA;120
PATROCÍNIO PAULISTA;UNICA;111
HOLAMBRA;UNICA;141
SEVERÍNIA;UNICA;15
ALUMÍNIO;UNICA;164
PIQUETE;UNICA;78
DIVINOLÂNDIA;UNICA;78
RIBEIRÃO BRANCO;UNICA;332
JACUPIRANGA;UNICA;129
URUPÊS;UNICA;102
MARACAÍ;UNICA;68
PANORAMA;UNICA;120
ARAÇARIGUAMA;UNICA;161
DUARTINA;UNICA;141
