Município;Dose;Total Doses Aplicadas
BORÁ;UNICA;10
NOVA CASTILHO;UNICA;20
TRABIJU;UNICA;35
URU;UNICA;26
UNIÃO PAULISTA;UNICA;24
FERNÃO;UNICA;30
PAULISTÂNIA;UNICA;38
DIRCE REIS;UNICA;18
FLORA RICA;UNICA;19
SÃO JOÃO DE IRACEMA;UNICA;35
SANTA SALETE;UNICA;30
SANTANA DA PONTE PENSA;UNICA;32
VITÓRIA BRASIL;UNICA;37
MESÓPOLIS;UNICA;36
SANTA CRUZ DA ESPERANÇA;UNICA;40
ASPÁSIA;UNICA;15
BOREBI;UNICA;50
MARINÓPOLIS;UNICA;40
TURIÚBA;UNICA;39
ARCO-ÍRIS;UNICA;30
GUARANI D'OESTE;UNICA;30
SAGRES;UNICA;46
ARAPEÍ;UNICA;24
EMBAÚBA;UNICA;60
NOVA CANAÃ PAULISTA;UNICA;25
TURMALINA;UNICA;23
DOLCINÓPOLIS;UNICA;54
LUCIANÓPOLIS;UNICA;44
SÃO JOÃO DO PAU D'ALHO;UNICA;30
CRUZÁLIA;UNICA;32
BENTO DE ABREU;UNICA;67
SANTA CLARA D'OESTE;UNICA;32
NOVA GUATAPORANGA;UNICA;35
MONÇÕES;UNICA;50
RIBEIRÃO DOS ÍNDIOS;UNICA;44
SÃO JOÃO DAS DUAS PONTES;UNICA;60
TORRE DE PEDRA;UNICA;50
TAQUARAL;UNICA;59
ZACARIAS;UNICA;69
ÓLEO;UNICA;57
NANTES;UNICA;58
BREJO ALEGRE;UNICA;72
PONTES GESTAL;UNICA;61
PARISI;UNICA;45
LUTÉCIA;UNICA;55
RUBIÁCEA;UNICA;47
LOURDES;UNICA;47
ESTRELA DO NORTE;UNICA;48
QUEIROZ;UNICA;85
CÁSSIA DOS COQUEIROS;UNICA;52
BOM SUCESSO DE ITARARÉ;UNICA;77
TIMBURI;UNICA;39
SANTA MERCEDES;UNICA;53
JUMIRIM;UNICA;99
MOMBUCA;UNICA;71
GABRIEL MONTEIRO;UNICA;62
OSCAR BRESSANE;UNICA;45
PEDRANÓPOLIS;UNICA;56
JERIQUARA;UNICA;71
ALVINLÂNDIA;UNICA;58
RIBEIRA;UNICA;58
PLATINA;UNICA;77
MARAPOAMA;UNICA;71
SANTA RITA D'OESTE;UNICA;58
CÂNDIDO RODRIGUES;UNICA;56
SANTO EXPEDITO;UNICA;60
FLORÍNEA;UNICA;26
NOVA LUZITÂNIA;UNICA;126
PEDRINHAS PAULISTA;UNICA;55
SÃO FRANCISCO;UNICA;43
ELISIÁRIO;UNICA;100
ITAOCA;UNICA;34
QUADRA;UNICA;96
ALTAIR;UNICA;115
ITAPIRAPUÃ PAULISTA;UNICA;85
