Município;Dose;Total Doses Aplicadas
BORÁ;2° DOSE;142
NOVA CASTILHO;2° DOSE;187
UNIÃO PAULISTA;2° DOSE;226
TRABIJU;2° DOSE;233
BALBINOS;2° DOSE;220
URU;2° DOSE;210
PRACINHA;2° DOSE;233
PAULISTÂNIA;2° DOSE;267
DIRCE REIS;2° DOSE;277
FERNÃO;2° DOSE;283
VITÓRIA BRASIL;2° DOSE;268
SÃO JOÃO DAS DUAS PONTES;2° DOSE;336
BOREBI;2° DOSE;267
SÃO JOÃO DE IRACEMA;2° DOSE;289
BENTO DE ABREU;2° DOSE;312
BOM SUCESSO DE ITARARÉ;2° DOSE;295
SANTA SALETE;2° DOSE;320
SANTA CRUZ DA ESPERANÇA;2° DOSE;298
SAGRES;2° DOSE;317
ASPÁSIA;2° DOSE;314
GUARANI D'OESTE;2° DOSE;329
JUMIRIM;2° DOSE;310
MARINÓPOLIS;2° DOSE;365
NANTES;2° DOSE;327
RUBIÁCEA;2° DOSE;376
LUCIANÓPOLIS;2° DOSE;337
ARAPEÍ;2° DOSE;354
EMBAÚBA;2° DOSE;338
MESÓPOLIS;2° DOSE;362
SANTANA DA PONTE PENSA;2° DOSE;359
TURIÚBA;2° DOSE;363
QUEIROZ;2° DOSE;321
CRUZÁLIA;2° DOSE;360
FLORA RICA;2° DOSE;394
SANTA CLARA D'OESTE;2° DOSE;360
LOURDES;2° DOSE;403
NOVA CANAÃ PAULISTA;2° DOSE;346
NOVA GUATAPORANGA;2° DOSE;335
DOLCINÓPOLIS;2° DOSE;355
BREJO ALEGRE;2° DOSE;395
TORRE DE PEDRA;2° DOSE;376
CÁSSIA DOS COQUEIROS;2° DOSE;363
JERIQUARA;2° DOSE;351
ALVINLÂNDIA;2° DOSE;355
PONTES GESTAL;2° DOSE;318
ÓLEO;2° DOSE;341
ZACARIAS;2° DOSE;354
SANTA MERCEDES;2° DOSE;404
ESTRELA DO NORTE;2° DOSE;325
NOVA INDEPENDÊNCIA;2° DOSE;366
TAQUARAL;2° DOSE;368
MONÇÕES;2° DOSE;431
SÃO JOÃO DO PAU D'ALHO;2° DOSE;425
PLATINA;2° DOSE;418
NOVAIS;2° DOSE;436
