Município;Dose;Total Doses Aplicadas
BORÁ;UNICA;10
NOVA CASTILHO;UNICA;20
TRABIJU;UNICA;35
URU;UNICA;26
UNIÃO PAULISTA;UNICA;18
FERNÃO;UNICA;30
VITÓRIA BRASIL;UNICA;37
PAULISTÂNIA;UNICA;38
SÃO JOÃO DE IRACEMA;UNICA;30
SANTA SALETE;UNICA;30
SANTANA DA PONTE PENSA;UNICA;26
DIRCE REIS;UNICA;12
SANTA CRUZ DA ESPERANÇA;UNICA;40
FLORA RICA;UNICA;19
ASPÁSIA;UNICA;15
MESÓPOLIS;UNICA;36
TURIÚBA;UNICA;40
BOREBI;UNICA;50
MARINÓPOLIS;UNICA;40
SAGRES;UNICA;46
GUARANI D'OESTE;UNICA;30
CRUZÁLIA;UNICA;32
EMBAÚBA;UNICA;60
ARCO-ÍRIS;UNICA;20
BENTO DE ABREU;UNICA;52
SANTA CLARA D'OESTE;UNICA;32
NOVA CANAÃ PAULISTA;UNICA;25
MONÇÕES;UNICA;50
TURMALINA;UNICA;23
LUCIANÓPOLIS;UNICA;44
NOVA GUATAPORANGA;UNICA;35
SÃO JOÃO DAS DUAS PONTES;UNICA;58
SÃO JOÃO DO PAU D'ALHO;UNICA;25
DOLCINÓPOLIS;UNICA;54
ZACARIAS;UNICA;69
NANTES;UNICA;58
BOM SUCESSO DE ITARARÉ;UNICA;77
TAQUARAL;UNICA;54
RIBEIRÃO DOS ÍNDIOS;UNICA;44
PARISI;UNICA;46
PONTES GESTAL;UNICA;20
TORRE DE PEDRA;UNICA;50
PRACINHA;UNICA;10
BREJO ALEGRE;UNICA;71
ESTRELA DO NORTE;UNICA;48
ÓLEO;UNICA;22
QUEIROZ;UNICA;85
LOURDES;UNICA;50
LUTÉCIA;UNICA;55
RUBIÁCEA;UNICA;45
CÁSSIA DOS COQUEIROS;UNICA;47
ALVINLÂNDIA;UNICA;48
JUMIRIM;UNICA;99
SANTA MERCEDES;UNICA;53
RIBEIRA;UNICA;21
JERIQUARA;UNICA;71
PEDRANÓPOLIS;UNICA;56
TIMBURI;UNICA;39
GABRIEL MONTEIRO;UNICA;62
MOMBUCA;UNICA;71
ITAPIRAPUÃ PAULISTA;UNICA;35
OSCAR BRESSANE;UNICA;45
PLATINA;UNICA;77
SANTA RITA D'OESTE;UNICA;24
CÂNDIDO RODRIGUES;UNICA;56
SANTO EXPEDITO;UNICA;55
MARAPOAMA;UNICA;71
ELISIÁRIO;UNICA;100
ALTAIR;UNICA;115
PEDRINHAS PAULISTA;UNICA;56
NOVA LUZITÂNIA;UNICA;116
ITAJU;UNICA;89
QUADRA;UNICA;67
SANDOVALINA;UNICA;68
EMILIANÓPOLIS;UNICA;65
AREIAS;UNICA;35
