Município;Dose;Total Doses Aplicadas
BORÁ;UNICA;10
NOVA CASTILHO;UNICA;20
URU;UNICA;26
UNIÃO PAULISTA;UNICA;24
TRABIJU;UNICA;35
FERNÃO;UNICA;30
FLORA RICA;UNICA;19
DIRCE REIS;UNICA;18
PAULISTÂNIA;UNICA;38
SÃO JOÃO DE IRACEMA;UNICA;35
SANTA SALETE;UNICA;30
VITÓRIA BRASIL;UNICA;37
SANTANA DA PONTE PENSA;UNICA;32
MESÓPOLIS;UNICA;36
ASPÁSIA;UNICA;15
SANTA CRUZ DA ESPERANÇA;UNICA;40
BOREBI;UNICA;50
MARINÓPOLIS;UNICA;40
TURIÚBA;UNICA;39
ARCO-ÍRIS;UNICA;30
SAGRES;UNICA;46
GUARANI D'OESTE;UNICA;30
ARAPEÍ;UNICA;44
TURMALINA;UNICA;23
EMBAÚBA;UNICA;60
NOVA CANAÃ PAULISTA;UNICA;25
CRUZÁLIA;UNICA;32
LUCIANÓPOLIS;UNICA;44
DOLCINÓPOLIS;UNICA;54
BENTO DE ABREU;UNICA;67
SÃO JOÃO DO PAU D'ALHO;UNICA;30
NOVA GUATAPORANGA;UNICA;35
SANTA CLARA D'OESTE;UNICA;32
MONÇÕES;UNICA;50
RIBEIRÃO DOS ÍNDIOS;UNICA;44
SÃO JOÃO DAS DUAS PONTES;UNICA;60
TAQUARAL;UNICA;59
NANTES;UNICA;58
TORRE DE PEDRA;UNICA;50
PONTES GESTAL;UNICA;61
ÓLEO;UNICA;57
BREJO ALEGRE;UNICA;72
ZACARIAS;UNICA;69
PARISI;UNICA;45
LUTÉCIA;UNICA;55
LOURDES;UNICA;47
ESTRELA DO NORTE;UNICA;48
RUBIÁCEA;UNICA;47
CÁSSIA DOS COQUEIROS;UNICA;52
QUEIROZ;UNICA;85
BOM SUCESSO DE ITARARÉ;UNICA;77
TIMBURI;UNICA;39
MOMBUCA;UNICA;71
SANTA MERCEDES;UNICA;53
JUMIRIM;UNICA;99
OSCAR BRESSANE;UNICA;45
GABRIEL MONTEIRO;UNICA;62
PEDRANÓPOLIS;UNICA;56
JERIQUARA;UNICA;71
ALVINLÂNDIA;UNICA;58
RIBEIRA;UNICA;58
PLATINA;UNICA;77
SANTO EXPEDITO;UNICA;60
SANTA RITA D'OESTE;UNICA;58
CÂNDIDO RODRIGUES;UNICA;56
MARAPOAMA;UNICA;71
PEDRINHAS PAULISTA;UNICA;55
NOVA LUZITÂNIA;UNICA;126
ELISIÁRIO;UNICA;100
SÃO FRANCISCO;UNICA;43
ITAOCA;UNICA;34
ALTAIR;UNICA;115
QUADRA;UNICA;96
FLORÍNEA;UNICA;26
ITAPIRAPUÃ PAULISTA;UNICA;85
