Ds Município;Dose;Contagem de Id Vacinacao
ADAMANTINA;1° DOSE;5680
ADAMANTINA;2° DOSE;2132
ADOLFO;1° DOSE;563
ADOLFO;2° DOSE;189
AGUAÍ;1° DOSE;3022
AGUAÍ;2° DOSE;942
ÁGUAS DA PRATA;1° DOSE;1180
ÁGUAS DA PRATA;2° DOSE;277
ÁGUAS DE LINDÓIA;1° DOSE;2326
ÁGUAS DE LINDÓIA;2° DOSE;451
ÁGUAS DE SANTA BÁRBARA;1° DOSE;797
ÁGUAS DE SANTA BÁRBARA;2° DOSE;179
ÁGUAS DE SÃO PEDRO;1° DOSE;842
ÁGUAS DE SÃO PEDRO;2° DOSE;233
AGUDOS;1° DOSE;4692
AGUDOS;2° DOSE;1594
ALAMBARI;1° DOSE;511
ALAMBARI;2° DOSE;120
ALFREDO MARCONDES;1° DOSE;762
ALFREDO MARCONDES;2° DOSE;263
ALTAIR;1° DOSE;435
ALTAIR;2° DOSE;175
ALTINÓPOLIS;1° DOSE;1856
ALTINÓPOLIS;2° DOSE;555
ALTO ALEGRE;1° DOSE;680
ALTO ALEGRE;2° DOSE;214
ALUMÍNIO;1° DOSE;1292
ALUMÍNIO;2° DOSE;331
ÁLVARES FLORENCE;1° DOSE;674
ÁLVARES FLORENCE;2° DOSE;159
ÁLVARES MACHADO;1° DOSE;2857
ÁLVARES MACHADO;2° DOSE;819
ÁLVARO DE CARVALHO;1° DOSE;383
ÁLVARO DE CARVALHO;2° DOSE;101
ALVINLÂNDIA;1° DOSE;387
ALVINLÂNDIA;2° DOSE;102
AMERICANA;1° DOSE;21813
AMERICANA;2° DOSE;7578
AMÉRICO BRASILIENSE;1° DOSE;3605
AMÉRICO BRASILIENSE;2° DOSE;1536
AMÉRICO DE CAMPOS;1° DOSE;821
AMÉRICO DE CAMPOS;2° DOSE;190
AMPARO;1° DOSE;8883
AMPARO;2° DOSE;2609
ANALÂNDIA;1° DOSE;565
ANALÂNDIA;2° DOSE;145
ANDRADINA;1° DOSE;7203
ANDRADINA;2° DOSE;2388
ANGATUBA;1° DOSE;2167
ANGATUBA;2° DOSE;590
ANHEMBI;1° DOSE;586
ANHEMBI;2° DOSE;116
ANHUMAS;1° DOSE;529
ANHUMAS;2° DOSE;172
APARECIDA;1° DOSE;3145
APARECIDA;2° DOSE;1134
APARECIDA D'OESTE;1° DOSE;745
APARECIDA D'OESTE;2° DOSE;285
APIAÍ;1° DOSE;2289
APIAÍ;2° DOSE;630
ARAÇARIGUAMA;1° DOSE;1369
ARAÇARIGUAMA;2° DOSE;320
ARAÇATUBA;1° DOSE;25364
ARAÇATUBA;2° DOSE;9003
ARAÇOIABA DA SERRA;1° DOSE;3095
ARAÇOIABA DA SERRA;2° DOSE;662
ARAMINA;1° DOSE;604
ARAMINA;2° DOSE;156
ARANDU;1° DOSE;678
ARANDU;2° DOSE;189
ARAPEÍ;1° DOSE;304
ARAPEÍ;2° DOSE;107
ARARAQUARA;1° DOSE;33197
ARARAQUARA;2° DOSE;10530
ARARAS;1° DOSE;13907
ARARAS;2° DOSE;4362
ARCO-ÍRIS;1° DOSE;422
ARCO-ÍRIS;2° DOSE;234
AREALVA;1° DOSE;1160
AREALVA;2° DOSE;277
AREIAS;1° DOSE;277
AREIAS;2° DOSE;132
AREIÓPOLIS;1° DOSE;486
AREIÓPOLIS;2° DOSE;228
ARIRANHA;1° DOSE;1090
ARIRANHA;2° DOSE;403
ARTUR NOGUEIRA;1° DOSE;4513
ARTUR NOGUEIRA;2° DOSE;1316
ARUJÁ;1° DOSE;5964
ARUJÁ;2° DOSE;1879
ASPÁSIA;1° DOSE;263
ASPÁSIA;2° DOSE;106
ASSIS;1° DOSE;13397
ASSIS;2° DOSE;5032
ATIBAIA;1° DOSE;16985
ATIBAIA;2° DOSE;6074
AURIFLAMA;1° DOSE;1851
AURIFLAMA;2° DOSE;495
AVAÍ;1° DOSE;845
AVAÍ;2° DOSE;517
AVANHANDAVA;1° DOSE;971
AVANHANDAVA;2° DOSE;256
AVARÉ;1° DOSE;10685
AVARÉ;2° DOSE;3189
BADY BASSITT;1° DOSE;1378
BADY BASSITT;2° DOSE;779
BALBINOS;1° DOSE;269
BALBINOS;2° DOSE;75
BÁLSAMO;1° DOSE;1313
BÁLSAMO;2° DOSE;481
BANANAL;1° DOSE;1383
BANANAL;2° DOSE;463
BARÃO DE ANTONINA;1° DOSE;434
BARÃO DE ANTONINA;2° DOSE;174
BARBOSA;1° DOSE;660
BARBOSA;2° DOSE;241
BARIRI;1° DOSE;4098
BARIRI;2° DOSE;1325
BARRA BONITA;1° DOSE;4616
BARRA BONITA;2° DOSE;1326
BARRA DO CHAPÉU;1° DOSE;432
BARRA DO CHAPÉU;2° DOSE;114
BARRA DO TURVO;1° DOSE;1293
BARRA DO TURVO;2° DOSE;584
BARRETOS;1° DOSE;17104
BARRETOS;2° DOSE;6612
BARRINHA;1° DOSE;2165
BARRINHA;2° DOSE;709
BARUERI;1° DOSE;22330
BARUERI;2° DOSE;9362
