Município;Dose;Total Doses Aplicadas
BORÁ;2° DOSE;157
NOVA CASTILHO;2° DOSE;198
UNIÃO PAULISTA;2° DOSE;253
TRABIJU;2° DOSE;260
URU;2° DOSE;242
PRACINHA;2° DOSE;256
PAULISTÂNIA;2° DOSE;288
VITÓRIA BRASIL;2° DOSE;296
DIRCE REIS;2° DOSE;347
FERNÃO;2° DOSE;327
BALBINOS;2° DOSE;312
SANTA SALETE;2° DOSE;370
SÃO JOÃO DE IRACEMA;2° DOSE;337
SÃO JOÃO DAS DUAS PONTES;2° DOSE;338
BENTO DE ABREU;2° DOSE;353
ASPÁSIA;2° DOSE;343
BOREBI;2° DOSE;311
ARAPEÍ;2° DOSE;384
SANTA CRUZ DA ESPERANÇA;2° DOSE;394
JUMIRIM;2° DOSE;360
GUARANI D'OESTE;2° DOSE;349
TURIÚBA;2° DOSE;390
BOM SUCESSO DE ITARARÉ;2° DOSE;327
SANTANA DA PONTE PENSA;2° DOSE;385
EMBAÚBA;2° DOSE;375
MARINÓPOLIS;2° DOSE;401
RUBIÁCEA;2° DOSE;425
MESÓPOLIS;2° DOSE;402
SAGRES;2° DOSE;410
LUCIANÓPOLIS;2° DOSE;428
DOLCINÓPOLIS;2° DOSE;401
SANTA CLARA D'OESTE;2° DOSE;367
NOVA GUATAPORANGA;2° DOSE;413
TORRE DE PEDRA;2° DOSE;407
CRUZÁLIA;2° DOSE;382
BREJO ALEGRE;2° DOSE;467
ZACARIAS;2° DOSE;395
SANTA MERCEDES;2° DOSE;462
SÃO JOÃO DO PAU D'ALHO;2° DOSE;487
LOURDES;2° DOSE;431
ALVINLÂNDIA;2° DOSE;450
MONÇÕES;2° DOSE;434
QUEIROZ;2° DOSE;378
FLORA RICA;2° DOSE;458
TAQUARAL;2° DOSE;403
NOVA CANAÃ PAULISTA;2° DOSE;397
ARCO-ÍRIS;2° DOSE;544
AREIAS;2° DOSE;486
CÁSSIA DOS COQUEIROS;2° DOSE;443
PONTES GESTAL;2° DOSE;433
ELISIÁRIO;2° DOSE;485
ÓLEO;2° DOSE;486
NOVA INDEPENDÊNCIA;2° DOSE;435
NOVA LUZITÂNIA;2° DOSE;549
MOMBUCA;2° DOSE;459
CANAS;2° DOSE;468
RIBEIRA;2° DOSE;547
ESTRELA DO NORTE;2° DOSE;368
GABRIEL MONTEIRO;2° DOSE;465
ITAPIRAPUÃ PAULISTA;2° DOSE;486
PLATINA;2° DOSE;485
NANTES;2° DOSE;351
JERIQUARA;2° DOSE;420
ITAJU;2° DOSE;504
PARISI;2° DOSE;433
LUTÉCIA;2° DOSE;474
TURMALINA;2° DOSE;475
SANTA RITA D'OESTE;2° DOSE;504
RIBEIRÃO CORRENTE;2° DOSE;548
TIMBURI;2° DOSE;486
SÃO FRANCISCO;2° DOSE;546
PONTALINDA;2° DOSE;497
ALTAIR;2° DOSE;525
ÁLVARO DE CARVALHO;2° DOSE;520
PEDRANÓPOLIS;2° DOSE;519
MARIÁPOLIS;2° DOSE;553
NOVAIS;2° DOSE;598
SANTÓPOLIS DO AGUAPEÍ;2° DOSE;572
QUADRA;2° DOSE;466
MOTUCA;2° DOSE;519
SANTO EXPEDITO;2° DOSE;562
RIBEIRÃO DOS ÍNDIOS;2° DOSE;518
NIPOÃ;2° DOSE;550
TEJUPÁ;2° DOSE;534
ESPÍRITO SANTO DO TURVO;2° DOSE;463
SUZANÁPOLIS;2° DOSE;528
MARAPOAMA;2° DOSE;529
SÃO JOSÉ DO BARREIRO;2° DOSE;609
JÚLIO MESQUITA;2° DOSE;552
GASTÃO VIDIGAL;2° DOSE;579
OSCAR BRESSANE;2° DOSE;583
CORUMBATAÍ;2° DOSE;553
MAGDA;2° DOSE;602
PRATÂNIA;2° DOSE;499
LUPÉRCIO;2° DOSE;600
INÚBIA PAULISTA;2° DOSE;612
EMILIANÓPOLIS;2° DOSE;533
GLICÉRIO;2° DOSE;622
CANITAR;2° DOSE;462
BARÃO DE ANTONINA;2° DOSE;596
FLORÍNEA;2° DOSE;520
RUBINÉIA;2° DOSE;517
JOÃO RAMALHO;2° DOSE;493
SANDOVALINA;2° DOSE;486
ANHUMAS;2° DOSE;608
MIRA ESTRELA;2° DOSE;555
ONDA VERDE;2° DOSE;602
MONTEIRO LOBATO;2° DOSE;637
CÂNDIDO RODRIGUES;2° DOSE;605
SARUTAIÁ;2° DOSE;579
MARABÁ PAULISTA;2° DOSE;542
REDENÇÃO DA SERRA;2° DOSE;577
ITAOCA;2° DOSE;695
PEDRINHAS PAULISTA;2° DOSE;498
UBIRAJARA;2° DOSE;633
GAVIÃO PEIXOTO;2° DOSE;597
PARANAPUÃ;2° DOSE;599
CABRÁLIA PAULISTA;2° DOSE;618
LUIZIÂNIA;2° DOSE;680
SEBASTIANÓPOLIS DO SUL;2° DOSE;563
TAQUARIVAÍ;2° DOSE;483
GUZOLÂNDIA;2° DOSE;601
RIFAINA;2° DOSE;576
PONGAÍ;2° DOSE;652
FLOREAL;2° DOSE;651
CAIABU;2° DOSE;640
BARRA DO CHAPÉU;2° DOSE;574
BORACÉIA;2° DOSE;712
PRESIDENTE ALVES;2° DOSE;779
UBARANA;2° DOSE;607
PIQUEROBI;2° DOSE;717
IARAS;2° DOSE;623
ANALÂNDIA;2° DOSE;644
ITAPURA;2° DOSE;667
PLANALTO;2° DOSE;586
SANTA MARIA DA SERRA;2° DOSE;804
NARANDIBA;2° DOSE;568
MERIDIANO;2° DOSE;640
SALMOURÃO;2° DOSE;740
OCAUÇU;2° DOSE;630
LAVRINHAS;2° DOSE;602
ÁLVARES FLORENCE;2° DOSE;766
MONTE CASTELO;2° DOSE;728
CAMPOS NOVOS PAULISTA;2° DOSE;654
ALTO ALEGRE;2° DOSE;835
BURITIZAL;2° DOSE;710
IPORANGA;2° DOSE;801
JAMBEIRO;2° DOSE;779
MIRASSOLÂNDIA;2° DOSE;767
MACEDÔNIA;2° DOSE;659
MURUTINGA DO SUL;2° DOSE;830
IPEÚNA;2° DOSE;615
ADOLFO;2° DOSE;713
SANTA ERNESTINA;2° DOSE;617
ARAMINA;2° DOSE;771
IPIGUÁ;2° DOSE;716
CORONEL MACEDO;2° DOSE;690
INDIAPORÃ;2° DOSE;837
BRAÚNA;2° DOSE;880
GUAIMBÊ;2° DOSE;828
PIACATU;2° DOSE;822
ALAMBARI;2° DOSE;752
CAIUÁ;2° DOSE;849
ÁGUAS DE SANTA BÁRBARA;2° DOSE;875
ORINDIÚVA;2° DOSE;624
GUARANTÃ;2° DOSE;875
DOBRADA;2° DOSE;837
RIBEIRÃO DO SUL;2° DOSE;785
NOVA CAMPINA;2° DOSE;777
VISTA ALEGRE DO ALTO;2° DOSE;899
RIVERSUL;2° DOSE;867
ARANDU;2° DOSE;840
PAULICÉIA;2° DOSE;778
SILVEIRAS;2° DOSE;873
COROADOS;2° DOSE;728
SANTA LÚCIA;2° DOSE;807
PARDINHO;2° DOSE;818
TACIBA;2° DOSE;787
MENDONÇA;2° DOSE;894
COLÔMBIA;2° DOSE;887
ANHEMBI;2° DOSE;799
ALFREDO MARCONDES;2° DOSE;958
CLEMENTINA;2° DOSE;874
TARABAI;2° DOSE;838
BARBOSA;2° DOSE;871
LAVÍNIA;2° DOSE;831
CAMPINA DO MONTE ALEGRE;2° DOSE;807
POPULINA;2° DOSE;819
AVAÍ;2° DOSE;1140
ITIRAPUÃ;2° DOSE;938
RESTINGA;2° DOSE;743
ÁGUAS DE SÃO PEDRO;2° DOSE;930
PEDRA BELA;2° DOSE;914
SÃO JOSÉ DA BELA VISTA;2° DOSE;951
INDIANA;2° DOSE;837
TAIAÇU;2° DOSE;946
SANTA CRUZ DA CONCEIÇÃO;2° DOSE;911
APARECIDA D'OESTE;2° DOSE;871
LAGOINHA;2° DOSE;867
PARAÍSO;2° DOSE;947
SABINO;2° DOSE;1004
TAIÚVA;2° DOSE;1062
PALMARES PAULISTA;2° DOSE;877
TRÊS FRONTEIRAS;2° DOSE;1078
IRAPUÃ;2° DOSE;1023
TUIUTI;2° DOSE;1052
NOVA ALIANÇA;2° DOSE;1023
SANTO ANTÔNIO DO PINHAL;2° DOSE;907
GUATAPARÁ;2° DOSE;994
JABORANDI;2° DOSE;984
REGINÓPOLIS;2° DOSE;970
RIBEIRÃO GRANDE;2° DOSE;897
AMÉRICO DE CAMPOS;2° DOSE;1008
NATIVIDADE DA SERRA;2° DOSE;1067
FERNANDO PRESTES;2° DOSE;1175
IACRI;2° DOSE;947
SANTO ANTÔNIO DO ARACANGUÁ;2° DOSE;1053
PEREIRAS;2° DOSE;1027
DUMONT;2° DOSE;1008
QUINTANA;2° DOSE;960
ORIENTE;2° DOSE;1017
RIOLÂNDIA;2° DOSE;1195
SANTO ANTÔNIO DO JARDIM;2° DOSE;984
JACI;2° DOSE;1070
POLONI;2° DOSE;1066
CATIGUÁ;2° DOSE;962
ICÉM;2° DOSE;1072
LINDÓIA;2° DOSE;1094
AREIÓPOLIS;2° DOSE;967
CRISTAIS PAULISTA;2° DOSE;1073
ECHAPORÃ;2° DOSE;1099
SANTA ALBERTINA;2° DOSE;1095
NUPORANGA;2° DOSE;1105
SALES;2° DOSE;980
EUCLIDES DA CUNHA PAULISTA;2° DOSE;1023
IRAPURU;2° DOSE;1141
SUD MENNUCCI;2° DOSE;1180
IBIRAREMA;2° DOSE;1009
SÃO PEDRO DO TURVO;2° DOSE;1111
OURO VERDE;2° DOSE;1544
RAFARD;2° DOSE;1108
GÁLIA;2° DOSE;1304
QUELUZ;2° DOSE;1310
HERCULÂNDIA;2° DOSE;1246
SALTINHO;2° DOSE;1118
SALTO GRANDE;2° DOSE;1175
ITOBI;2° DOSE;1217
TAPIRAÍ;2° DOSE;1083
ARIRANHA;2° DOSE;1292
SANTO ANTÔNIO DA ALEGRIA;2° DOSE;1170
PAULO DE FARIA;2° DOSE;1375
BARRA DO TURVO;2° DOSE;1517
SARAPUÍ;2° DOSE;1066
ROSEIRA;2° DOSE;1249
MACAUBAL;2° DOSE;1243
MONTE ALEGRE DO SUL;2° DOSE;1270
