Município;Dose;Total Doses Aplicadas
NOVA CASTILHO;UNICA;10
TRABIJU;UNICA;10
URU;UNICA;11
FERNÃO;UNICA;9
PAULISTÂNIA;UNICA;11
VITÓRIA BRASIL;UNICA;10
SÃO JOÃO DE IRACEMA;UNICA;10
SANTA SALETE;UNICA;10
SANTA CRUZ DA ESPERANÇA;UNICA;10
SANTANA DA PONTE PENSA;UNICA;11
DIRCE REIS;UNICA;6
TURIÚBA;UNICA;11
BOREBI;UNICA;20
ASPÁSIA;UNICA;10
MESÓPOLIS;UNICA;14
EMBAÚBA;UNICA;20
MARINÓPOLIS;UNICA;24
CRUZÁLIA;UNICA;10
SAGRES;UNICA;11
GUARANI D'OESTE;UNICA;10
SÃO JOÃO DAS DUAS PONTES;UNICA;24
LUCIANÓPOLIS;UNICA;10
ZACARIAS;UNICA;20
BENTO DE ABREU;UNICA;21
SANTA CLARA D'OESTE;UNICA;11
NOVA CANAÃ PAULISTA;UNICA;10
MONÇÕES;UNICA;20
ARCO-ÍRIS;UNICA;5
NANTES;UNICA;5
JUMIRIM;UNICA;23
TURMALINA;UNICA;12
DOLCINÓPOLIS;UNICA;24
PONTES GESTAL;UNICA;20
BOM SUCESSO DE ITARARÉ;UNICA;31
ESTRELA DO NORTE;UNICA;12
PARISI;UNICA;11
SÃO JOÃO DO PAU D'ALHO;UNICA;10
QUEIROZ;UNICA;30
TORRE DE PEDRA;UNICA;20
TAQUARAL;UNICA;21
LOURDES;UNICA;25
RIBEIRÃO DOS ÍNDIOS;UNICA;10
BREJO ALEGRE;UNICA;21
LUTÉCIA;UNICA;22
CÁSSIA DOS COQUEIROS;UNICA;22
RUBIÁCEA;UNICA;15
ALVINLÂNDIA;UNICA;24
PRACINHA;UNICA;10
ÓLEO;UNICA;22
TIMBURI;UNICA;11
JERIQUARA;UNICA;30
SANTA MERCEDES;UNICA;19
ITAJU;UNICA;13
GABRIEL MONTEIRO;UNICA;20
PLATINA;UNICA;30
MOMBUCA;UNICA;14
PEDRANÓPOLIS;UNICA;20
ELISIÁRIO;UNICA;30
SANTO EXPEDITO;UNICA;19
OSCAR BRESSANE;UNICA;20
ALTAIR;UNICA;30
SANTA RITA D'OESTE;UNICA;6
NOVA LUZITÂNIA;UNICA;33
ITAPIRAPUÃ PAULISTA;UNICA;30
MARAPOAMA;UNICA;20
CÂNDIDO RODRIGUES;UNICA;21
SANDOVALINA;UNICA;20
CORUMBATAÍ;UNICA;11
QUADRA;UNICA;30
CANAS;UNICA;30
PEDRINHAS PAULISTA;UNICA;23
EMILIANÓPOLIS;UNICA;22
SÃO FRANCISCO;UNICA;26
MIRA ESTRELA;UNICA;24
SUZANÁPOLIS;UNICA;20
AREIAS;UNICA;35
SARUTAIÁ;UNICA;20
SEBASTIANÓPOLIS DO SUL;UNICA;23
MAGDA;UNICA;20
MARIÁPOLIS;UNICA;35
RUBINÉIA;UNICA;20
ESPÍRITO SANTO DO TURVO;UNICA;11
PONTALINDA;UNICA;5
JOÃO RAMALHO;UNICA;48
FLOREAL;UNICA;10
NOVA INDEPENDÊNCIA;UNICA;32
NOVAIS;UNICA;28
GASTÃO VIDIGAL;UNICA;16
TEJUPÁ;UNICA;17
FLORÍNEA;UNICA;11
BARÃO DE ANTONINA;UNICA;20
RIFAINA;UNICA;31
SANTÓPOLIS DO AGUAPEÍ;UNICA;24
PRATÂNIA;UNICA;39
CABRÁLIA PAULISTA;UNICA;30
PONGAÍ;UNICA;33
MOTUCA;UNICA;15
REDENÇÃO DA SERRA;UNICA;29
RIBEIRÃO CORRENTE;UNICA;45
ANHUMAS;UNICA;18
INÚBIA PAULISTA;UNICA;30
CANITAR;UNICA;22
TAQUARIVAÍ;UNICA;42
PIQUEROBI;UNICA;20
GAVIÃO PEIXOTO;UNICA;45
NIPOÃ;UNICA;44
PARANAPUÃ;UNICA;32
CAIABU;UNICA;31
ONDA VERDE;UNICA;35
MERIDIANO;UNICA;34
MACEDÔNIA;UNICA;31
PLANALTO;UNICA;40
ANALÂNDIA;UNICA;17
UBIRAJARA;UNICA;29
NARANDIBA;UNICA;46
MONTEIRO LOBATO;UNICA;32
ITAPURA;UNICA;22
PRESIDENTE ALVES;UNICA;21
BORACÉIA;UNICA;30
BALBINOS;UNICA;11
OCAUÇU;UNICA;33
GUZOLÂNDIA;UNICA;39
UBARANA;UNICA;52
CAMPOS NOVOS PAULISTA;UNICA;35
SANTA ERNESTINA;UNICA;45
ÁLVARES FLORENCE;UNICA;33
MONTE CASTELO;UNICA;32
ALTO ALEGRE;UNICA;30
MARABÁ PAULISTA;UNICA;20
ÁLVARO DE CARVALHO;UNICA;11
SALMOURÃO;UNICA;12
GUAIMBÊ;UNICA;39
ÁGUAS DE SÃO PEDRO;UNICA;22
INDIAPORÃ;UNICA;31
ADOLFO;UNICA;34
MURUTINGA DO SUL;UNICA;29
MIRASSOLÂNDIA;UNICA;40
CORONEL MACEDO;UNICA;36
POPULINA;UNICA;34
RIBEIRÃO DO SUL;UNICA;30
ARAMINA;UNICA;40
ALAMBARI;UNICA;47
IPEÚNA;UNICA;64
INDIANA;UNICA;39
IPIGUÁ;UNICA;40
BRAÚNA;UNICA;40
APARECIDA D'OESTE;UNICA;36
ALFREDO MARCONDES;UNICA;23
ORINDIÚVA;UNICA;60
SANTA CRUZ DA CONCEIÇÃO;UNICA;35
COROADOS;UNICA;52
CAMPINA DO MONTE ALEGRE;UNICA;40
PIACATU;UNICA;39
RESTINGA;UNICA;24
ITIRAPUÃ;UNICA;56
TACIBA;UNICA;54
GUARANTÃ;UNICA;52
ANHEMBI;UNICA;45
SABINO;UNICA;40
RIVERSUL;UNICA;40
LAGOINHA;UNICA;30
SILVEIRAS;UNICA;47
PARDINHO;UNICA;41
TAIAÇU;UNICA;50
ÁGUAS DE SANTA BÁRBARA;UNICA;42
PARAÍSO;UNICA;50
COLÔMBIA;UNICA;54
AMÉRICO DE CAMPOS;UNICA;20
ORIENTE;UNICA;15
TARABAI;UNICA;66
VISTA ALEGRE DO ALTO;UNICA;71
PEDRA BELA;UNICA;55
ARANDU;UNICA;56
JABORANDI;UNICA;50
SANTO ANTÔNIO DO JARDIM;UNICA;43
TAIÚVA;UNICA;52
QUINTANA;UNICA;50
BARBOSA;UNICA;55
IARAS;UNICA;40
FERNANDO PRESTES;UNICA;40
PAULICÉIA;UNICA;69
MENDONÇA;UNICA;36
DOBRADA;UNICA;79
SÃO JOSÉ DA BELA VISTA;UNICA;61
TUIUTI;UNICA;68
IACRI;UNICA;53
CLEMENTINA;UNICA;62
POLONI;UNICA;44
SANTA LÚCIA;UNICA;69
ECHAPORÃ;UNICA;38
TRÊS FRONTEIRAS;UNICA;19
SALES;UNICA;44
NOVA CAMPINA;UNICA;69
IBIRAREMA;UNICA;40
NOVA ALIANÇA;UNICA;51
RIBEIRÃO GRANDE;UNICA;59
IRAPUÃ;UNICA;60
JACI;UNICA;53
SANTA ALBERTINA;UNICA;37
LINDÓIA;UNICA;65
CATIGUÁ;UNICA;35
NATIVIDADE DA SERRA;UNICA;27
SÃO PEDRO DO TURVO;UNICA;52
PEREIRAS;UNICA;60
SANTO ANTÔNIO DA ALEGRIA;UNICA;50
SANTO ANTÔNIO DO ARACANGUÁ;UNICA;72
CRISTAIS PAULISTA;UNICA;70
EUCLIDES DA CUNHA PAULISTA;UNICA;54
PALMARES PAULISTA;UNICA;111
GÁLIA;UNICA;32
SALTINHO;UNICA;75
TAPIRAÍ;UNICA;61
SUD MENNUCCI;UNICA;72
MACAUBAL;UNICA;69
AREIÓPOLIS;UNICA;100
RAFARD;UNICA;73
DUMONT;UNICA;81
SARAPUÍ;UNICA;11
IRAPURU;UNICA;41
OURO VERDE;UNICA;52
TERRA ROXA;UNICA;49
LAVÍNIA;UNICA;40
MONTE ALEGRE DO SUL;UNICA;64
IEPÊ;UNICA;57
ARIRANHA;UNICA;78
GUARACI;UNICA;65
COSMORAMA;UNICA;57
RIOLÂNDIA;UNICA;87
HERCULÂNDIA;UNICA;68
BILAC;UNICA;48
IGARATÁ;UNICA;8
SALTO GRANDE;UNICA;60
GUARAÇAÍ;UNICA;78
NOVA EUROPA;UNICA;92
ÁGUAS DA PRATA;UNICA;67
ESTIVA GERBI;UNICA;81
VARGEM;UNICA;93
MANDURI;UNICA;81
AREALVA;UNICA;42
RINCÃO;UNICA;90
BÁLSAMO;UNICA;70
DOURADO;UNICA;73
ESTRELA D'OESTE;UNICA;76
GUAIÇARA;UNICA;109
CAJOBI;UNICA;75
LUÍS ANTÔNIO;UNICA;115
AVANHANDAVA;UNICA;70
URÂNIA;UNICA;55
UCHOA;UNICA;81
OUROESTE;UNICA;76
PORANGABA;UNICA;76
BANANAL;UNICA;87
