Município;Dose;Total Doses Aplicadas
BORÁ;2° DOSE;157
NOVA CASTILHO;2° DOSE;198
UNIÃO PAULISTA;2° DOSE;253
TRABIJU;2° DOSE;260
URU;2° DOSE;242
PAULISTÂNIA;2° DOSE;287
PRACINHA;2° DOSE;256
BALBINOS;2° DOSE;311
VITÓRIA BRASIL;2° DOSE;288
FERNÃO;2° DOSE;317
BOREBI;2° DOSE;289
DIRCE REIS;2° DOSE;347
SÃO JOÃO DE IRACEMA;2° DOSE;337
MESÓPOLIS;2° DOSE;366
SANTA SALETE;2° DOSE;370
SÃO JOÃO DAS DUAS PONTES;2° DOSE;337
ASPÁSIA;2° DOSE;343
BENTO DE ABREU;2° DOSE;353
ARAPEÍ;2° DOSE;384
JUMIRIM;2° DOSE;358
GUARANI D'OESTE;2° DOSE;349
SANTA CRUZ DA ESPERANÇA;2° DOSE;394
BOM SUCESSO DE ITARARÉ;2° DOSE;324
SANTANA DA PONTE PENSA;2° DOSE;373
RUBIÁCEA;2° DOSE;419
TURIÚBA;2° DOSE;390
EMBAÚBA;2° DOSE;374
MARINÓPOLIS;2° DOSE;400
SAGRES;2° DOSE;408
LUCIANÓPOLIS;2° DOSE;428
FLORA RICA;2° DOSE;458
DOLCINÓPOLIS;2° DOSE;401
NOVA GUATAPORANGA;2° DOSE;413
SANTA CLARA D'OESTE;2° DOSE;366
LOURDES;2° DOSE;429
CRUZÁLIA;2° DOSE;382
QUEIROZ;2° DOSE;368
TORRE DE PEDRA;2° DOSE;407
BREJO ALEGRE;2° DOSE;467
ZACARIAS;2° DOSE;393
SÃO JOÃO DO PAU D'ALHO;2° DOSE;477
SANTA MERCEDES;2° DOSE;459
MONÇÕES;2° DOSE;432
ALVINLÂNDIA;2° DOSE;450
NANTES;2° DOSE;351
TAQUARAL;2° DOSE;403
NOVA CANAÃ PAULISTA;2° DOSE;396
ARCO-ÍRIS;2° DOSE;543
ÓLEO;2° DOSE;477
MOMBUCA;2° DOSE;459
CÁSSIA DOS COQUEIROS;2° DOSE;442
ELISIÁRIO;2° DOSE;485
NOVA INDEPENDÊNCIA;2° DOSE;427
PONTES GESTAL;2° DOSE;433
AREIAS;2° DOSE;486
CANAS;2° DOSE;468
NOVA LUZITÂNIA;2° DOSE;549
ÁLVARO DE CARVALHO;2° DOSE;519
ESTRELA DO NORTE;2° DOSE;358
GABRIEL MONTEIRO;2° DOSE;464
RIBEIRA;2° DOSE;545
ITAJU;2° DOSE;504
JERIQUARA;2° DOSE;420
PLATINA;2° DOSE;483
PARISI;2° DOSE;428
TURMALINA;2° DOSE;474
ITAPIRAPUÃ PAULISTA;2° DOSE;486
SANTA RITA D'OESTE;2° DOSE;481
RIBEIRÃO CORRENTE;2° DOSE;548
PONTALINDA;2° DOSE;497
ALTAIR;2° DOSE;525
RIBEIRÃO DOS ÍNDIOS;2° DOSE;518
LUTÉCIA;2° DOSE;474
SÃO FRANCISCO;2° DOSE;546
TIMBURI;2° DOSE;486
NOVAIS;2° DOSE;577
PEDRANÓPOLIS;2° DOSE;513
QUADRA;2° DOSE;461
MARIÁPOLIS;2° DOSE;551
OSCAR BRESSANE;2° DOSE;583
SANTO EXPEDITO;2° DOSE;562
PRATÂNIA;2° DOSE;491
MOTUCA;2° DOSE;519
NIPOÃ;2° DOSE;548
SANTÓPOLIS DO AGUAPEÍ;2° DOSE;571
ESPÍRITO SANTO DO TURVO;2° DOSE;463
SUZANÁPOLIS;2° DOSE;528
TEJUPÁ;2° DOSE;531
GASTÃO VIDIGAL;2° DOSE;578
MARAPOAMA;2° DOSE;519
CORUMBATAÍ;2° DOSE;552
TAQUARIVAÍ;2° DOSE;483
FLORÍNEA;2° DOSE;517
GLICÉRIO;2° DOSE;602
CANITAR;2° DOSE;462
MAGDA;2° DOSE;602
BARÃO DE ANTONINA;2° DOSE;596
JÚLIO MESQUITA;2° DOSE;552
SÃO JOSÉ DO BARREIRO;2° DOSE;609
ANHUMAS;2° DOSE;606
LUPÉRCIO;2° DOSE;586
MIRA ESTRELA;2° DOSE;555
JOÃO RAMALHO;2° DOSE;493
CABRÁLIA PAULISTA;2° DOSE;610
EMILIANÓPOLIS;2° DOSE;532
INÚBIA PAULISTA;2° DOSE;612
CÂNDIDO RODRIGUES;2° DOSE;605
SARUTAIÁ;2° DOSE;578
GAVIÃO PEIXOTO;2° DOSE;592
MARABÁ PAULISTA;2° DOSE;542
RUBINÉIA;2° DOSE;516
SANDOVALINA;2° DOSE;486
UBIRAJARA;2° DOSE;633
PARANAPUÃ;2° DOSE;598
REDENÇÃO DA SERRA;2° DOSE;577
ITAOCA;2° DOSE;687
MONTEIRO LOBATO;2° DOSE;614
ONDA VERDE;2° DOSE;601
SEBASTIANÓPOLIS DO SUL;2° DOSE;563
PEDRINHAS PAULISTA;2° DOSE;496
GUZOLÂNDIA;2° DOSE;601
ITAPURA;2° DOSE;667
LUIZIÂNIA;2° DOSE;678
FLOREAL;2° DOSE;651
RIFAINA;2° DOSE;575
PONGAÍ;2° DOSE;652
BARRA DO CHAPÉU;2° DOSE;574
PIQUEROBI;2° DOSE;717
BORACÉIA;2° DOSE;712
CAIABU;2° DOSE;633
SANTA MARIA DA SERRA;2° DOSE;804
NARANDIBA;2° DOSE;568
UBARANA;2° DOSE;604
IARAS;2° DOSE;623
PRESIDENTE ALVES;2° DOSE;779
MERIDIANO;2° DOSE;640
PLANALTO;2° DOSE;578
LAVRINHAS;2° DOSE;594
ANALÂNDIA;2° DOSE;644
OCAUÇU;2° DOSE;630
SALMOURÃO;2° DOSE;738
CAMPOS NOVOS PAULISTA;2° DOSE;654
ÁLVARES FLORENCE;2° DOSE;759
MONTE CASTELO;2° DOSE;728
SANTA ERNESTINA;2° DOSE;616
JAMBEIRO;2° DOSE;779
ADOLFO;2° DOSE;693
ALTO ALEGRE;2° DOSE;835
BURITIZAL;2° DOSE;710
MIRASSOLÂNDIA;2° DOSE;766
IPORANGA;2° DOSE;794
IPIGUÁ;2° DOSE;714
IPEÚNA;2° DOSE;614
MACEDÔNIA;2° DOSE;659
MURUTINGA DO SUL;2° DOSE;827
CORONEL MACEDO;2° DOSE;690
ARAMINA;2° DOSE;771
ALAMBARI;2° DOSE;751
GUAIMBÊ;2° DOSE;826
BRAÚNA;2° DOSE;874
INDIAPORÃ;2° DOSE;837
ORINDIÚVA;2° DOSE;624
PIACATU;2° DOSE;822
ÁGUAS DE SANTA BÁRBARA;2° DOSE;874
RIBEIRÃO DO SUL;2° DOSE;781
CAIUÁ;2° DOSE;849
GUARANTÃ;2° DOSE;865
DOBRADA;2° DOSE;815
MENDONÇA;2° DOSE;812
NOVA CAMPINA;2° DOSE;777
TACIBA;2° DOSE;787
PAULICÉIA;2° DOSE;775
ARANDU;2° DOSE;840
VISTA ALEGRE DO ALTO;2° DOSE;889
ALFREDO MARCONDES;2° DOSE;957
COROADOS;2° DOSE;728
SILVEIRAS;2° DOSE;870
BARBOSA;2° DOSE;871
ANHEMBI;2° DOSE;798
COLÔMBIA;2° DOSE;887
RIVERSUL;2° DOSE;865
SANTA LÚCIA;2° DOSE;802
TARABAI;2° DOSE;837
CAMPINA DO MONTE ALEGRE;2° DOSE;804
AVAÍ;2° DOSE;1137
PARDINHO;2° DOSE;818
CLEMENTINA;2° DOSE;874
RESTINGA;2° DOSE;741
ITIRAPUÃ;2° DOSE;935
POPULINA;2° DOSE;819
LAVÍNIA;2° DOSE;829
SÃO JOSÉ DA BELA VISTA;2° DOSE;934
ÁGUAS DE SÃO PEDRO;2° DOSE;930
TAIAÇU;2° DOSE;946
INDIANA;2° DOSE;829
PEDRA BELA;2° DOSE;914
LAGOINHA;2° DOSE;865
APARECIDA D'OESTE;2° DOSE;861
PALMARES PAULISTA;2° DOSE;877
PARAÍSO;2° DOSE;946
SANTA CRUZ DA CONCEIÇÃO;2° DOSE;908
TUIUTI;2° DOSE;1052
SABINO;2° DOSE;994
REGINÓPOLIS;2° DOSE;969
TRÊS FRONTEIRAS;2° DOSE;1077
TAIÚVA;2° DOSE;1060
JABORANDI;2° DOSE;983
IRAPUÃ;2° DOSE;1022
NOVA ALIANÇA;2° DOSE;1016
RIBEIRÃO GRANDE;2° DOSE;897
SANTO ANTÔNIO DO JARDIM;2° DOSE;984
LINDÓIA;2° DOSE;1089
AMÉRICO DE CAMPOS;2° DOSE;1008
SANTO ANTÔNIO DO PINHAL;2° DOSE;907
IACRI;2° DOSE;942
NATIVIDADE DA SERRA;2° DOSE;1063
FERNANDO PRESTES;2° DOSE;1169
CATIGUÁ;2° DOSE;962
GUATAPARÁ;2° DOSE;993
QUINTANA;2° DOSE;960
SANTO ANTÔNIO DO ARACANGUÁ;2° DOSE;1045
DUMONT;2° DOSE;1008
ORIENTE;2° DOSE;1014
JACI;2° DOSE;1069
AREIÓPOLIS;2° DOSE;946
PEREIRAS;2° DOSE;1027
POLONI;2° DOSE;1056
ICÉM;2° DOSE;1070
RIOLÂNDIA;2° DOSE;1193
CRISTAIS PAULISTA;2° DOSE;1073
ECHAPORÃ;2° DOSE;1098
SANTA ALBERTINA;2° DOSE;1093
NUPORANGA;2° DOSE;1090
SALES;2° DOSE;979
IBIRAREMA;2° DOSE;1009
EUCLIDES DA CUNHA PAULISTA;2° DOSE;1017
SUD MENNUCCI;2° DOSE;1173
IRAPURU;2° DOSE;1139
OURO VERDE;2° DOSE;1490
RAFARD;2° DOSE;1035
SÃO PEDRO DO TURVO;2° DOSE;1110
TAPIRAÍ;2° DOSE;1079
GÁLIA;2° DOSE;1292
HERCULÂNDIA;2° DOSE;1213
SALTO GRANDE;2° DOSE;1121
PAULO DE FARIA;2° DOSE;1370
SANTO ANTÔNIO DA ALEGRIA;2° DOSE;1167
ITOBI;2° DOSE;1216
QUELUZ;2° DOSE;1305
SARAPUÍ;2° DOSE;1061
SALTINHO;2° DOSE;1110
ROSEIRA;2° DOSE;1248
ARIRANHA;2° DOSE;1292
MONTE ALEGRE DO SUL;2° DOSE;1262
BARRA DO TURVO;2° DOSE;1479
GUAIÇARA;2° DOSE;1349
