Municipio;Dose;Contagem de Id Vacinacao
ADAMANTINA;1° Dose;1388
ADOLFO;1° Dose;122
AGUAI;1° Dose;404
AGUAS DA PRATA;1° Dose;237
AGUAS DE LINDOIA;1° Dose;281
AGUAS DE SANTA BARBARA;1° Dose;163
AGUAS DE SAO PEDRO;1° Dose;110
AGUDOS;1° Dose;1604
ALAMBARI;1° Dose;58
ALFREDO MARCONDES;1° Dose;163
ALTAIR;1° Dose;133
ALTINOPOLIS;1° Dose;263
ALTO ALEGRE;1° Dose;98
ALUMINIO;1° Dose;249
ALVARES FLORENCE;1° Dose;89
ALVARES MACHADO;1° Dose;419
ALVARO DE CARVALHO;1° Dose;64
ALVINLANDIA;1° Dose;93
AMERICANA;1° Dose;3087
AMERICO BRASILIENSE;1° Dose;961
AMERICO DE CAMPOS;1° Dose;185
AMPARO;1° Dose;1958
ANALANDIA;1° Dose;113
ANDRADINA;1° Dose;1612
ANGATUBA;1° Dose;252
ANHEMBI;1° Dose;83
ANHUMAS;1° Dose;138
APARECIDA;1° Dose;548
APARECIDA D'OESTE;1° Dose;165
APIAI;1° Dose;274
ARACARIGUAMA;1° Dose;290
ARACATUBA;1° Dose;7051
ARACOIABA DA SERRA;1° Dose;576
ARAMINA;1° Dose;111
ARANDU;1° Dose;116
ARAPEI;1° Dose;51
ARARAQUARA;1° Dose;7151
ARARAS;1° Dose;3865
ARCO-IRIS;1° Dose;208
AREALVA;1° Dose;169
AREIAS;1° Dose;94
AREIOPOLIS;1° Dose;162
ARIRANHA;1° Dose;325
ARTUR NOGUEIRA;1° Dose;830
ARUJA;1° Dose;478
ASPASIA;1° Dose;52
ASSIS;1° Dose;2122
ATIBAIA;1° Dose;2332
AURIFLAMA;1° Dose;390
AVAI;1° Dose;112
AVANHANDAVA;1° Dose;228
AVARE;1° Dose;3082
BADY BASSITT;1° Dose;286
BALBINOS;1° Dose;73
BALSAMO;1° Dose;317
BANANAL;1° Dose;244
BARAO DE ANTONINA;1° Dose;145
BARBOSA;1° Dose;185
BARIRI;1° Dose;935
BARRA BONITA;1° Dose;1165
BARRA DO CHAPEU;1° Dose;78
BARRA DO TURVO;1° Dose;66
BARRETOS;1° Dose;4692
BARRINHA;1° Dose;415
BARUERI;1° Dose;7281
BASTOS;1° Dose;247
BATATAIS;1° Dose;171
BAURU;1° Dose;5916
BEBEDOURO;1° Dose;2646
BENTO DE ABREU;1° Dose;52
BERNARDINO DE CAMPOS;1° Dose;302
BERTIOGA;1° Dose;1079
BILAC;1° Dose;179
BIRIGUI;1° Dose;1295
BIRITIBA-MIRIM;1° Dose;356
BOA ESPERANCA DO SUL;1° Dose;238
BOCAINA;1° Dose;241
BOFETE;1° Dose;135
BOITUVA;1° Dose;791
BOM JESUS DOS PERDOES;1° Dose;251
BOM SUCESSO DE ITARARE;1° Dose;69
BORA;1° Dose;60
BORACEIA;1° Dose;95
BORBOREMA;1° Dose;368
BOREBI;1° Dose;50
BOTUCATU;1° Dose;6586
BRAGANCA PAULISTA;1° Dose;3032
BRAUNA;1° Dose;157
BREJO ALEGRE;1° Dose;76
BRODOWSKI;1° Dose;665
BROTAS;1° Dose;463
BURI;1° Dose;172
BURITAMA;1° Dose;451
BURITIZAL;1° Dose;167
CABRALIA PAULISTA;1° Dose;104
CABREUVA;1° Dose;22
CACAPAVA;1° Dose;1300
CACHOEIRA PAULISTA;1° Dose;591
CACONDE;1° Dose;135
CAFELANDIA;1° Dose;103
CAIABU;1° Dose;31
CAIEIRAS;1° Dose;2011
CAIUA;1° Dose;107
CAJAMAR;1° Dose;847
CAJATI;1° Dose;249
CAJOBI;1° Dose;286
CAJURU;1° Dose;182
CAMPINA DO MONTE ALEGRE;1° Dose;88
CAMPINAS;1° Dose;38361
CAMPO LIMPO PAULISTA;1° Dose;1348
CAMPOS DO JORDAO;1° Dose;1107
CAMPOS NOVOS PAULISTA;1° Dose;114
CANANEIA;1° Dose;276
CANAS;1° Dose;40
CANDIDO MOTA;1° Dose;416
CANDIDO RODRIGUES;1° Dose;83
CANITAR;1° Dose;77
CAPAO BONITO;1° Dose;905
CAPELA DO ALTO;1° Dose;148
CAPIVARI;1° Dose;130
CARAGUATATUBA;1° Dose;2384
CARAPICUIBA;1° Dose;1514
CARDOSO;1° Dose;273
CASA BRANCA;1° Dose;349
CASSIA DOS COQUEIROS;1° Dose;54
CASTILHO;1° Dose;478
CATANDUVA;1° Dose;6338
CATIGUA;1° Dose;126
CEDRAL;1° Dose;274
CERQUEIRA CESAR;1° Dose;447
CERQUILHO;1° Dose;546
CESARIO LANGE;1° Dose;275
CHARQUEADA;1° Dose;179
CHAVANTES;1° Dose;159
CLEMENTINA;1° Dose;110
COLINA;1° Dose;265
COLOMBIA;1° Dose;181
CONCHAL;1° Dose;377
CONCHAS;1° Dose;295
CORDEIROPOLIS;1° Dose;362
COROADOS;1° Dose;71
CORONEL MACEDO;1° Dose;136
CORUMBATAI;1° Dose;71
COSMOPOLIS;1° Dose;863
COSMORAMA;1° Dose;206
COTIA;1° Dose;3124
CRAVINHOS;1° Dose;30
CRISTAIS PAULISTA;1° Dose;200
CRUZALIA;1° Dose;64
CRUZEIRO;1° Dose;1163
CUBATAO;1° Dose;1224
CUNHA;1° Dose;233
DESCALVADO;1° Dose;1063
DIADEMA;1° Dose;3567
DIRCE REIS;1° Dose;54
DIVINOLANDIA;1° Dose;583
DOBRADA;1° Dose;124
DOIS CORREGOS;1° Dose;544
DOLCINOPOLIS;1° Dose;56
DOURADO;1° Dose;132
DRACENA;1° Dose;1979
DUARTINA;1° Dose;237
DUMONT;1° Dose;153
ECHAPORA;1° Dose;84
ELDORADO;1° Dose;741
ELIAS FAUSTO;1° Dose;238
ELISIARIO;1° Dose;63
EMBAUBA;1° Dose;59
EMBU DAS ARTES;1° Dose;1725
EMBU-GUACU;1° Dose;674
EMILIANOPOLIS;1° Dose;86
ENGENHEIRO COELHO;1° Dose;311
ESPIRITO SANTO DO PINHAL;1° Dose;1523
ESPIRITO SANTO DO TURVO;1° Dose;68
ESTIVA GERBI;1° Dose;96
ESTRELA DO NORTE;1° Dose;80
ESTRELA D'OESTE;1° Dose;304
EUCLIDES DA CUNHA PAULISTA;1° Dose;159
FARTURA;1° Dose;410
FERNANDO PRESTES;1° Dose;150
FERNANDOPOLIS;1° Dose;1184
FERNAO;1° Dose;84
FERRAZ DE VASCONCELOS;1° Dose;2372
FLORA RICA;1° Dose;93
FLOREAL;1° Dose;118
FLORIDA PAULISTA;1° Dose;241
FLORINIA;1° Dose;130
FRANCA;1° Dose;6167
FRANCISCO MORATO;1° Dose;1445
FRANCO DA ROCHA;1° Dose;2300
GABRIEL MONTEIRO;1° Dose;32
GALIA;1° Dose;227
GARCA;1° Dose;842
GASTAO VIDIGAL;1° Dose;100
GAVIAO PEIXOTO;1° Dose;124
GENERAL SALGADO;1° Dose;551
GETULINA;1° Dose;51
GLICERIO;1° Dose;97
GUAICARA;1° Dose;149
GUAIMBE;1° Dose;171
GUAIRA;1° Dose;906
GUAPIACU;1° Dose;287
GUAPIARA;1° Dose;236
GUARA;1° Dose;634
GUARACAI;1° Dose;123
GUARACI;1° Dose;250
GUARANI D'OESTE;1° Dose;37
GUARANTA;1° Dose;167
GUARARAPES;1° Dose;564
GUARAREMA;1° Dose;636
GUARATINGUETA;1° Dose;958
GUAREI;1° Dose;289
GUARIBA;1° Dose;397
GUARUJA;1° Dose;3726
GUARULHOS;1° Dose;12876
GUATAPARA;1° Dose;102
GUZOLANDIA;1° Dose;84
HERCULANDIA;1° Dose;181
HOLAMBRA;1° Dose;105
HORTOLANDIA;1° Dose;826
IACANGA;1° Dose;282
IACRI;1° Dose;31
IARAS;1° Dose;153
IBATE;1° Dose;419
IBIRA;1° Dose;338
IBIRAREMA;1° Dose;161
IBITINGA;1° Dose;1638
IBIUNA;1° Dose;519
ICEM;1° Dose;242
IEPE;1° Dose;286
IGARACU DO TIETE;1° Dose;310
IGARAPAVA;1° Dose;392
IGARATA;1° Dose;173
IGUAPE;1° Dose;461
ILHA COMPRIDA;1° Dose;210
ILHA SOLTEIRA;1° Dose;888
ILHABELA;1° Dose;846
INDAIATUBA;1° Dose;6275
INDIANA;1° Dose;126
INDIAPORA;1° Dose;114
INUBIA PAULISTA;1° Dose;120
IPAUSSU;1° Dose;263
IPERO;1° Dose;354
IPEUNA;1° Dose;101
IPIGUA;1° Dose;123
IPORANGA;1° Dose;73
IPUA;1° Dose;234
IRACEMAPOLIS;1° Dose;484
IRAPUA;1° Dose;156
IRAPURU;1° Dose;117
ITABERA;1° Dose;254
ITAI;1° Dose;504
ITAJOBI;1° Dose;361
ITAJU;1° Dose;79
ITANHAEM;1° Dose;1079
ITAOCA;1° Dose;81
ITAPECERICA DA SERRA;1° Dose;1847
ITAPETININGA;1° Dose;3938
ITAPEVA;1° Dose;2032
ITAPEVI;1° Dose;1862
ITAPIRA;1° Dose;860
ITAPIRAPUA PAULISTA;1° Dose;81
ITAPOLIS;1° Dose;865
ITAPORANGA;1° Dose;332
ITAPUI;1° Dose;280
ITAPURA;1° Dose;96
ITAQUAQUECETUBA;1° Dose;2107
ITARARE;1° Dose;911
ITARIRI;1° Dose;178
ITATIBA;1° Dose;2196
ITATINGA;1° Dose;325
ITIRAPINA;1° Dose;308
ITIRAPUA;1° Dose;122
ITOBI;1° Dose;191
ITU;1° Dose;2213
ITUPEVA;1° Dose;755
ITUVERAVA;1° Dose;691
JABORANDI;1° Dose;175
JABOTICABAL;1° Dose;1323
JACAREI;1° Dose;1582
JACI;1° Dose;339
JACUPIRANGA;1° Dose;248
JAGUARIUNA;1° Dose;534
JALES;1° Dose;1239
JAMBEIRO;1° Dose;104
JANDIRA;1° Dose;714
JARDINOPOLIS;1° Dose;578
JARINU;1° Dose;365
JAU;1° Dose;5156
JERIQUARA;1° Dose;101
JOANOPOLIS;1° Dose;351
JOAO RAMALHO;1° Dose;99
JOSE BONIFACIO;1° Dose;777
JULIO MESQUITA;1° Dose;64
JUMIRIM;1° Dose;57
JUNDIAI;1° Dose;6314
JUNQUEIROPOLIS;1° Dose;570
JUQUIA;1° Dose;277
JUQUITIBA;1° Dose;470
LAGOINHA;1° Dose;141
LARANJAL PAULISTA;1° Dose;560
LAVINIA;1° Dose;146
LAVRINHAS;1° Dose;89
LEME;1° Dose;2591
LENCOIS PAULISTA;1° Dose;1629
LIMEIRA;1° Dose;1096
LINDOIA;1° Dose;196
LINS;1° Dose;2600
LORENA;1° Dose;1432
LOURDES;1° Dose;99
LOUVEIRA;1° Dose;813
LUCELIA;1° Dose;391
LUCIANOPOLIS;1° Dose;52
LUIS ANTONIO;1° Dose;283
LUIZIANIA;1° Dose;69
LUPERCIO;1° Dose;103
LUTECIA;1° Dose;57
MACATUBA;1° Dose;429
MACAUBAL;1° Dose;306
MACEDONIA;1° Dose;86
MAGDA;1° Dose;126
MAIRINQUE;1° Dose;558
MAIRIPORA;1° Dose;178
MANDURI;1° Dose;168
MARABA PAULISTA;1° Dose;64
MARACAI;1° Dose;312
MARAPOAMA;1° Dose;100
MARIAPOLIS;1° Dose;72
MARILIA;1° Dose;8321
MARINOPOLIS;1° Dose;68
MARTINOPOLIS;1° Dose;581
MATAO;1° Dose;1942
MAUA;1° Dose;2229
MENDONCA;1° Dose;206
MERIDIANO;1° Dose;103
MESOPOLIS;1° Dose;66
MIGUELOPOLIS;1° Dose;696
MINEIROS DO TIETE;1° Dose;216
MIRA ESTRELA;1° Dose;22
MIRACATU;1° Dose;48
MIRANDOPOLIS;1° Dose;922
MIRANTE DO PARANAPANEMA;1° Dose;412
MIRASSOL;1° Dose;1547
MIRASSOLANDIA;1° Dose;100
MOCOCA;1° Dose;1695
MOGI DAS CRUZES;1° Dose;6538
MOGI GUACU;1° Dose;2681
MOGI MIRIM;1° Dose;2516
MOMBUCA;1° Dose;111
MONCOES;1° Dose;105
MONGAGUA;1° Dose;379
MONTE ALEGRE DO SUL;1° Dose;182
MONTE ALTO;1° Dose;492
MONTE APRAZIVEL;1° Dose;597
MONTE AZUL PAULISTA;1° Dose;494
MONTE CASTELO;1° Dose;70
MONTE MOR;1° Dose;717
MONTEIRO LOBATO;1° Dose;59
MORRO AGUDO;1° Dose;652
MORUNGABA;1° Dose;223
MOTUCA;1° Dose;87
MURUTINGA DO SUL;1° Dose;90
NANTES;1° Dose;91
NARANDIBA;1° Dose;129
NATIVIDADE DA SERRA;1° Dose;103
NAZARE PAULISTA;1° Dose;254
NEVES PAULISTA;1° Dose;365
NHANDEARA;1° Dose;419
NIPOA;1° Dose;72
NOVA ALIANCA;1° Dose;138
NOVA CAMPINA;1° Dose;160
NOVA CANAA PAULISTA;1° Dose;47
NOVA EUROPA;1° Dose;231
NOVA GRANADA;1° Dose;539
NOVA GUATAPORANGA;1° Dose;53
NOVA INDEPENDENCIA;1° Dose;89
NOVA LUZITANIA;1° Dose;18
NOVA ODESSA;1° Dose;528
NOVAIS;1° Dose;80
NOVO HORIZONTE;1° Dose;1177
NUPORANGA;1° Dose;226
OCAUCU;1° Dose;119
OLEO;1° Dose;58
OLIMPIA;1° Dose;1000
ONDA VERDE;1° Dose;128
ORIENTE;1° Dose;80
ORINDIUVA;1° Dose;179
ORLANDIA;1° Dose;453
OSASCO;1° Dose;1904
OSCAR BRESSANE;1° Dose;53
OSVALDO CRUZ;1° Dose;853
OURINHOS;1° Dose;2418
OURO VERDE;1° Dose;196
OUROESTE;1° Dose;266
PACAEMBU;1° Dose;294
PALESTINA;1° Dose;249
PALMARES PAULISTA;1° Dose;199
PALMEIRA D'OESTE;1° Dose;245
PALMITAL;1° Dose;605
PANORAMA;1° Dose;304
PARAGUACU PAULISTA;1° Dose;414
PARAIBUNA;1° Dose;337
PARAISO;1° Dose;181
PARANAPANEMA;1° Dose;544
PARANAPUA;1° Dose;76
PARAPUA;1° Dose;317
PARDINHO;1° Dose;88
PARIQUERA-ACU;1° Dose;843
PARISI;1° Dose;72
PATROCINIO PAULISTA;1° Dose;286
PAULICEIA;1° Dose;133
PAULINIA;1° Dose;915
PAULISTANIA;1° Dose;54
PAULO DE FARIA;1° Dose;180
PEDERNEIRAS;1° Dose;882
PEDRA BELA;1° Dose;109
PEDRANOPOLIS;1° Dose;107
PEDREGULHO;1° Dose;297
PEDREIRA;1° Dose;1039
PEDRINHAS PAULISTA;1° Dose;113
PEDRO DE TOLEDO;1° Dose;135
PENAPOLIS;1° Dose;752
PEREIRA BARRETO;1° Dose;671
PEREIRAS;1° Dose;127
PERUIBE;1° Dose;591
PIACATU;1° Dose;130
PIEDADE;1° Dose;470
PILAR DO SUL;1° Dose;550
PINDAMONHANGABA;1° Dose;2904
PINDORAMA;1° Dose;475
PINHALZINHO;1° Dose;174
PIQUEROBI;1° Dose;201
PIQUETE;1° Dose;70
PIRACAIA;1° Dose;537
PIRACICABA;1° Dose;2186
PIRAJU;1° Dose;982
PIRAJUI;1° Dose;325
PIRANGI;1° Dose;293
PIRAPORA DO BOM JESUS;1° Dose;266
PIRAPOZINHO;1° Dose;609
PIRASSUNUNGA;1° Dose;2103
PIRATININGA;1° Dose;315
PITANGUEIRAS;1° Dose;395
PLANALTO;1° Dose;106
PLATINA;1° Dose;68
POA;1° Dose;1802
POLONI;1° Dose;111
POMPEIA;1° Dose;395
PONGAI;1° Dose;88
PONTAL;1° Dose;807
PONTALINDA;1° Dose;53
PONTES GESTAL;1° Dose;61
POPULINA;1° Dose;123
PORANGABA;1° Dose;176
PORTO FELIZ;1° Dose;692
PORTO FERREIRA;1° Dose;722
POTIM;1° Dose;252
POTIRENDABA;1° Dose;389
PRACINHA;1° Dose;44
PRADOPOLIS;1° Dose;222
PRAIA GRANDE;1° Dose;1146
PRATANIA;1° Dose;84
PRESIDENTE ALVES;1° Dose;49
PRESIDENTE BERNARDES;1° Dose;660
PRESIDENTE EPITACIO;1° Dose;899
PRESIDENTE PRUDENTE;1° Dose;5479
PRESIDENTE VENCESLAU;1° Dose;1368
PROMISSAO;1° Dose;992
QUADRA;1° Dose;57
QUATA;1° Dose;442
QUEIROZ;1° Dose;78
