Municipio;Dose;Contagem de Id Vacinacao
ADAMANTINA;1° Dose;1105
ADOLFO;1° Dose;122
AGUAI;1° Dose;404
AGUAS DA PRATA;1° Dose;129
AGUAS DE LINDOIA;1° Dose;150
AGUAS DE SANTA BARBARA;1° Dose;134
AGUAS DE SAO PEDRO;1° Dose;33
AGUDOS;1° Dose;1365
ALAMBARI;1° Dose;58
ALFREDO MARCONDES;1° Dose;67
ALTAIR;1° Dose;133
ALTINOPOLIS;1° Dose;240
ALTO ALEGRE;1° Dose;98
ALUMINIO;1° Dose;204
ALVARES FLORENCE;1° Dose;79
ALVARES MACHADO;1° Dose;359
ALVARO DE CARVALHO;1° Dose;37
ALVINLANDIA;1° Dose;58
AMERICANA;1° Dose;1621
AMERICO BRASILIENSE;1° Dose;775
AMERICO DE CAMPOS;1° Dose;118
AMPARO;1° Dose;1425
ANALANDIA;1° Dose;87
ANDRADINA;1° Dose;1143
ANGATUBA;1° Dose;252
ANHEMBI;1° Dose;81
ANHUMAS;1° Dose;115
APARECIDA;1° Dose;356
APARECIDA D'OESTE;1° Dose;123
APIAI;1° Dose;201
ARACARIGUAMA;1° Dose;173
ARACATUBA;1° Dose;3073
ARACOIABA DA SERRA;1° Dose;328
ARAMINA;1° Dose;85
ARANDU;1° Dose;95
ARAPEI;1° Dose;51
ARARAQUARA;1° Dose;4480
ARARAS;1° Dose;2944
ARCO-IRIS;1° Dose;88
AREALVA;1° Dose;139
AREIAS;1° Dose;61
AREIOPOLIS;1° Dose;156
ARIRANHA;1° Dose;230
ARTUR NOGUEIRA;1° Dose;578
ARUJA;1° Dose;396
ASPASIA;1° Dose;20
ASSIS;1° Dose;1426
ATIBAIA;1° Dose;1659
AURIFLAMA;1° Dose;366
AVAI;1° Dose;89
AVANHANDAVA;1° Dose;152
AVARE;1° Dose;2521
BADY BASSITT;1° Dose;176
BALBINOS;1° Dose;73
BALSAMO;1° Dose;209
BANANAL;1° Dose;203
BARAO DE ANTONINA;1° Dose;118
BARBOSA;1° Dose;129
BARIRI;1° Dose;720
BARRA BONITA;1° Dose;938
BARRA DO CHAPEU;1° Dose;68
BARRA DO TURVO;1° Dose;45
BARRETOS;1° Dose;3323
BARRINHA;1° Dose;344
BARUERI;1° Dose;5878
BASTOS;1° Dose;109
BATATAIS;1° Dose;102
BAURU;1° Dose;4528
BEBEDOURO;1° Dose;1649
BENTO DE ABREU;1° Dose;52
BERNARDINO DE CAMPOS;1° Dose;112
BERTIOGA;1° Dose;975
BILAC;1° Dose;80
BIRIGUI;1° Dose;975
BIRITIBA-MIRIM;1° Dose;299
BOA ESPERANCA DO SUL;1° Dose;218
BOCAINA;1° Dose;176
BOFETE;1° Dose;135
BOITUVA;1° Dose;650
BOM JESUS DOS PERDOES;1° Dose;235
BOM SUCESSO DE ITARARE;1° Dose;64
BORA;1° Dose;39
BORACEIA;1° Dose;95
BORBOREMA;1° Dose;336
BOREBI;1° Dose;40
BOTUCATU;1° Dose;6219
BRAGANCA PAULISTA;1° Dose;2650
BRAUNA;1° Dose;123
BRODOWSKI;1° Dose;376
BROTAS;1° Dose;362
BURI;1° Dose;23
BURITAMA;1° Dose;271
BURITIZAL;1° Dose;130
CABRALIA PAULISTA;1° Dose;80
CABREUVA;1° Dose;22
CACAPAVA;1° Dose;1066
CACHOEIRA PAULISTA;1° Dose;359
CACONDE;1° Dose;86
CAFELANDIA;1° Dose;38
CAIEIRAS;1° Dose;1641
CAIUA;1° Dose;107
CAJAMAR;1° Dose;483
CAJATI;1° Dose;218
CAJOBI;1° Dose;270
CAJURU;1° Dose;2
CAMPINA DO MONTE ALEGRE;1° Dose;75
CAMPINAS;1° Dose;29714
CAMPO LIMPO PAULISTA;1° Dose;1191
CAMPOS DO JORDAO;1° Dose;928
CAMPOS NOVOS PAULISTA;1° Dose;84
CANANEIA;1° Dose;211
CANAS;1° Dose;31
CANDIDO MOTA;1° Dose;349
CANDIDO RODRIGUES;1° Dose;61
CANITAR;1° Dose;56
CAPAO BONITO;1° Dose;602
CAPELA DO ALTO;1° Dose;46
CAPIVARI;1° Dose;119
CARAGUATATUBA;1° Dose;2136
CARAPICUIBA;1° Dose;958
CARDOSO;1° Dose;234
CASA BRANCA;1° Dose;220
CASSIA DOS COQUEIROS;1° Dose;54
CASTILHO;1° Dose;300
CATANDUVA;1° Dose;3526
CATIGUA;1° Dose;103
CEDRAL;1° Dose;220
CERQUEIRA CESAR;1° Dose;386
CERQUILHO;1° Dose;369
CESARIO LANGE;1° Dose;233
CHARQUEADA;1° Dose;138
CHAVANTES;1° Dose;61
