Municipio;Dose;Contagem de Id Vacinacao
ADAMANTINA;1° Dose;25
ADOLFO;1° Dose;4
AGUAI;1° Dose;63
AGUAS DA PRATA;1° Dose;67
AGUAS DE LINDOIA;1° Dose;68
AGUAS DE SANTA BARBARA;1° Dose;53
AGUDOS;1° Dose;111
ALAMBARI;1° Dose;23
ALFREDO MARCONDES;1° Dose;6
ALTAIR;1° Dose;53
ALTINOPOLIS;1° Dose;14
ALTO ALEGRE;1° Dose;35
ALUMINIO;1° Dose;90
ALVARES FLORENCE;1° Dose;34
ALVARES MACHADO;1° Dose;92
ALVINLANDIA;1° Dose;18
AMERICANA;1° Dose;55
AMERICO BRASILIENSE;1° Dose;11
AMERICO DE CAMPOS;1° Dose;47
AMPARO;1° Dose;678
ANALANDIA;1° Dose;35
ANDRADINA;1° Dose;9
ANGATUBA;1° Dose;13
ANHEMBI;1° Dose;5
ANHUMAS;1° Dose;26
APARECIDA;1° Dose;18
APARECIDA D'OESTE;1° Dose;31
ARACARIGUAMA;1° Dose;73
ARACATUBA;1° Dose;963
ARAMINA;1° Dose;7
ARANDU;1° Dose;42
ARAPEI;1° Dose;6
ARARAQUARA;1° Dose;1488
ARARAS;1° Dose;1366
AREALVA;1° Dose;55
AREIAS;1° Dose;45
ARIRANHA;1° Dose;110
ARUJA;1° Dose;6
ASPASIA;1° Dose;5
ASSIS;1° Dose;355
ATIBAIA;1° Dose;1143
AURIFLAMA;1° Dose;30
AVAI;1° Dose;36
AVANHANDAVA;1° Dose;30
AVARE;1° Dose;644
BALBINOS;1° Dose;41
BALSAMO;1° Dose;86
BANANAL;1° Dose;61
BARAO DE ANTONINA;1° Dose;31
BARBOSA;1° Dose;72
BARRA DO CHAPEU;1° Dose;1
BARRETOS;1° Dose;657
BARRINHA;1° Dose;98
BARUERI;1° Dose;885
BAURU;1° Dose;537
BENTO DE ABREU;1° Dose;19
BERTIOGA;1° Dose;314
BILAC;1° Dose;3
BIRIGUI;1° Dose;196
BIRITIBA-MIRIM;1° Dose;131
BOA ESPERANCA DO SUL;1° Dose;1
BOCAINA;1° Dose;74
BOFETE;1° Dose;60
BOITUVA;1° Dose;76
BOM JESUS DOS PERDOES;1° Dose;89
BORACEIA;1° Dose;15
BORBOREMA;1° Dose;99
BOREBI;1° Dose;35
BOTUCATU;1° Dose;2305
BRAGANCA PAULISTA;1° Dose;669
BRAUNA;1° Dose;36
BROTAS;1° Dose;71
BURI;1° Dose;1
BURITIZAL;1° Dose;45
CABREUVA;1° Dose;22
CACAPAVA;1° Dose;542
CACHOEIRA PAULISTA;1° Dose;39
CACONDE;1° Dose;2
CAIEIRAS;1° Dose;295
CAIUA;1° Dose;8
CAJAMAR;1° Dose;54
CAJOBI;1° Dose;85
CAMPINA DO MONTE ALEGRE;1° Dose;39
CAMPINAS;1° Dose;11702
CAMPO LIMPO PAULISTA;1° Dose;482
CAMPOS DO JORDAO;1° Dose;175
CAMPOS NOVOS PAULISTA;1° Dose;34
CANANEIA;1° Dose;41
CANAS;1° Dose;3
CANDIDO MOTA;1° Dose;133
CANDIDO RODRIGUES;1° Dose;29
CANITAR;1° Dose;22
CAPAO BONITO;1° Dose;122
CAPELA DO ALTO;1° Dose;2
CAPIVARI;1° Dose;1
CARAGUATATUBA;1° Dose;195
CARAPICUIBA;1° Dose;83
CARDOSO;1° Dose;80
CASA BRANCA;1° Dose;27
CASTILHO;1° Dose;47
CATANDUVA;1° Dose;1477
CATIGUA;1° Dose;35
CEDRAL;1° Dose;68
CERQUEIRA CESAR;1° Dose;74
CERQUILHO;1° Dose;17
CESARIO LANGE;1° Dose;57
CHARQUEADA;1° Dose;34
CHAVANTES;1° Dose;1
CLEMENTINA;1° Dose;44
COLINA;1° Dose;9
CONCHAL;1° Dose;20
CONCHAS;1° Dose;109
CORDEIROPOLIS;1° Dose;56
CORUMBATAI;1° Dose;20
COSMORAMA;1° Dose;47
COTIA;1° Dose;238
CRAVINHOS;1° Dose;9
CRISTAIS PAULISTA;1° Dose;76
CRUZEIRO;1° Dose;302
CUBATAO;1° Dose;218
CUNHA;1° Dose;77
DESCALVADO;1° Dose;351
DIADEMA;1° Dose;77
DIRCE REIS;1° Dose;25
DIVINOLANDIA;1° Dose;107
DOBRADA;1° Dose;49
DOIS CORREGOS;1° Dose;116
DOLCINOPOLIS;1° Dose;26
DOURADO;1° Dose;71
DRACENA;1° Dose;333
DUARTINA;1° Dose;6
ELIAS FAUSTO;1° Dose;92
ELISIARIO;1° Dose;28
EMBAUBA;1° Dose;21
EMBU DAS ARTES;1° Dose;193
EMBU-GUACU;1° Dose;97
EMILIANOPOLIS;1° Dose;3
ENGENHEIRO COELHO;1° Dose;61
ESPIRITO SANTO DO PINHAL;1° Dose;460
ESTIVA GERBI;1° Dose;1
ESTRELA D'OESTE;1° Dose;97
EUCLIDES DA CUNHA PAULISTA;1° Dose;14
FARTURA;1° Dose;82
FERNANDO PRESTES;1° Dose;72
FERNANDOPOLIS;1° Dose;132
FERNAO;1° Dose;1
FERRAZ DE VASCONCELOS;1° Dose;634
FLORA RICA;1° Dose;1
FLOREAL;1° Dose;43
FLORIDA PAULISTA;1° Dose;1
FRANCA;1° Dose;78
FRANCISCO MORATO;1° Dose;278
FRANCO DA ROCHA;1° Dose;314
GABRIEL MONTEIRO;1° Dose;2
GALIA;1° Dose;38
GARCA;1° Dose;291
GASTAO VIDIGAL;1° Dose;24
GAVIAO PEIXOTO;1° Dose;45
GENERAL SALGADO;1° Dose;146
GLICERIO;1° Dose;26
GUAICARA;1° Dose;49
GUAIMBE;1° Dose;21
GUAIRA;1° Dose;57
GUAPIACU;1° Dose;62
GUAPIARA;1° Dose;23
GUARA;1° Dose;26
GUARACAI;1° Dose;29
GUARACI;1° Dose;53
GUARANI D'OESTE;1° Dose;18
GUARANTA;1° Dose;57
GUARARAPES;1° Dose;35
GUARAREMA;1° Dose;239
GUARATINGUETA;1° Dose;41
GUAREI;1° Dose;52
GUARUJA;1° Dose;182
GUARULHOS;1° Dose;2420
GUATAPARA;1° Dose;19
GUZOLANDIA;1° Dose;28
HERCULANDIA;1° Dose;26
HOLAMBRA;1° Dose;8
IACANGA;1° Dose;125
IARAS;1° Dose;44
IBATE;1° Dose;202
IBIRA;1° Dose;112
IBITINGA;1° Dose;612
ICEM;1° Dose;18
IEPE;1° Dose;50
IGARACU DO TIETE;1° Dose;39
IGARAPAVA;1° Dose;67
IGARATA;1° Dose;100
IGUAPE;1° Dose;61
ILHA COMPRIDA;1° Dose;48
ILHA SOLTEIRA;1° Dose;165
ILHABELA;1° Dose;84
INDAIATUBA;1° Dose;2
INDIANA;1° Dose;50
INDIAPORA;1° Dose;36
INUBIA PAULISTA;1° Dose;40
IPERO;1° Dose;130
IPIGUA;1° Dose;37
IPORANGA;1° Dose;27
IPUA;1° Dose;42
IRACEMAPOLIS;1° Dose;79
IRAPURU;1° Dose;1
ITABERA;1° Dose;32
ITAI;1° Dose;167
ITAJOBI;1° Dose;39
ITAJU;1° Dose;15
ITAOCA;1° Dose;27
ITAPECERICA DA SERRA;1° Dose;487
ITAPETININGA;1° Dose;1201
ITAPEVA;1° Dose;17
ITAPEVI;1° Dose;234
ITAPIRA;1° Dose;183
ITAPIRAPUA PAULISTA;1° Dose;16
ITAPOLIS;1° Dose;161
ITAPUI;1° Dose;81
ITAPURA;1° Dose;43
ITARARE;1° Dose;38
ITARIRI;1° Dose;53
ITATIBA;1° Dose;537
ITATINGA;1° Dose;128
ITIRAPINA;1° Dose;64
ITIRAPUA;1° Dose;58
ITOBI;1° Dose;87
ITU;1° Dose;291
ITUPEVA;1° Dose;147
JABORANDI;1° Dose;50
JABOTICABAL;1° Dose;154
