Município;Dose;Total Doses Aplicadas
ADAMANTINA;1° DOSE;6631
ADAMANTINA;2° DOSE;3457
ADOLFO;1° DOSE;670
ADOLFO;2° DOSE;331
AGUAÍ;1° DOSE;3678
AGUAÍ;2° DOSE;1720
ÁGUAS DA PRATA;1° DOSE;1453
ÁGUAS DA PRATA;2° DOSE;508
ÁGUAS DE LINDÓIA;1° DOSE;2746
ÁGUAS DE LINDÓIA;2° DOSE;956
ÁGUAS DE SANTA BÁRBARA;1° DOSE;858
ÁGUAS DE SANTA BÁRBARA;2° DOSE;340
ÁGUAS DE SÃO PEDRO;1° DOSE;974
ÁGUAS DE SÃO PEDRO;2° DOSE;341
AGUDOS;1° DOSE;5529
AGUDOS;2° DOSE;2551
ALAMBARI;1° DOSE;678
ALAMBARI;2° DOSE;216
ALFREDO MARCONDES;1° DOSE;865
ALFREDO MARCONDES;2° DOSE;410
ALTAIR;1° DOSE;480
ALTAIR;2° DOSE;264
ALTINÓPOLIS;1° DOSE;2282
ALTINÓPOLIS;2° DOSE;911
ALTO ALEGRE;1° DOSE;812
ALTO ALEGRE;2° DOSE;390
ALUMÍNIO;1° DOSE;1684
ALUMÍNIO;2° DOSE;482
ÁLVARES FLORENCE;1° DOSE;752
ÁLVARES FLORENCE;2° DOSE;302
ÁLVARES MACHADO;1° DOSE;3311
ÁLVARES MACHADO;2° DOSE;1165
ÁLVARO DE CARVALHO;1° DOSE;477
ÁLVARO DE CARVALHO;2° DOSE;210
ALVINLÂNDIA;1° DOSE;460
ALVINLÂNDIA;2° DOSE;151
AMERICANA;1° DOSE;31435
AMERICANA;2° DOSE;13896
AMÉRICO BRASILIENSE;1° DOSE;4157
AMÉRICO BRASILIENSE;2° DOSE;1968
AMÉRICO DE CAMPOS;1° DOSE;967
AMÉRICO DE CAMPOS;2° DOSE;351
AMPARO;1° DOSE;10235
AMPARO;2° DOSE;4369
ANALÂNDIA;1° DOSE;650
ANALÂNDIA;2° DOSE;231
ANDRADINA;1° DOSE;8969
ANDRADINA;2° DOSE;3117
ANGATUBA;1° DOSE;2803
ANGATUBA;2° DOSE;768
ANHEMBI;1° DOSE;746
ANHEMBI;2° DOSE;190
ANHUMAS;1° DOSE;621
ANHUMAS;2° DOSE;231
APARECIDA;1° DOSE;3971
APARECIDA;2° DOSE;1311
APARECIDA D'OESTE;1° DOSE;892
APARECIDA D'OESTE;2° DOSE;458
APIAÍ;1° DOSE;2924
APIAÍ;2° DOSE;1306
ARAÇARIGUAMA;1° DOSE;1679
ARAÇARIGUAMA;2° DOSE;598
ARAÇATUBA;1° DOSE;29234
ARAÇATUBA;2° DOSE;14511
ARAÇOIABA DA SERRA;1° DOSE;3552
ARAÇOIABA DA SERRA;2° DOSE;1321
ARAMINA;1° DOSE;716
ARAMINA;2° DOSE;348
ARANDU;1° DOSE;846
ARANDU;2° DOSE;275
ARAPEÍ;1° DOSE;350
ARAPEÍ;2° DOSE;181
ARARAQUARA;1° DOSE;36409
ARARAQUARA;2° DOSE;14976
ARARAS;1° DOSE;17609
ARARAS;2° DOSE;7200
ARCO-ÍRIS;1° DOSE;492
ARCO-ÍRIS;2° DOSE;298
AREALVA;1° DOSE;1394
AREALVA;2° DOSE;441
AREIAS;1° DOSE;555
AREIAS;2° DOSE;246
AREIÓPOLIS;1° DOSE;778
AREIÓPOLIS;2° DOSE;327
ARIRANHA;1° DOSE;1197
ARIRANHA;2° DOSE;635
ARTUR NOGUEIRA;1° DOSE;5547
ARTUR NOGUEIRA;2° DOSE;1887
ARUJÁ;1° DOSE;7424
ARUJÁ;2° DOSE;3477
ASPÁSIA;1° DOSE;330
ASPÁSIA;2° DOSE;184
ASSIS;1° DOSE;15963
ASSIS;2° DOSE;9278
ATIBAIA;1° DOSE;20160
ATIBAIA;2° DOSE;9800
AURIFLAMA;1° DOSE;2166
AURIFLAMA;2° DOSE;759
AVAÍ;1° DOSE;979
AVAÍ;2° DOSE;572
AVANHANDAVA;1° DOSE;1219
AVANHANDAVA;2° DOSE;473
AVARÉ;1° DOSE;12549
AVARÉ;2° DOSE;4395
BADY BASSITT;1° DOSE;2391
BADY BASSITT;2° DOSE;1170
BALBINOS;1° DOSE;316
BALBINOS;2° DOSE;87
BÁLSAMO;1° DOSE;1538
BÁLSAMO;2° DOSE;877
BANANAL;1° DOSE;1654
BANANAL;2° DOSE;832
BARÃO DE ANTONINA;1° DOSE;548
BARÃO DE ANTONINA;2° DOSE;245
BARBOSA;1° DOSE;837
BARBOSA;2° DOSE;431
BARIRI;1° DOSE;5116
BARIRI;2° DOSE;1855
BARRA BONITA;1° DOSE;5384
BARRA BONITA;2° DOSE;2166
BARRA DO CHAPÉU;1° DOSE;525
BARRA DO CHAPÉU;2° DOSE;160
BARRA DO TURVO;1° DOSE;1681
BARRA DO TURVO;2° DOSE;902
BARRETOS;1° DOSE;19368
BARRETOS;2° DOSE;9952
BARRINHA;1° DOSE;2527
BARRINHA;2° DOSE;1321
BARUERI;1° DOSE;27275
BARUERI;2° DOSE;14754
BASTOS;1° DOSE;2796
BASTOS;2° DOSE;1301
BATATAIS;1° DOSE;7707
BATATAIS;2° DOSE;3010
BAURU;1° DOSE;58730
BAURU;2° DOSE;30570
BEBEDOURO;1° DOSE;11589
BEBEDOURO;2° DOSE;4910
BENTO DE ABREU;1° DOSE;358
BENTO DE ABREU;2° DOSE;133
BERNARDINO DE CAMPOS;1° DOSE;1730
BERNARDINO DE CAMPOS;2° DOSE;833
BERTIOGA;1° DOSE;5836
BERTIOGA;2° DOSE;2527
BILAC;1° DOSE;1381
BILAC;2° DOSE;685
BIRIGUI;1° DOSE;14217
BIRIGUI;2° DOSE;5467
BIRITIBA MIRIM;1° DOSE;3077
BIRITIBA MIRIM;2° DOSE;1565
BOA ESPERANÇA DO SUL;1° DOSE;1631
BOA ESPERANÇA DO SUL;2° DOSE;532
BOCAINA;1° DOSE;1434
BOCAINA;2° DOSE;462
BOFETE;1° DOSE;1319
BOFETE;2° DOSE;492
BOITUVA;1° DOSE;5503
BOITUVA;2° DOSE;1675
BOM JESUS DOS PERDÕES;1° DOSE;2342
BOM JESUS DOS PERDÕES;2° DOSE;811
BOM SUCESSO DE ITARARÉ;1° DOSE;315
BOM SUCESSO DE ITARARÉ;2° DOSE;106
BORÁ;1° DOSE;147
BORÁ;2° DOSE;78
BORACÉIA;1° DOSE;671
BORACÉIA;2° DOSE;240
BORBOREMA;1° DOSE;2243
BORBOREMA;2° DOSE;828
BOREBI;1° DOSE;286
BOREBI;2° DOSE;103
BOTUCATU;1° DOSE;25449
BOTUCATU;2° DOSE;11408
BRAGANÇA PAULISTA;1° DOSE;22312
BRAGANÇA PAULISTA;2° DOSE;8660
BRAÚNA;1° DOSE;864
BRAÚNA;2° DOSE;486
BREJO ALEGRE;1° DOSE;421
BREJO ALEGRE;2° DOSE;264
BRODOWSKI;1° DOSE;2980
BRODOWSKI;2° DOSE;1612
BROTAS;1° DOSE;3015
BROTAS;2° DOSE;1034
BURI;1° DOSE;1734
BURI;2° DOSE;455
BURITAMA;1° DOSE;2427
BURITAMA;2° DOSE;1033
BURITIZAL;1° DOSE;762
BURITIZAL;2° DOSE;278
CABRÁLIA PAULISTA;1° DOSE;607
CABRÁLIA PAULISTA;2° DOSE;243
CABREÚVA;1° DOSE;3619
CABREÚVA;2° DOSE;1014
CAÇAPAVA;1° DOSE;10606
CAÇAPAVA;2° DOSE;5129
CACHOEIRA PAULISTA;1° DOSE;4357
CACHOEIRA PAULISTA;2° DOSE;1462
CACONDE;1° DOSE;2507
CACONDE;2° DOSE;601
CAFELÂNDIA;1° DOSE;2510
CAFELÂNDIA;2° DOSE;912
CAIABU;1° DOSE;577
CAIABU;2° DOSE;236
CAIEIRAS;1° DOSE;9044
CAIEIRAS;2° DOSE;3294
CAIUÁ;1° DOSE;825
CAIUÁ;2° DOSE;299
CAJAMAR;1° DOSE;5434
CAJAMAR;2° DOSE;2025
CAJATI;1° DOSE;2644
CAJATI;2° DOSE;1116
CAJOBI;1° DOSE;1483
CAJOBI;2° DOSE;763
CAJURU;1° DOSE;3143
CAJURU;2° DOSE;1227
CAMPINA DO MONTE ALEGRE;1° DOSE;793
CAMPINA DO MONTE ALEGRE;2° DOSE;258
CAMPINAS;1° DOSE;153987
CAMPINAS;2° DOSE;81963
CAMPO LIMPO PAULISTA;1° DOSE;7021
CAMPO LIMPO PAULISTA;2° DOSE;2312
CAMPOS DO JORDÃO;1° DOSE;5491
CAMPOS DO JORDÃO;2° DOSE;1989
CAMPOS NOVOS PAULISTA;1° DOSE;651
CAMPOS NOVOS PAULISTA;2° DOSE;310
CANANÉIA;1° DOSE;1692
CANANÉIA;2° DOSE;756
CANAS;1° DOSE;435
CANAS;2° DOSE;176
CÂNDIDO MOTA;1° DOSE;4129
CÂNDIDO MOTA;2° DOSE;1917
CÂNDIDO RODRIGUES;1° DOSE;597
CÂNDIDO RODRIGUES;2° DOSE;201
CANITAR;1° DOSE;445
CANITAR;2° DOSE;188
CAPÃO BONITO;1° DOSE;5094
CAPÃO BONITO;2° DOSE;1714
CAPELA DO ALTO;1° DOSE;2010
CAPELA DO ALTO;2° DOSE;627
CAPIVARI;1° DOSE;5832
CAPIVARI;2° DOSE;2773
CARAGUATATUBA;1° DOSE;12724
CARAGUATATUBA;2° DOSE;6811
CARAPICUÍBA;1° DOSE;33503
CARAPICUÍBA;2° DOSE;12873
CARDOSO;1° DOSE;1981
CARDOSO;2° DOSE;624
CASA BRANCA;1° DOSE;4042
CASA BRANCA;2° DOSE;1573
