Município;Dose;Total Doses Aplicadas
TRABIJU;UNICA;9
URU;UNICA;9
VITÓRIA BRASIL;UNICA;10
PAULISTÂNIA;UNICA;11
SÃO JOÃO DE IRACEMA;UNICA;5
SANTA CRUZ DA ESPERANÇA;UNICA;10
TURIÚBA;UNICA;11
BENTO DE ABREU;UNICA;12
EMBAÚBA;UNICA;20
SANTA CLARA D'OESTE;UNICA;8
CRUZÁLIA;UNICA;10
MARINÓPOLIS;UNICA;24
BOM SUCESSO DE ITARARÉ;UNICA;20
MONÇÕES;UNICA;20
DOLCINÓPOLIS;UNICA;24
LOURDES;UNICA;23
PARISI;UNICA;11
BREJO ALEGRE;UNICA;21
RIBEIRÃO DOS ÍNDIOS;UNICA;10
JERIQUARA;UNICA;30
SANTA MERCEDES;UNICA;4
NOVA INDEPENDÊNCIA;UNICA;32
CANAS;UNICA;30
EMILIANÓPOLIS;UNICA;11
MARAPOAMA;UNICA;20
CÂNDIDO RODRIGUES;UNICA;21
SANDOVALINA;UNICA;14
PEDRINHAS PAULISTA;UNICA;23
AREIAS;UNICA;17
SÃO FRANCISCO;UNICA;26
MIRA ESTRELA;UNICA;24
RUBINÉIA;UNICA;10
SARUTAIÁ;UNICA;8
MAGDA;UNICA;20
ESPÍRITO SANTO DO TURVO;UNICA;5
PRATÂNIA;UNICA;10
RIBEIRÃO CORRENTE;UNICA;44
FLOREAL;UNICA;10
RIFAINA;UNICA;31
PONGAÍ;UNICA;2
GAVIÃO PEIXOTO;UNICA;45
NIPOÃ;UNICA;29
CAIABU;UNICA;11
PARANAPUÃ;UNICA;27
MERIDIANO;UNICA;34
PLANALTO;UNICA;40
UBARANA;UNICA;16
ITAPURA;UNICA;21
BORACÉIA;UNICA;5
OCAUÇU;UNICA;33
ADOLFO;UNICA;25
MIRASSOLÂNDIA;UNICA;5
ARAMINA;UNICA;39
IPIGUÁ;UNICA;40
INDIANA;UNICA;39
BRAÚNA;UNICA;30
ALFREDO MARCONDES;UNICA;1
APARECIDA D'OESTE;UNICA;36
GUARANTÃ;UNICA;11
SANTA CRUZ DA CONCEIÇÃO;UNICA;35
ITIRAPUÃ;UNICA;55
SILVEIRAS;UNICA;23
DOBRADA;UNICA;36
PARAÍSO;UNICA;8
ARANDU;UNICA;56
PEDRA BELA;UNICA;18
QUINTANA;UNICA;48
TARABAI;UNICA;66
SANTO ANTÔNIO DO JARDIM;UNICA;43
MENDONÇA;UNICA;30
FERNANDO PRESTES;UNICA;9
POLONI;UNICA;37
IBIRAREMA;UNICA;40
NOVA ALIANÇA;UNICA;29
RIBEIRÃO GRANDE;UNICA;28
SANTA ALBERTINA;UNICA;3
CATIGUÁ;UNICA;35
SANTO ANTÔNIO DO ARACANGUÁ;UNICA;53
DUMONT;UNICA;46
RAFARD;UNICA;1
TAPIRAÍ;UNICA;32
ARIRANHA;UNICA;77
NOVA EUROPA;UNICA;92
COSMORAMA;UNICA;51
GUARAÇAÍ;UNICA;61
ÁGUAS DA PRATA;UNICA;43
MANDURI;UNICA;81
BILAC;UNICA;29
AREALVA;UNICA;2
BÁLSAMO;UNICA;70
DOURADO;UNICA;47
ESTRELA D'OESTE;UNICA;76
GUAIÇARA;UNICA;67
BANANAL;UNICA;87
OUROESTE;UNICA;76
UCHOA;UNICA;74
URÂNIA;UNICA;2
BOCAINA;UNICA;68
CEDRAL;UNICA;70
PALMEIRA D'OESTE;UNICA;78
NEVES PAULISTA;UNICA;15
PIRANGI;UNICA;32
SÃO LUIZ DO PARAITINGA;UNICA;69
CHAVANTES;UNICA;78
PARAPUÃ;UNICA;34
FLÓRIDA PAULISTA;UNICA;23
BERNARDINO DE CAMPOS;UNICA;78
IBIRÁ;UNICA;10
IPUÃ;UNICA;54
QUATÁ;UNICA;111
BOA ESPERANÇA DO SUL;UNICA;128
TABAPUÃ;UNICA;71
PIRAPORA DO BOM JESUS;UNICA;85
PATROCÍNIO PAULISTA;UNICA;110
MARACAÍ;UNICA;53
URUPÊS;UNICA;47
PANORAMA;UNICA;46
PINHALZINHO;UNICA;1
DIVINOLÂNDIA;UNICA;2
RIBEIRÃO BRANCO;UNICA;121
DUARTINA;UNICA;50
SANTA ADÉLIA;UNICA;8
AURIFLAMA;UNICA;80
PEDREGULHO;UNICA;73
CESÁRIO LANGE;UNICA;93
PIRATININGA;UNICA;33
BORBOREMA;UNICA;99
ALTINÓPOLIS;UNICA;68
ITAJOBI;UNICA;121
CONCHAS;UNICA;73
PRESIDENTE BERNARDES;UNICA;30
PARANAPANEMA;UNICA;64
BURITAMA;UNICA;1
MIRACATU;UNICA;32
BADY BASSITT;UNICA;140
CERQUEIRA CÉSAR;UNICA;139
BOM JESUS DOS PERDÕES;UNICA;165
SANTO ANTÔNIO DE POSSE;UNICA;91
CASTILHO;UNICA;70
BARRINHA;UNICA;25
TAMBAÚ;UNICA;123
CONCHAL;UNICA;7
JUNQUEIRÓPOLIS;UNICA;42
CUNHA;UNICA;117
POMPÉIA;UNICA;69
BASTOS;UNICA;168
ITAÍ;UNICA;51
DOIS CÓRREGOS;UNICA;108
TAQUARITUBA;UNICA;68
ÁLVARES MACHADO;UNICA;24
PALMITAL;UNICA;162
SÃO MIGUEL ARCANJO;UNICA;44
IGARAPAVA;UNICA;159
GUARAREMA;UNICA;193
TANABI;UNICA;195
ILHABELA;UNICA;128
SERRA NEGRA;UNICA;25
PIRAJU;UNICA;161
SANTA RITA DO PASSA QUATRO;UNICA;77
BARIRI;UNICA;213
LOUVEIRA;UNICA;164
JOSÉ BONIFÁCIO;UNICA;320
DESCALVADO;UNICA;267
TIETÊ;UNICA;265
AGUDOS;UNICA;98
SANTA FÉ DO SUL;UNICA;3
SALTO DE PIRAPORA;UNICA;1
BARRA BONITA;UNICA;46
PEDREIRA;UNICA;30
MAIRINQUE;UNICA;21
PARAGUAÇU PAULISTA;UNICA;58
SOCORRO;UNICA;258
SANTA ISABEL;UNICA;46
COSMÓPOLIS;UNICA;1
MONTE MOR;UNICA;35
ESPÍRITO SANTO DO PINHAL;UNICA;64
NOVA ODESSA;UNICA;93
JAGUARIÚNA;UNICA;389
SANTA CRUZ DO RIO PARDO;UNICA;271
MONTE ALTO;UNICA;243
CAJAMAR;UNICA;646
CAMPO LIMPO PAULISTA;UNICA;135
JANDIRA;UNICA;80
MAIRIPORÃ;UNICA;19
MOCOCA;UNICA;515
PIRASSUNUNGA;UNICA;305
ITAPEVA;UNICA;316
PAULÍNIA;UNICA;1
FERNANDÓPOLIS;UNICA;253
AVARÉ;UNICA;361
LEME;UNICA;749
CUBATÃO;UNICA;36
ITANHAÉM;UNICA;189
VOTUPORANGA;UNICA;89
ITATIBA;UNICA;229
OURINHOS;UNICA;239
TATUÍ;UNICA;136
FRANCISCO MORATO;UNICA;624
FERRAZ DE VASCONCELOS;UNICA;747
CATANDUVA;UNICA;287
SANTA BÁRBARA D'OESTE;UNICA;1629
COTIA;UNICA;1561
SUMARÉ;UNICA;118
SÃO CAETANO DO SUL;UNICA;123
RIO CLARO;UNICA;460
JACAREÍ;UNICA;201
INDAIATUBA;UNICA;790
BARUERI;UNICA;814
AMERICANA;UNICA;718
LIMEIRA;UNICA;859
PRAIA GRANDE;UNICA;106
CARAPICUÍBA;UNICA;689
DIADEMA;UNICA;51
MOGI DAS CRUZES;UNICA;31
SÃO JOSÉ DO RIO PRETO;UNICA;3111
SANTOS;UNICA;51
OSASCO;UNICA;33
SANTO ANDRÉ;UNICA;1
SÃO JOSÉ DOS CAMPOS;UNICA;2964
SÃO BERNARDO DO CAMPO;UNICA;5828
GUARULHOS;UNICA;17
SÃO PAULO;UNICA;86195
BORÁ;2° DOSE;170
NOVA CASTILHO;2° DOSE;208
UNIÃO PAULISTA;2° DOSE;262
TRABIJU;2° DOSE;268
URU;2° DOSE;312
FERNÃO;2° DOSE;328
VITÓRIA BRASIL;2° DOSE;310
PAULISTÂNIA;2° DOSE;296
SÃO JOÃO DE IRACEMA;2° DOSE;344
SANTA SALETE;2° DOSE;376
MESÓPOLIS;2° DOSE;405
DIRCE REIS;2° DOSE;351
SANTANA DA PONTE PENSA;2° DOSE;397
PRACINHA;2° DOSE;263
SANTA CRUZ DA ESPERANÇA;2° DOSE;396
