Município;Dose;Total Doses Aplicadas
BORÁ;2° DOSE;157
NOVA CASTILHO;2° DOSE;207
UNIÃO PAULISTA;2° DOSE;253
TRABIJU;2° DOSE;266
URU;2° DOSE;252
PAULISTÂNIA;2° DOSE;288
VITÓRIA BRASIL;2° DOSE;308
PRACINHA;2° DOSE;262
FERNÃO;2° DOSE;328
SANTA SALETE;2° DOSE;370
DIRCE REIS;2° DOSE;347
SÃO JOÃO DAS DUAS PONTES;2° DOSE;378
SÃO JOÃO DE IRACEMA;2° DOSE;338
ASPÁSIA;2° DOSE;343
JUMIRIM;2° DOSE;360
GUARANI D'OESTE;2° DOSE;349
BOREBI;2° DOSE;311
SANTA CRUZ DA ESPERANÇA;2° DOSE;396
ARAPEÍ;2° DOSE;400
BALBINOS;2° DOSE;313
BOM SUCESSO DE ITARARÉ;2° DOSE;336
BENTO DE ABREU;2° DOSE;353
MESÓPOLIS;2° DOSE;402
SANTANA DA PONTE PENSA;2° DOSE;392
EMBAÚBA;2° DOSE;375
MARINÓPOLIS;2° DOSE;401
LUCIANÓPOLIS;2° DOSE;428
TURIÚBA;2° DOSE;398
RUBIÁCEA;2° DOSE;425
BREJO ALEGRE;2° DOSE;468
CRUZÁLIA;2° DOSE;382
SANTA CLARA D'OESTE;2° DOSE;369
NOVA GUATAPORANGA;2° DOSE;416
MONÇÕES;2° DOSE;434
ALVINLÂNDIA;2° DOSE;451
SAGRES;2° DOSE;411
ZACARIAS;2° DOSE;402
FLORA RICA;2° DOSE;459
SANTA MERCEDES;2° DOSE;462
TORRE DE PEDRA;2° DOSE;407
LOURDES;2° DOSE;431
AREIAS;2° DOSE;486
TAQUARAL;2° DOSE;403
NOVA CANAÃ PAULISTA;2° DOSE;397
QUEIROZ;2° DOSE;378
DOLCINÓPOLIS;2° DOSE;401
PONTES GESTAL;2° DOSE;433
CÁSSIA DOS COQUEIROS;2° DOSE;443
SÃO JOÃO DO PAU D'ALHO;2° DOSE;488
ARCO-ÍRIS;2° DOSE;544
ÓLEO;2° DOSE;508
ELISIÁRIO;2° DOSE;487
MOMBUCA;2° DOSE;459
NANTES;2° DOSE;351
RIBEIRA;2° DOSE;547
TURMALINA;2° DOSE;475
ITAPIRAPUÃ PAULISTA;2° DOSE;486
ESTRELA DO NORTE;2° DOSE;368
GABRIEL MONTEIRO;2° DOSE;465
PARISI;2° DOSE;451
ITAJU;2° DOSE;504
NOVA INDEPENDÊNCIA;2° DOSE;436
LUTÉCIA;2° DOSE;474
JERIQUARA;2° DOSE;439
SANTA RITA D'OESTE;2° DOSE;513
CANAS;2° DOSE;468
PLATINA;2° DOSE;486
NOVA LUZITÂNIA;2° DOSE;549
RIBEIRÃO CORRENTE;2° DOSE;548
TIMBURI;2° DOSE;486
PONTALINDA;2° DOSE;497
ALTAIR;2° DOSE;534
QUADRA;2° DOSE;469
SÃO FRANCISCO;2° DOSE;546
PEDRANÓPOLIS;2° DOSE;519
RIBEIRÃO DOS ÍNDIOS;2° DOSE;537
NIPOÃ;2° DOSE;553
JÚLIO MESQUITA;2° DOSE;552
ÁLVARO DE CARVALHO;2° DOSE;520
MARIÁPOLIS;2° DOSE;571
SANTO EXPEDITO;2° DOSE;568
SANTÓPOLIS DO AGUAPEÍ;2° DOSE;573
OSCAR BRESSANE;2° DOSE;583
MARAPOAMA;2° DOSE;541
TEJUPÁ;2° DOSE;534
MONTEIRO LOBATO;2° DOSE;642
NOVAIS;2° DOSE;613
MOTUCA;2° DOSE;526
LUPÉRCIO;2° DOSE;625
JOÃO RAMALHO;2° DOSE;493
GLICÉRIO;2° DOSE;622
RUBINÉIA;2° DOSE;517
SANDOVALINA;2° DOSE;493
CABRÁLIA PAULISTA;2° DOSE;618
CORUMBATAÍ;2° DOSE;555
CÂNDIDO RODRIGUES;2° DOSE;607
EMILIANÓPOLIS;2° DOSE;533
ONDA VERDE;2° DOSE;605
MARABÁ PAULISTA;2° DOSE;546
MAGDA;2° DOSE;602
ESPÍRITO SANTO DO TURVO;2° DOSE;468
REDENÇÃO DA SERRA;2° DOSE;577
CANITAR;2° DOSE;462
FLORÍNEA;2° DOSE;522
PRATÂNIA;2° DOSE;499
SARUTAIÁ;2° DOSE;579
PEDRINHAS PAULISTA;2° DOSE;525
GASTÃO VIDIGAL;2° DOSE;589
LUIZIÂNIA;2° DOSE;682
BARÃO DE ANTONINA;2° DOSE;596
SUZANÁPOLIS;2° DOSE;529
SEBASTIANÓPOLIS DO SUL;2° DOSE;563
GAVIÃO PEIXOTO;2° DOSE;598
SÃO JOSÉ DO BARREIRO;2° DOSE;611
MIRA ESTRELA;2° DOSE;564
INÚBIA PAULISTA;2° DOSE;618
ITAOCA;2° DOSE;698
UBIRAJARA;2° DOSE;634
PONGAÍ;2° DOSE;652
ANHUMAS;2° DOSE;608
RIFAINA;2° DOSE;580
TAQUARIVAÍ;2° DOSE;483
GUZOLÂNDIA;2° DOSE;601
FLOREAL;2° DOSE;651
PARANAPUÃ;2° DOSE;603
CAIABU;2° DOSE;641
UBARANA;2° DOSE;607
BORACÉIA;2° DOSE;712
PRESIDENTE ALVES;2° DOSE;782
SANTA MARIA DA SERRA;2° DOSE;805
ÁLVARES FLORENCE;2° DOSE;766
NARANDIBA;2° DOSE;570
ANALÂNDIA;2° DOSE;645
BARRA DO CHAPÉU;2° DOSE;575
ITAPURA;2° DOSE;668
PIQUEROBI;2° DOSE;717
PLANALTO;2° DOSE;586
JAMBEIRO;2° DOSE;779
LAVRINHAS;2° DOSE;606
IARAS;2° DOSE;625
OCAUÇU;2° DOSE;660
BURITIZAL;2° DOSE;711
MERIDIANO;2° DOSE;640
MONTE CASTELO;2° DOSE;729
ARAMINA;2° DOSE;771
MURUTINGA DO SUL;2° DOSE;830
IPORANGA;2° DOSE;801
CAMPOS NOVOS PAULISTA;2° DOSE;677
MACEDÔNIA;2° DOSE;659
SALMOURÃO;2° DOSE;740
SANTA ERNESTINA;2° DOSE;617
ALTO ALEGRE;2° DOSE;837
IPEÚNA;2° DOSE;616
MIRASSOLÂNDIA;2° DOSE;769
ADOLFO;2° DOSE;716
CAIUÁ;2° DOSE;854
PIACATU;2° DOSE;822
CORONEL MACEDO;2° DOSE;700
INDIAPORÃ;2° DOSE;843
GUARANTÃ;2° DOSE;876
ALAMBARI;2° DOSE;758
IPIGUÁ;2° DOSE;716
BRAÚNA;2° DOSE;880
RIBEIRÃO DO SUL;2° DOSE;785
GUAIMBÊ;2° DOSE;828
DOBRADA;2° DOSE;842
PAULICÉIA;2° DOSE;778
PARDINHO;2° DOSE;822
NOVA CAMPINA;2° DOSE;777
ÁGUAS DE SANTA BÁRBARA;2° DOSE;875
COROADOS;2° DOSE;730
MENDONÇA;2° DOSE;894
ITIRAPUÃ;2° DOSE;939
SANTA LÚCIA;2° DOSE;813
COLÔMBIA;2° DOSE;890
ORINDIÚVA;2° DOSE;633
VISTA ALEGRE DO ALTO;2° DOSE;917
CAMPINA DO MONTE ALEGRE;2° DOSE;807
ANHEMBI;2° DOSE;802
RIVERSUL;2° DOSE;867
POPULINA;2° DOSE;820
RESTINGA;2° DOSE;743
ÁGUAS DE SÃO PEDRO;2° DOSE;930
LAVÍNIA;2° DOSE;839
ALFREDO MARCONDES;2° DOSE;960
TACIBA;2° DOSE;795
INDIANA;2° DOSE;838
APARECIDA D'OESTE;2° DOSE;871
SILVEIRAS;2° DOSE;896
TARABAI;2° DOSE;844
AVAÍ;2° DOSE;1140
CLEMENTINA;2° DOSE;876
SANTA CRUZ DA CONCEIÇÃO;2° DOSE;979
ARANDU;2° DOSE;852
SÃO JOSÉ DA BELA VISTA;2° DOSE;951
TAIÚVA;2° DOSE;1068
SABINO;2° DOSE;1007
BARBOSA;2° DOSE;876
LAGOINHA;2° DOSE;872
PEDRA BELA;2° DOSE;914
TAIAÇU;2° DOSE;946
PALMARES PAULISTA;2° DOSE;881
TUIUTI;2° DOSE;1052
GUATAPARÁ;2° DOSE;994
IRAPUÃ;2° DOSE;1025
SANTO ANTÔNIO DO PINHAL;2° DOSE;907
JABORANDI;2° DOSE;992
FERNANDO PRESTES;2° DOSE;1180
ORIENTE;2° DOSE;1020
NATIVIDADE DA SERRA;2° DOSE;1068
AMÉRICO DE CAMPOS;2° DOSE;1019
RIBEIRÃO GRANDE;2° DOSE;900
IACRI;2° DOSE;955
PEREIRAS;2° DOSE;1032
SANTO ANTÔNIO DO JARDIM;2° DOSE;986
SANTO ANTÔNIO DO ARACANGUÁ;2° DOSE;1053
NOVA ALIANÇA;2° DOSE;1045
ECHAPORÃ;2° DOSE;1099
PARAÍSO;2° DOSE;947
QUINTANA;2° DOSE;961
TRÊS FRONTEIRAS;2° DOSE;1078
DUMONT;2° DOSE;1010
LINDÓIA;2° DOSE;1094
JACI;2° DOSE;1070
RIOLÂNDIA;2° DOSE;1214
