Município;Dose;Total Doses Aplicadas
BORÁ;UNICA;10
NOVA CASTILHO;UNICA;20
URU;UNICA;26
UNIÃO PAULISTA;UNICA;28
TRABIJU;UNICA;35
FERNÃO;UNICA;30
FLORA RICA;UNICA;19
DIRCE REIS;UNICA;18
PAULISTÂNIA;UNICA;38
VITÓRIA BRASIL;UNICA;37
SANTA SALETE;UNICA;30
SÃO JOÃO DE IRACEMA;UNICA;35
SANTANA DA PONTE PENSA;UNICA;32
MESÓPOLIS;UNICA;36
ASPÁSIA;UNICA;15
SANTA CRUZ DA ESPERANÇA;UNICA;40
MARINÓPOLIS;UNICA;40
ARCO-ÍRIS;UNICA;30
TURIÚBA;UNICA;39
SAGRES;UNICA;46
BOREBI;UNICA;50
GUARANI D'OESTE;UNICA;30
ARAPEÍ;UNICA;54
DOLCINÓPOLIS;UNICA;54
LUCIANÓPOLIS;UNICA;44
TURMALINA;UNICA;23
SÃO JOÃO DO PAU D'ALHO;UNICA;30
MONÇÕES;UNICA;50
CRUZÁLIA;UNICA;32
NOVA CANAÃ PAULISTA;UNICA;25
EMBAÚBA;UNICA;60
RIBEIRÃO DOS ÍNDIOS;UNICA;44
BENTO DE ABREU;UNICA;72
NOVA GUATAPORANGA;UNICA;35
SANTA CLARA D'OESTE;UNICA;32
SÃO JOÃO DAS DUAS PONTES;UNICA;60
BREJO ALEGRE;UNICA;72
ÓLEO;UNICA;57
TORRE DE PEDRA;UNICA;50
TAQUARAL;UNICA;59
ZACARIAS;UNICA;69
NANTES;UNICA;58
LOURDES;UNICA;47
PARISI;UNICA;45
PONTES GESTAL;UNICA;61
CÁSSIA DOS COQUEIROS;UNICA;52
ESTRELA DO NORTE;UNICA;48
LUTÉCIA;UNICA;55
RUBIÁCEA;UNICA;47
ALVINLÂNDIA;UNICA;58
PEDRANÓPOLIS;UNICA;56
QUEIROZ;UNICA;85
BOM SUCESSO DE ITARARÉ;UNICA;77
OSCAR BRESSANE;UNICA;45
MOMBUCA;UNICA;71
SANTA MERCEDES;UNICA;53
GABRIEL MONTEIRO;UNICA;62
JUMIRIM;UNICA;99
RIBEIRA;UNICA;58
JERIQUARA;UNICA;71
PLATINA;UNICA;77
TIMBURI;UNICA;39
SANTO EXPEDITO;UNICA;60
SANTA RITA D'OESTE;UNICA;58
NOVA LUZITÂNIA;UNICA;126
CÂNDIDO RODRIGUES;UNICA;56
ALTAIR;UNICA;115
ELISIÁRIO;UNICA;100
MARAPOAMA;UNICA;71
SÃO FRANCISCO;UNICA;43
PEDRINHAS PAULISTA;UNICA;55
FLORÍNEA;UNICA;26
ITAOCA;UNICA;34
EMILIANÓPOLIS;UNICA;70
SARUTAIÁ;UNICA;66
