Município;Dose;Total Doses Aplicadas
ZACARIAS;UNICA;69
VOTUPORANGA;UNICA;2315
VOTORANTIM;UNICA;3252
VITÓRIA BRASIL;UNICA;37
VISTA ALEGRE DO ALTO;UNICA;254
VIRADOURO;UNICA;460
VINHEDO;UNICA;2286
VERA CRUZ;UNICA;181
VÁRZEA PAULISTA;UNICA;3590
VARGEM GRANDE PAULISTA;UNICA;1369
VARGEM GRANDE DO SUL;UNICA;1018
VARGEM;UNICA;258
VALPARAÍSO;UNICA;609
VALINHOS;UNICA;3341
VALENTIM GENTIL;UNICA;406
URUPÊS;UNICA;351
URU;UNICA;26
URÂNIA;UNICA;233
UNIÃO PAULISTA;UNICA;36
UCHOA;UNICA;231
UBIRAJARA;UNICA;104
UBATUBA;UNICA;2142
UBARANA;UNICA;160
TURMALINA;UNICA;23
TURIÚBA;UNICA;39
TUPI PAULISTA;UNICA;325
TUPÃ;UNICA;1387
TUIUTI;UNICA;180
TRÊS FRONTEIRAS;UNICA;134
TREMEMBÉ;UNICA;1223
TRABIJU;UNICA;35
TORRINHA;UNICA;256
TORRE DE PEDRA;UNICA;50
TIMBURI;UNICA;39
TIETÊ;UNICA;1123
TERRA ROXA;UNICA;245
TEODORO SAMPAIO;UNICA;574
TEJUPÁ;UNICA;90
TAUBATÉ;UNICA;8378
TATUÍ;UNICA;3090
TARUMÃ;UNICA;410
TARABAI;UNICA;204
TAQUARIVAÍ;UNICA;121
TAQUARITUBA;UNICA;495
TAQUARITINGA;UNICA;1299
TAQUARAL;UNICA;59
TAPIRATIBA;UNICA;283
TAPIRAÍ;UNICA;151
TANABI;UNICA;625
TAMBAÚ;UNICA;572
TAIÚVA;UNICA;158
TAIAÇU;UNICA;150
TAGUAÍ;UNICA;343
TACIBA;UNICA;157
TABOÃO DA SERRA;UNICA;7651
TABATINGA;UNICA;520
TABAPUÃ;UNICA;268
SUZANO;UNICA;7553
SUZANÁPOLIS;UNICA;65
SUMARÉ;UNICA;8464
SUD MENNUCCI;UNICA;196
SOROCABA;UNICA;17843
SOCORRO;UNICA;983
SILVEIRAS;UNICA;162
SEVERÍNIA;UNICA;509
SETE BARRAS;UNICA;258
SERTÃOZINHO;UNICA;3543
SERRA NEGRA;UNICA;637
SERRA AZUL;UNICA;156
SEBASTIANÓPOLIS DO SUL;UNICA;82
SARUTAIÁ;UNICA;66
SARAPUÍ;UNICA;261
SÃO VICENTE;UNICA;7582
SÃO SIMÃO;UNICA;355
SÃO SEBASTIÃO DA GRAMA;UNICA;295
SÃO SEBASTIÃO;UNICA;2351
SÃO ROQUE;UNICA;2035
SÃO PEDRO DO TURVO;UNICA;160
SÃO PEDRO;UNICA;790
SÃO PAULO;UNICA;326469
SÃO MIGUEL ARCANJO;UNICA;836
SÃO MANUEL;UNICA;1036
SÃO LUIZ DO PARAITINGA;UNICA;240
SÃO LOURENÇO DA SERRA;UNICA;371
SÃO JOSÉ DOS CAMPOS;UNICA;16318
SÃO JOSÉ DO RIO PRETO;UNICA;11550
SÃO JOSÉ DO RIO PARDO;UNICA;1255
SÃO JOSÉ DO BARREIRO;UNICA;88
SÃO JOSÉ DA BELA VISTA;UNICA;228
SÃO JOAQUIM DA BARRA;UNICA;1436
SÃO JOÃO DO PAU D'ALHO;UNICA;30
SÃO JOÃO DE IRACEMA;UNICA;35
SÃO JOÃO DAS DUAS PONTES;UNICA;60
SÃO JOÃO DA BOA VISTA;UNICA;2116
SÃO FRANCISCO;UNICA;43
SÃO CARLOS;UNICA;6782
SÃO CAETANO DO SUL;UNICA;4600
SÃO BERNARDO DO CAMPO;UNICA;21027
SÃO BENTO DO SAPUCAÍ;UNICA;239
SANTOS;UNICA;7978
SANTÓPOLIS DO AGUAPEÍ;UNICA;162
SANTO EXPEDITO;UNICA;60
SANTO ANTÔNIO DO PINHAL;UNICA;148
SANTO ANTÔNIO DO JARDIM;UNICA;192
SANTO ANTÔNIO DO ARACANGUÁ;UNICA;235
SANTO ANTÔNIO DE POSSE;UNICA;648
SANTO ANTÔNIO DA ALEGRIA;UNICA;155
SANTO ANDRÉ;UNICA;17598
SANTO ANASTÁCIO;UNICA;507
SANTANA DE PARNAÍBA;UNICA;3748
SANTANA DA PONTE PENSA;UNICA;32
SANTA SALETE;UNICA;30
SANTA ROSA DE VITERBO;UNICA;666
SANTA RITA DO PASSA QUATRO;UNICA;547
SANTA RITA D'OESTE;UNICA;58
SANTA MERCEDES;UNICA;53
SANTA MARIA DA SERRA;UNICA;173
SANTA LÚCIA;UNICA;237
SANTA ISABEL;UNICA;1153
SANTA GERTRUDES;UNICA;628
SANTA FÉ DO SUL;UNICA;703
SANTA ERNESTINA;UNICA;164
SANTA CRUZ DO RIO PARDO;UNICA;978
SANTA CRUZ DAS PALMEIRAS;UNICA;984
SANTA CRUZ DA ESPERANÇA;UNICA;40
SANTA CRUZ DA CONCEIÇÃO;UNICA;111
SANTA CLARA D'OESTE;UNICA;32
SANTA BRANCA;UNICA;349
SANTA BÁRBARA D'OESTE;UNICA;5360
SANTA ALBERTINA;UNICA;125
SANTA ADÉLIA;UNICA;423
SANDOVALINA;UNICA;79
SALTO GRANDE;UNICA;214
SALTO DE PIRAPORA;UNICA;1116
SALTO;UNICA;3116
SALTINHO;UNICA;262
SALMOURÃO;UNICA;132
SALESÓPOLIS;UNICA;459
SALES OLIVEIRA;UNICA;286
SALES;UNICA;145
SAGRES;UNICA;44
SABINO;UNICA;129
RUBINÉIA;UNICA;60
RUBIÁCEA;UNICA;49
ROSEIRA;UNICA;328
ROSANA;UNICA;372
RIVERSUL;UNICA;115
RIOLÂNDIA;UNICA;263
RIO GRANDE DA SERRA;UNICA;1338
RIO DAS PEDRAS;UNICA;973
RIO CLARO;UNICA;5012
RINÓPOLIS;UNICA;263
RINCÃO;UNICA;291
RIFAINA;UNICA;89
RIBEIRÃO PRETO;UNICA;20276
RIBEIRÃO PIRES;UNICA;3338
RIBEIRÃO GRANDE;UNICA;171
RIBEIRÃO DOS ÍNDIOS;UNICA;44
RIBEIRÃO DO SUL;UNICA;80
RIBEIRÃO CORRENTE;UNICA;132
RIBEIRÃO BRANCO;UNICA;376
RIBEIRÃO BONITO;UNICA;321
RIBEIRA;UNICA;58
RESTINGA;UNICA;168
REGISTRO;UNICA;1082
REGINÓPOLIS;UNICA;72
REGENTE FEIJÓ;UNICA;473
REDENÇÃO DA SERRA;UNICA;86
RANCHARIA;UNICA;706
RAFARD;UNICA;246
QUINTANA;UNICA;149
QUELUZ;UNICA;295
QUEIROZ;UNICA;85
QUATÁ;UNICA;340
QUADRA;UNICA;114
PROMISSÃO;UNICA;1055
PRESIDENTE VENCESLAU;UNICA;946
PRESIDENTE PRUDENTE;UNICA;5198
PRESIDENTE EPITÁCIO;UNICA;916
PRESIDENTE BERNARDES;UNICA;237
PRESIDENTE ALVES;UNICA;102
PRATÂNIA;UNICA;129
PRAIA GRANDE;UNICA;8150
PRADÓPOLIS;UNICA;682
PRACINHA;UNICA;10
POTIRENDABA;UNICA;480
POTIM;UNICA;515
PORTO FERREIRA;UNICA;1390
PORTO FELIZ;UNICA;1343
PORANGABA;UNICA;224
POPULINA;UNICA;84
PONTES GESTAL;UNICA;61
PONTALINDA;UNICA;107
PONTAL;UNICA;1600
PONGAÍ;UNICA;81
POMPÉIA;UNICA;533
POLONI;UNICA;153
POÁ;UNICA;2939
PLATINA;UNICA;77
PLANALTO;UNICA;130
PITANGUEIRAS;UNICA;1150
PIRATININGA;UNICA;340
PIRASSUNUNGA;UNICA;1709
PIRAPOZINHO;UNICA;563
PIRAPORA DO BOM JESUS;UNICA;445
PIRANGI;UNICA;268
PIRAJUÍ;UNICA;328
PIRAJU;UNICA;562
PIRACICABA;UNICA;10727
PIRACAIA;UNICA;696
PIQUETE;UNICA;342
PIQUEROBI;UNICA;54
PINHALZINHO;UNICA;401
PINDORAMA;UNICA;425
PINDAMONHANGABA;UNICA;4435
PILAR DO SUL;UNICA;680
PIEDADE;UNICA;1563
PIACATU;UNICA;133
PERUÍBE;UNICA;1349
PEREIRAS;UNICA;220
PEREIRA BARRETO;UNICA;576
PENÁPOLIS;UNICA;1322
