Município;Dose;Total Doses Aplicadas
BORÁ;UNICA;10
NOVA CASTILHO;UNICA;20
URU;UNICA;26
UNIÃO PAULISTA;UNICA;36
TRABIJU;UNICA;35
FERNÃO;UNICA;30
SANTA SALETE;UNICA;30
SANTANA DA PONTE PENSA;UNICA;32
FLORA RICA;UNICA;19
DIRCE REIS;UNICA;18
VITÓRIA BRASIL;UNICA;37
SÃO JOÃO DE IRACEMA;UNICA;35
MESÓPOLIS;UNICA;36
ASPÁSIA;UNICA;15
PAULISTÂNIA;UNICA;38
TURIÚBA;UNICA;39
ARCO-ÍRIS;UNICA;30
SANTA CRUZ DA ESPERANÇA;UNICA;40
MARINÓPOLIS;UNICA;40
GUARANI D'OESTE;UNICA;30
NOVA CANAÃ PAULISTA;UNICA;25
SAGRES;UNICA;46
MONÇÕES;UNICA;50
TURMALINA;UNICA;23
CRUZÁLIA;UNICA;32
SÃO JOÃO DO PAU D'ALHO;UNICA;30
EMBAÚBA;UNICA;60
DOLCINÓPOLIS;UNICA;54
ARAPEÍ;UNICA;59
NOVA GUATAPORANGA;UNICA;35
LOURDES;UNICA;47
LUCIANÓPOLIS;UNICA;44
BREJO ALEGRE;UNICA;72
BOREBI;UNICA;50
RIBEIRÃO DOS ÍNDIOS;UNICA;44
SANTA CLARA D'OESTE;UNICA;32
BENTO DE ABREU;UNICA;72
ÓLEO;UNICA;57
ZACARIAS;UNICA;69
TAQUARAL;UNICA;59
CÁSSIA DOS COQUEIROS;UNICA;52
PONTES GESTAL;UNICA;61
PARISI;UNICA;45
OSCAR BRESSANE;UNICA;45
SÃO JOÃO DAS DUAS PONTES;UNICA;60
TORRE DE PEDRA;UNICA;50
GABRIEL MONTEIRO;UNICA;62
LUTÉCIA;UNICA;55
TIMBURI;UNICA;39
ALVINLÂNDIA;UNICA;68
RUBIÁCEA;UNICA;49
NANTES;UNICA;59
PEDRANÓPOLIS;UNICA;56
SANTA RITA D'OESTE;UNICA;58
ESTRELA DO NORTE;UNICA;48
NOVA LUZITÂNIA;UNICA;126
SANTA MERCEDES;UNICA;53
MOMBUCA;UNICA;71
JUMIRIM;UNICA;99
SÃO FRANCISCO;UNICA;43
SANTO EXPEDITO;UNICA;60
ELISIÁRIO;UNICA;100
CÂNDIDO RODRIGUES;UNICA;56
QUEIROZ;UNICA;85
RIBEIRA;UNICA;58
PIQUEROBI;UNICA;54
PLATINA;UNICA;77
JERIQUARA;UNICA;71
MARAPOAMA;UNICA;71
ITAJU;UNICA;97
MIRA ESTRELA;UNICA;51
BOM SUCESSO DE ITARARÉ;UNICA;77
SUZANÁPOLIS;UNICA;65
FLOREAL;UNICA;50
PEDRINHAS PAULISTA;UNICA;55
