Município;Dose;Total Doses Aplicadas
BORÁ;UNICA;10
NOVA CASTILHO;UNICA;20
URU;UNICA;26
UNIÃO PAULISTA;UNICA;36
TRABIJU;UNICA;35
FERNÃO;UNICA;30
DIRCE REIS;UNICA;18
SANTA SALETE;UNICA;30
SANTANA DA PONTE PENSA;UNICA;32
FLORA RICA;UNICA;19
SÃO JOÃO DE IRACEMA;UNICA;35
VITÓRIA BRASIL;UNICA;37
PAULISTÂNIA;UNICA;38
ASPÁSIA;UNICA;15
MESÓPOLIS;UNICA;36
MARINÓPOLIS;UNICA;40
SANTA CRUZ DA ESPERANÇA;UNICA;40
TURIÚBA;UNICA;39
ARCO-ÍRIS;UNICA;30
GUARANI D'OESTE;UNICA;30
NOVA CANAÃ PAULISTA;UNICA;25
SAGRES;UNICA;46
MONÇÕES;UNICA;50
TURMALINA;UNICA;23
BOREBI;UNICA;50
EMBAÚBA;UNICA;60
NOVA GUATAPORANGA;UNICA;35
LUCIANÓPOLIS;UNICA;44
CRUZÁLIA;UNICA;32
SÃO JOÃO DO PAU D'ALHO;UNICA;30
ARAPEÍ;UNICA;54
DOLCINÓPOLIS;UNICA;54
BENTO DE ABREU;UNICA;72
LOURDES;UNICA;47
BREJO ALEGRE;UNICA;72
SANTA CLARA D'OESTE;UNICA;32
RIBEIRÃO DOS ÍNDIOS;UNICA;44
SÃO JOÃO DAS DUAS PONTES;UNICA;60
ÓLEO;UNICA;57
PONTES GESTAL;UNICA;61
TORRE DE PEDRA;UNICA;50
PARISI;UNICA;45
ZACARIAS;UNICA;69
TAQUARAL;UNICA;59
RUBIÁCEA;UNICA;48
LUTÉCIA;UNICA;55
OSCAR BRESSANE;UNICA;45
CÁSSIA DOS COQUEIROS;UNICA;52
NANTES;UNICA;59
TIMBURI;UNICA;39
ALVINLÂNDIA;UNICA;68
GABRIEL MONTEIRO;UNICA;62
ESTRELA DO NORTE;UNICA;48
NOVA LUZITÂNIA;UNICA;126
SANTA MERCEDES;UNICA;53
MOMBUCA;UNICA;71
SANTA RITA D'OESTE;UNICA;58
JUMIRIM;UNICA;99
PEDRANÓPOLIS;UNICA;56
JERIQUARA;UNICA;71
QUEIROZ;UNICA;85
RIBEIRA;UNICA;58
SANTO EXPEDITO;UNICA;60
SÃO FRANCISCO;UNICA;43
CÂNDIDO RODRIGUES;UNICA;56
PLATINA;UNICA;77
BOM SUCESSO DE ITARARÉ;UNICA;77
ELISIÁRIO;UNICA;100
MARAPOAMA;UNICA;71
FLOREAL;UNICA;50
MAGDA;UNICA;65
PEDRINHAS PAULISTA;UNICA;55
EMILIANÓPOLIS;UNICA;70
ALTAIR;UNICA;115
MIRA ESTRELA;UNICA;51
ITAJU;UNICA;97
