Município;Dose;Total Doses Aplicadas
BORÁ;UNICA;10
NOVA CASTILHO;UNICA;20
TRABIJU;UNICA;35
UNIÃO PAULISTA;UNICA;24
URU;UNICA;26
FERNÃO;UNICA;30
PAULISTÂNIA;UNICA;38
DIRCE REIS;UNICA;12
VITÓRIA BRASIL;UNICA;37
SANTANA DA PONTE PENSA;UNICA;32
SÃO JOÃO DE IRACEMA;UNICA;30
SANTA SALETE;UNICA;30
FLORA RICA;UNICA;19
MESÓPOLIS;UNICA;36
ASPÁSIA;UNICA;15
SANTA CRUZ DA ESPERANÇA;UNICA;40
BOREBI;UNICA;50
TURIÚBA;UNICA;40
MARINÓPOLIS;UNICA;40
SAGRES;UNICA;46
ARCO-ÍRIS;UNICA;30
ARAPEÍ;UNICA;18
GUARANI D'OESTE;UNICA;30
EMBAÚBA;UNICA;60
MONÇÕES;UNICA;50
SÃO JOÃO DO PAU D'ALHO;UNICA;25
TURMALINA;UNICA;23
BENTO DE ABREU;UNICA;57
NOVA CANAÃ PAULISTA;UNICA;25
CRUZÁLIA;UNICA;32
SANTA CLARA D'OESTE;UNICA;32
NOVA GUATAPORANGA;UNICA;35
DOLCINÓPOLIS;UNICA;54
LUCIANÓPOLIS;UNICA;44
ZACARIAS;UNICA;69
TAQUARAL;UNICA;54
SÃO JOÃO DAS DUAS PONTES;UNICA;59
TORRE DE PEDRA;UNICA;50
PONTES GESTAL;UNICA;61
PARISI;UNICA;46
ÓLEO;UNICA;43
PRACINHA;UNICA;10
NANTES;UNICA;58
BREJO ALEGRE;UNICA;72
CÁSSIA DOS COQUEIROS;UNICA;52
RIBEIRÃO DOS ÍNDIOS;UNICA;44
LOURDES;UNICA;50
ESTRELA DO NORTE;UNICA;48
RIBEIRA;UNICA;22
BOM SUCESSO DE ITARARÉ;UNICA;78
RUBIÁCEA;UNICA;46
TIMBURI;UNICA;39
LUTÉCIA;UNICA;55
QUEIROZ;UNICA;85
ALVINLÂNDIA;UNICA;55
PEDRANÓPOLIS;UNICA;56
JUMIRIM;UNICA;99
MOMBUCA;UNICA;71
OSCAR BRESSANE;UNICA;45
SANTA MERCEDES;UNICA;53
JERIQUARA;UNICA;71
SANTA RITA D'OESTE;UNICA;53
GABRIEL MONTEIRO;UNICA;62
MARAPOAMA;UNICA;71
PLATINA;UNICA;77
NOVA LUZITÂNIA;UNICA;126
ALTAIR;UNICA;115
SANTO EXPEDITO;UNICA;55
CÂNDIDO RODRIGUES;UNICA;56
ITAPIRAPUÃ PAULISTA;UNICA;86
QUADRA;UNICA;67
PEDRINHAS PAULISTA;UNICA;56
ELISIÁRIO;UNICA;100
ITAOCA;UNICA;28
SANDOVALINA;UNICA;74
