Municipio;Dose;Contagem de Id Vacinacao
ADAMANTINA;1° Dose;545
ADOLFO;1° Dose;99
AGUAI;1° Dose;189
AGUAS DA PRATA;1° Dose;100
AGUAS DE LINDOIA;1° Dose;80
AGUAS DE SANTA BARBARA;1° Dose;114
AGUDOS;1° Dose;640
ALAMBARI;1° Dose;23
ALFREDO MARCONDES;1° Dose;7
ALTAIR;1° Dose;103
ALTINOPOLIS;1° Dose;124
ALTO ALEGRE;1° Dose;62
ALUMINIO;1° Dose;174
ALVARES FLORENCE;1° Dose;68
ALVARES MACHADO;1° Dose;190
ALVINLANDIA;1° Dose;32
AMERICANA;1° Dose;371
AMERICO BRASILIENSE;1° Dose;196
AMERICO DE CAMPOS;1° Dose;84
AMPARO;1° Dose;1389
ANALANDIA;1° Dose;82
ANDRADINA;1° Dose;632
ANGATUBA;1° Dose;106
ANHEMBI;1° Dose;56
ANHUMAS;1° Dose;80
APARECIDA;1° Dose;250
APARECIDA D'OESTE;1° Dose;123
APIAI;1° Dose;80
ARACARIGUAMA;1° Dose;128
ARACATUBA;1° Dose;2281
ARAMINA;1° Dose;58
ARANDU;1° Dose;93
ARAPEI;1° Dose;48
ARARAQUARA;1° Dose;3823
ARARAS;1° Dose;2413
ARCO-IRIS;1° Dose;56
AREALVA;1° Dose;105
AREIAS;1° Dose;49
AREIOPOLIS;1° Dose;93
ARIRANHA;1° Dose;230
ARTUR NOGUEIRA;1° Dose;394
ARUJA;1° Dose;261
ASPASIA;1° Dose;5
ASSIS;1° Dose;1061
ATIBAIA;1° Dose;1633
AURIFLAMA;1° Dose;257
AVAI;1° Dose;89
AVANHANDAVA;1° Dose;60
AVARE;1° Dose;1819
BADY BASSITT;1° Dose;43
BALBINOS;1° Dose;67
BALSAMO;1° Dose;207
BANANAL;1° Dose;141
BARAO DE ANTONINA;1° Dose;54
BARBOSA;1° Dose;129
BARIRI;1° Dose;478
BARRA BONITA;1° Dose;569
BARRA DO CHAPEU;1° Dose;33
BARRA DO TURVO;1° Dose;45
BARRETOS;1° Dose;1839
BARRINHA;1° Dose;205
BARUERI;1° Dose;3403
BASTOS;1° Dose;108
BATATAIS;1° Dose;28
BAURU;1° Dose;2565
BEBEDOURO;1° Dose;1355
BENTO DE ABREU;1° Dose;41
BERNARDINO DE CAMPOS;1° Dose;3
BERTIOGA;1° Dose;737
BILAC;1° Dose;12
BIRIGUI;1° Dose;629
BIRITIBA-MIRIM;1° Dose;219
BOA ESPERANCA DO SUL;1° Dose;154
BOCAINA;1° Dose;176
BOFETE;1° Dose;60
BOITUVA;1° Dose;406
BOM JESUS DOS PERDOES;1° Dose;220
BOM SUCESSO DE ITARARE;1° Dose;44
BORACEIA;1° Dose;73
BORBOREMA;1° Dose;210
BOREBI;1° Dose;37
BOTUCATU;1° Dose;4295
BRAGANCA PAULISTA;1° Dose;2057
BRAUNA;1° Dose;51
BRODOWSKI;1° Dose;69
BROTAS;1° Dose;282
BURI;1° Dose;23
BURITIZAL;1° Dose;111
CABRALIA PAULISTA;1° Dose;62
CABREUVA;1° Dose;22
CACAPAVA;1° Dose;916
CACHOEIRA PAULISTA;1° Dose;122
CACONDE;1° Dose;21
CAIEIRAS;1° Dose;1093
CAIUA;1° Dose;94
CAJAMAR;1° Dose;188
CAJATI;1° Dose;118
CAJOBI;1° Dose;225
CAJURU;1° Dose;2
CAMPINA DO MONTE ALEGRE;1° Dose;49
CAMPINAS;1° Dose;21839
CAMPO LIMPO PAULISTA;1° Dose;889
CAMPOS DO JORDAO;1° Dose;642
CAMPOS NOVOS PAULISTA;1° Dose;84
CANANEIA;1° Dose;131
CANAS;1° Dose;31
CANDIDO MOTA;1° Dose;139
CANDIDO RODRIGUES;1° Dose;30
CANITAR;1° Dose;44
CAPAO BONITO;1° Dose;531
CAPELA DO ALTO;1° Dose;45
CAPIVARI;1° Dose;5
CARAGUATATUBA;1° Dose;1323
CARAPICUIBA;1° Dose;650
CARDOSO;1° Dose;128
CASA BRANCA;1° Dose;31
CASSIA DOS COQUEIROS;1° Dose;49
CASTILHO;1° Dose;87
CATANDUVA;1° Dose;2441
CATIGUA;1° Dose;67
CEDRAL;1° Dose;99
CERQUEIRA CESAR;1° Dose;230
CERQUILHO;1° Dose;220
CESARIO LANGE;1° Dose;168
CHARQUEADA;1° Dose;104
CHAVANTES;1° Dose;19
CLEMENTINA;1° Dose;62
COLINA;1° Dose;114
COLOMBIA;1° Dose;65
CONCHAL;1° Dose;165
CONCHAS;1° Dose;213
CORDEIROPOLIS;1° Dose;287
COROADOS;1° Dose;52
CORUMBATAI;1° Dose;64
COSMOPOLIS;1° Dose;39
COSMORAMA;1° Dose;138
COTIA;1° Dose;1178
CRAVINHOS;1° Dose;9
CRISTAIS PAULISTA;1° Dose;131
CRUZEIRO;1° Dose;793
CUBATAO;1° Dose;433
CUNHA;1° Dose;159
DESCALVADO;1° Dose;752
DIADEMA;1° Dose;1466
DIRCE REIS;1° Dose;44
DIVINOLANDIA;1° Dose;431
DOBRADA;1° Dose;67
DOIS CORREGOS;1° Dose;208
DOLCINOPOLIS;1° Dose;48
DOURADO;1° Dose;88
DRACENA;1° Dose;901
DUARTINA;1° Dose;86
DUMONT;1° Dose;86
ELDORADO;1° Dose;140
ELIAS FAUSTO;1° Dose;159
ELISIARIO;1° Dose;39
EMBAUBA;1° Dose;48
EMBU DAS ARTES;1° Dose;998
EMBU-GUACU;1° Dose;416
EMILIANOPOLIS;1° Dose;29
ENGENHEIRO COELHO;1° Dose;195
ESPIRITO SANTO DO PINHAL;1° Dose;641
ESPIRITO SANTO DO TURVO;1° Dose;4
ESTIVA GERBI;1° Dose;65
ESTRELA DO NORTE;1° Dose;33
ESTRELA D'OESTE;1° Dose;224
EUCLIDES DA CUNHA PAULISTA;1° Dose;60
FARTURA;1° Dose;220
FERNANDO PRESTES;1° Dose;85
FERNANDOPOLIS;1° Dose;265
FERNAO;1° Dose;53
FERRAZ DE VASCONCELOS;1° Dose;1109
FLORA RICA;1° Dose;25
FLOREAL;1° Dose;81
FLORIDA PAULISTA;1° Dose;37
FLORINIA;1° Dose;36
FRANCA;1° Dose;2349
FRANCISCO MORATO;1° Dose;691
FRANCO DA ROCHA;1° Dose;1388
GABRIEL MONTEIRO;1° Dose;28
GALIA;1° Dose;189
GARCA;1° Dose;614
GASTAO VIDIGAL;1° Dose;60
GAVIAO PEIXOTO;1° Dose;84
GENERAL SALGADO;1° Dose;340
GLICERIO;1° Dose;74
GUAICARA;1° Dose;96
GUAIMBE;1° Dose;79
GUAIRA;1° Dose;397
GUAPIACU;1° Dose;99
GUAPIARA;1° Dose;220
GUARA;1° Dose;369
GUARACAI;1° Dose;123
GUARACI;1° Dose;178
GUARANI D'OESTE;1° Dose;37
GUARANTA;1° Dose;131
GUARARAPES;1° Dose;324
GUARAREMA;1° Dose;418
GUARATINGUETA;1° Dose;345
GUAREI;1° Dose;137
GUARIBA;1° Dose;115
GUARUJA;1° Dose;1932
GUARULHOS;1° Dose;5974
GUATAPARA;1° Dose;86
GUZOLANDIA;1° Dose;63
HERCULANDIA;1° Dose;126
HOLAMBRA;1° Dose;11
HORTOLANDIA;1° Dose;262
IACANGA;1° Dose;231
IACRI;1° Dose;6
IARAS;1° Dose;92
IBATE;1° Dose;321
IBIRA;1° Dose;206
IBIRAREMA;1° Dose;78
IBITINGA;1° Dose;1087
IBIUNA;1° Dose;170
