Município;Dose;Total Doses Aplicadas
ADAMANTINA;1° DOSE;11011
ADAMANTINA;2° DOSE;6127
ADOLFO;1° DOSE;1261
ADOLFO;2° DOSE;640
AGUAÍ;1° DOSE;7177
AGUAÍ;2° DOSE;3882
ÁGUAS DA PRATA;1° DOSE;2584
ÁGUAS DA PRATA;2° DOSE;1222
ÁGUAS DE LINDÓIA;1° DOSE;5068
ÁGUAS DE LINDÓIA;2° DOSE;2595
ÁGUAS DE SANTA BÁRBARA;1° DOSE;1338
ÁGUAS DE SANTA BÁRBARA;2° DOSE;852
ÁGUAS DE SÃO PEDRO;1° DOSE;1572
ÁGUAS DE SÃO PEDRO;2° DOSE;916
AGUDOS;1° DOSE;8886
AGUDOS;2° DOSE;5589
ALAMBARI;1° DOSE;1396
ALAMBARI;2° DOSE;687
ALFREDO MARCONDES;1° DOSE;1390
ALFREDO MARCONDES;2° DOSE;932
ALTAIR;1° DOSE;872
ALTAIR;2° DOSE;485
ALTINÓPOLIS;1° DOSE;4309
ALTINÓPOLIS;2° DOSE;2484
ALTO ALEGRE;1° DOSE;1236
ALTO ALEGRE;2° DOSE;725
ALUMÍNIO;1° DOSE;3231
ALUMÍNIO;2° DOSE;1680
ÁLVARES FLORENCE;1° DOSE;1236
ÁLVARES FLORENCE;2° DOSE;739
ÁLVARES MACHADO;1° DOSE;6010
ÁLVARES MACHADO;2° DOSE;3105
ÁLVARO DE CARVALHO;1° DOSE;824
ÁLVARO DE CARVALHO;2° DOSE;476
ALVINLÂNDIA;1° DOSE;748
ALVINLÂNDIA;2° DOSE;377
AMERICANA;1° DOSE;56457
AMERICANA;2° DOSE;30560
AMÉRICO BRASILIENSE;1° DOSE;7860
AMÉRICO BRASILIENSE;2° DOSE;4156
AMÉRICO DE CAMPOS;1° DOSE;1732
AMÉRICO DE CAMPOS;2° DOSE;951
AMPARO;1° DOSE;18307
AMPARO;2° DOSE;10250
ANALÂNDIA;1° DOSE;1212
ANALÂNDIA;2° DOSE;608
ANDRADINA;1° DOSE;14900
ANDRADINA;2° DOSE;8670
ANGATUBA;1° DOSE;5202
ANGATUBA;2° DOSE;2665
ANHEMBI;1° DOSE;1522
ANHEMBI;2° DOSE;691
ANHUMAS;1° DOSE;1077
ANHUMAS;2° DOSE;598
APARECIDA;1° DOSE;9507
APARECIDA;2° DOSE;4242
APARECIDA D'OESTE;1° DOSE;1710
APARECIDA D'OESTE;2° DOSE;785
APIAÍ;1° DOSE;5152
APIAÍ;2° DOSE;2853
ARAÇARIGUAMA;1° DOSE;2992
ARAÇARIGUAMA;2° DOSE;1655
ARAÇATUBA;1° DOSE;55013
ARAÇATUBA;2° DOSE;30019
ARAÇOIABA DA SERRA;1° DOSE;6341
ARAÇOIABA DA SERRA;2° DOSE;3109
ARAMINA;1° DOSE;1391
ARAMINA;2° DOSE;684
ARANDU;1° DOSE;1496
ARANDU;2° DOSE;816
ARAPEÍ;1° DOSE;634
ARAPEÍ;2° DOSE;383
ARARAQUARA;1° DOSE;62499
ARARAQUARA;2° DOSE;34589
ARARAS;1° DOSE;31547
ARARAS;2° DOSE;18818
ARCO-ÍRIS;1° DOSE;713
ARCO-ÍRIS;2° DOSE;489
AREALVA;1° DOSE;2379
AREALVA;2° DOSE;1334
AREIAS;1° DOSE;905
AREIAS;2° DOSE;485
AREIÓPOLIS;1° DOSE;1714
AREIÓPOLIS;2° DOSE;881
ARIRANHA;1° DOSE;2172
ARIRANHA;2° DOSE;1176
ARTUR NOGUEIRA;1° DOSE;10252
