Município;Dose;Total Doses Aplicadas
NOVA CASTILHO;UNICA;10
URU;UNICA;11
TRABIJU;UNICA;10
PAULISTÂNIA;UNICA;11
FERNÃO;UNICA;9
VITÓRIA BRASIL;UNICA;10
SÃO JOÃO DE IRACEMA;UNICA;5
SANTA SALETE;UNICA;10
SANTA CRUZ DA ESPERANÇA;UNICA;10
SANTANA DA PONTE PENSA;UNICA;11
DIRCE REIS;UNICA;6
BOREBI;UNICA;20
BALBINOS;UNICA;11
TURIÚBA;UNICA;11
ASPÁSIA;UNICA;9
EMBAÚBA;UNICA;20
PRACINHA;UNICA;10
GUARANI D'OESTE;UNICA;10
BENTO DE ABREU;UNICA;16
CRUZÁLIA;UNICA;10
MARINÓPOLIS;UNICA;24
SANTA CLARA D'OESTE;UNICA;11
ZACARIAS;UNICA;20
SAGRES;UNICA;11
NANTES;UNICA;5
BOM SUCESSO DE ITARARÉ;UNICA;29
JUMIRIM;UNICA;23
MONÇÕES;UNICA;20
TURMALINA;UNICA;12
DOLCINÓPOLIS;UNICA;24
NOVA CANAÃ PAULISTA;UNICA;10
PARISI;UNICA;11
PONTES GESTAL;UNICA;20
ESTRELA DO NORTE;UNICA;12
QUEIROZ;UNICA;30
SÃO JOÃO DO PAU D'ALHO;UNICA;1
TORRE DE PEDRA;UNICA;20
RIBEIRÃO DOS ÍNDIOS;UNICA;10
LOURDES;UNICA;25
BREJO ALEGRE;UNICA;21
RUBIÁCEA;UNICA;10
LUTÉCIA;UNICA;22
ALVINLÂNDIA;UNICA;18
JERIQUARA;UNICA;30
GABRIEL MONTEIRO;UNICA;20
SANTA MERCEDES;UNICA;19
ELISIÁRIO;UNICA;30
NOVA INDEPENDÊNCIA;UNICA;32
PEDRANÓPOLIS;UNICA;20
ITAPIRAPUÃ PAULISTA;UNICA;30
NOVA LUZITÂNIA;UNICA;33
SANTO EXPEDITO;UNICA;19
FLORÍNEA;UNICA;11
OSCAR BRESSANE;UNICA;20
MARAPOAMA;UNICA;20
ALTAIR;UNICA;30
CÂNDIDO RODRIGUES;UNICA;21
SANDOVALINA;UNICA;15
EMILIANÓPOLIS;UNICA;22
CANAS;UNICA;30
PEDRINHAS PAULISTA;UNICA;23
QUADRA;UNICA;30
SÃO FRANCISCO;UNICA;26
CORUMBATAÍ;UNICA;9
AREIAS;UNICA;35
ÁLVARO DE CARVALHO;UNICA;1
SUZANÁPOLIS;UNICA;20
RUBINÉIA;UNICA;20
MIRA ESTRELA;UNICA;24
MAGDA;UNICA;20
PONTALINDA;UNICA;5
SARUTAIÁ;UNICA;20
MARIÁPOLIS;UNICA;28
ESPÍRITO SANTO DO TURVO;UNICA;11
CABRÁLIA PAULISTA;UNICA;15
PRATÂNIA;UNICA;39
NOVAIS;UNICA;26
FLOREAL;UNICA;10
BARÃO DE ANTONINA;UNICA;5
RIFAINA;UNICA;31
SANTÓPOLIS DO AGUAPEÍ;UNICA;18
RIBEIRÃO CORRENTE;UNICA;45
ANHUMAS;UNICA;18
PONGAÍ;UNICA;28
